symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step,setup_score
US100,30,1.1111111111111112,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,25455.57,25509.57,25395.57,25404.36,timeout,0.9083,0.04,216.0,51.21,25478.17,25455.57,1.1787,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 02:00:00,BUY,25339.57,25285.57,25399.57,25399.57,win,1.0711,0.04,216.0,60.0,25339.57,25305.86,1.037,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,SELL,25660.51,25714.51,25600.51,25612.09,timeout,0.8567,0.04,216.0,48.42,25681.42,25660.51,1.494,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 03:45:00,BUY,25670.83,25616.83,25730.83,25616.83,loss,-1.04,0.04,216.0,-54.0,25670.83,25649.59,0.9807,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-08,2026-01-09 00:30:00,2026-01-09 01:15:00,BUY,25540.05,25486.05,25600.05,25486.05,loss,-1.04,0.04,216.0,-54.0,25540.05,25518.19,0.8234,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 05:15:00,BUY,25778.15,25724.15,25838.15,25724.15,loss,-1.04,0.04,216.0,-54.0,25778.15,25739.61,1.5567,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-15,2026-01-16 00:30:00,2026-01-16 05:00:00,BUY,25615.79,25561.79,25675.79,25675.79,win,1.0711,0.04,216.0,60.0,25615.79,25593.75,0.7678,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 03:15:00,BUY,25034.87,24980.87,25094.87,25094.87,win,1.0756,0.0356,192.0,60.0,25034.87,24992.57,1.1979,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-21,2026-01-22 01:15:00,2026-01-22 06:00:00,BUY,25459.79,25405.79,25519.79,25405.79,loss,-1.04,0.04,216.0,-54.0,25459.79,25416.95,0.7656,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-22,2026-01-23 00:30:00,2026-01-23 03:15:00,BUY,25518.57,25464.57,25578.57,25578.57,win,1.0711,0.04,216.0,60.0,25518.57,25477.89,1.1419,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-27,2026-01-28 00:30:00,2026-01-28 05:15:00,BUY,26063.11,26009.11,26123.11,26123.11,win,1.0711,0.04,216.0,60.0,26063.11,26027.71,1.7603,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-28,2026-01-29 01:15:00,2026-01-29 02:15:00,SELL,25997.37,26051.37,25937.37,26051.37,loss,-1.04,0.04,216.0,-54.0,26072.83,25997.37,1.0741,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-29,2026-01-30 00:30:00,2026-01-30 00:30:00,BUY,25882.66,25828.66,25942.66,25828.66,loss,-1.04,0.04,216.0,-54.0,25882.66,25798.85,1.3423,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-03,2026-02-04 00:45:00,2026-02-04 01:15:00,SELL,25300.15,25354.15,25240.15,25354.15,loss,-1.04,0.04,216.0,-54.0,25343.92,25300.15,0.7812,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-04,2026-02-05 00:30:00,2026-02-05 02:00:00,BUY,25034.86,24980.86,25094.86,24980.86,loss,-1.04,0.04,216.0,-54.0,25034.86,24945.85,1.0509,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-05,2026-02-06 00:30:00,2026-02-06 01:00:00,BUY,24295.74,24241.74,24355.74,24355.74,win,1.0711,0.04,216.0,60.0,24295.74,24161.85,1.4774,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-10,2026-02-11 00:30:00,2026-02-11 07:00:00,BUY,25215.56,25161.56,25275.56,25185.49,timeout,-0.5969,0.04,216.0,-30.07,25215.56,25196.27,0.7036,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-11,2026-02-12 00:30:00,2026-02-12 01:30:00,BUY,25186.33,25132.33,25246.33,25246.33,win,1.0756,0.0356,192.0,60.0,25186.33,25146.45,1.1903,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-12,2026-02-13 00:30:00,2026-02-13 01:15:00,SELL,24698.07,24752.07,24638.07,24752.07,loss,-1.0356,0.0356,192.0,-54.0,24795.64,24698.07,1.7651,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-17,2026-02-18 02:00:00,2026-02-18 04:15:00,BUY,24698.72,24644.72,24758.72,24758.72,win,1.0756,0.0356,192.0,60.0,24698.72,24652.9,1.0453,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-18,2026-02-19 01:00:00,2026-02-19 07:00:00,BUY,24912.21,24858.21,24972.21,24964.5,timeout,0.9328,0.0356,192.0,52.29,24912.21,24855.6,1.2851,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-19,2026-02-20 00:30:00,2026-02-20 06:15:00,BUY,24842.44,24788.44,24902.44,24902.44,win,1.0756,0.0356,192.0,60.0,24842.44,24805.77,1.1217,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-02,2026-02-26,2026-02-27 00:30:00,2026-02-27 03:00:00,SELL,24947.07,25001.07,24887.07,25001.07,loss,-1.04,0.04,216.0,-54.0,24991.82,24947.07,1.2309,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-03,2026-03-03,2026-03-04 01:15:00,2026-03-04 02:30:00,SELL,24660.03,24714.03,24600.03,24600.03,win,1.0756,0.0356,192.0,60.0,24786.15,24660.03,2.3959,54.0,0.01,500.0,0.01,95
US100,30,1.1111111111111112,2026-03,2026-03-04,2026-03-05 01:15:00,2026-03-05 01:30:00,SELL,25146.46,25200.46,25086.46,25086.46,win,1.0711,0.04,216.0,60.0,25228.8,25146.46,2.3729,54.0,0.01,500.0,0.01,95
US100,30,1.1111111111111112,2026-03,2026-03-05,2026-03-06 01:15:00,2026-03-06 02:15:00,SELL,25042.73,25096.73,24982.73,25096.73,loss,-1.0356,0.0356,192.0,-54.0,25080.72,25042.73,0.7403,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-03,2026-03-10,2026-03-10 23:45:00,2026-03-11 00:00:00,BUY,24992.29,24938.29,25052.29,25052.29,win,1.0756,0.0356,192.0,60.0,24992.29,24961.24,0.6576,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-03,2026-03-11,2026-03-11 23:30:00,2026-03-11 23:45:00,SELL,24796.29,24850.29,24736.29,24736.29,win,1.0711,0.04,216.0,60.0,24852.32,24796.29,1.4032,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-03,2026-03-12,2026-03-12 23:30:00,2026-03-13 00:00:00,SELL,24562.4,24616.4,24502.4,24502.4,win,1.0711,0.04,216.0,60.0,24612.54,24562.4,1.2542,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-03,2026-03-17,2026-03-18 00:00:00,2026-03-18 01:00:00,BUY,24823.37,24769.37,24883.37,24883.37,win,1.0756,0.0356,192.0,60.0,24823.37,24795.24,1.4037,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-03,2026-03-18,2026-03-18 23:30:00,2026-03-19 02:00:00,BUY,24427.29,24373.29,24487.29,24487.29,win,1.0756,0.0356,192.0,60.0,24427.29,24397.03,0.6165,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-03,2026-03-19,2026-03-19 23:30:00,2026-03-20 06:00:00,SELL,24416.91,24470.91,24356.91,24396.41,timeout,0.3441,0.0356,192.0,20.5,24466.37,24416.91,0.9078,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-03,2026-03-26,2026-03-26 23:30:00,2026-03-27 00:15:00,BUY,23701.58,23647.58,23761.58,23647.58,loss,-1.0356,0.0356,192.0,-54.0,23701.58,23663.95,0.5806,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-03,2026-03-31,2026-03-31 23:30:00,2026-03-31 23:45:00,BUY,23823.14,23769.14,23883.14,23883.14,win,1.0756,0.0356,192.0,60.0,23823.14,23782.91,0.8752,54.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-04,2026-04-01,2026-04-01 23:45:00,2026-04-02 00:30:00,SELL,24001.71,24055.71,23941.71,24055.71,loss,-1.0356,0.0356,192.0,-54.0,24041.07,24001.71,0.9822,54.0,0.01,500.0,0.01,100
