starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,127.99,-172.01,-57.34,56,8,48,14.29,-11.01,-0.1967,0.0477,67.73,M15
300.0,366.89,66.89,22.3,31,7,24,22.58,8.55,0.2757,0.0344,58.49,M30
