symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step,setup_score
BTCUSD,30,1.1111111111111112,2025-12,2025-12-30,2025-12-30 13:45:00,2025-12-30 14:00:00,BUY,88022.29,87842.29,88222.29,87842.29,loss,-1.1,0.1,1800.0,-180.0,88022.29,87791.73,1.3457,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2025-12,2025-12-31,2025-12-31 13:30:00,2025-12-31 13:45:00,SELL,88626.79,88806.79,88426.79,88806.79,loss,-1.1,0.1,1800.0,-180.0,88793.12,88626.79,1.1912,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2026-01,2026-01-01,2026-01-01 13:45:00,2026-01-01 15:15:00,SELL,87742.61,87922.61,87542.61,87922.61,loss,-1.1,0.1,1800.0,-180.0,87889.29,87742.61,2.0485,180.0,0.01,200.0,0.01,95
BTCUSD,30,1.1111111111111112,2026-01,2026-01-06,2026-01-06 13:30:00,2026-01-06 14:00:00,SELL,93689.39,93869.39,93489.39,93869.39,loss,-1.1,0.1,1800.0,-180.0,93844.11,93689.39,1.0629,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2026-01,2026-01-07,2026-01-07 14:00:00,2026-01-07 14:00:00,SELL,91776.97,91956.97,91576.97,91956.97,loss,-1.1,0.1,1800.0,-180.0,92213.46,91776.97,2.3526,180.0,0.01,200.0,0.01,95
BTCUSD,30,1.1111111111111112,2026-01,2026-01-08,2026-01-08 13:30:00,2026-01-08 13:30:00,SELL,89801.29,89981.29,89601.29,89981.29,loss,-1.1,0.1,1800.0,-180.0,89993.89,89801.29,0.7433,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2026-01,2026-01-14,2026-01-14 13:45:00,2026-01-14 14:00:00,SELL,94889.22,95069.22,94689.22,95069.22,loss,-1.1,0.1,1800.0,-180.0,95196.66,94889.22,1.6086,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2026-01,2026-01-15,2026-01-15 13:30:00,2026-01-15 13:30:00,SELL,96825.57,97005.57,96625.57,96625.57,win,1.0111,0.1,1800.0,200.0,96978.73,96825.57,0.7729,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2026-01,2026-01-20,2026-01-20 13:30:00,2026-01-20 13:30:00,SELL,90777.73,90957.73,90577.73,90957.73,loss,-1.1,0.1,1800.0,-180.0,91215.96,90777.73,2.844,180.0,0.01,200.0,0.01,95
BTCUSD,30,1.1111111111111112,2026-01,2026-01-21,2026-01-21 13:30:00,2026-01-21 13:30:00,BUY,88908.2,88728.2,89108.2,88728.2,loss,-1.1,0.1,1800.0,-180.0,88908.2,88567.53,1.2249,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2026-01,2026-01-27,2026-01-27 13:30:00,2026-01-27 13:30:00,BUY,87894.61,87714.61,88094.61,87714.61,loss,-1.1,0.1,1800.0,-180.0,87894.61,87663.55,1.6422,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2026-01,2026-01-28,2026-01-28 13:30:00,2026-01-28 13:30:00,BUY,90253.29,90073.29,90453.29,90073.29,loss,-1.1,0.1,1800.0,-180.0,90253.29,89833.18,1.5574,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2026-02,2026-02-03,2026-02-03 13:45:00,2026-02-03 13:45:00,SELL,78102.42,78282.42,77902.42,78282.42,loss,-1.1,0.1,1800.0,-180.0,78387.03,78102.42,1.0982,180.0,0.01,200.0,0.01,100
BTCUSD,30,1.1111111111111112,2026-02,2026-02-04,2026-02-04 13:30:00,2026-02-04 13:30:00,SELL,75642.72,75822.72,75442.72,75822.72,loss,-1.1,0.1,1800.0,-180.0,76085.31,75642.72,1.7065,180.0,0.01,200.0,0.01,100
