slug,score,eligible,value_area_pct,profile_bins,signal_window_bars,entry_mode,stop_mode,reward_risk,breakout_buffer_atr,minimum_relative_volume,require_directional_candle,retest_bars,retest_tolerance_atr,stop_buffer_atr,atr_stop_multiple,train_initial_balance,train_final_balance,train_return_pct,train_profit_factor,train_win_rate_pct,train_max_drawdown_pct,train_trades,train_wins,train_losses,validation_initial_balance,validation_final_balance,validation_return_pct,validation_profit_factor,validation_win_rate_pct,validation_max_drawdown_pct,validation_trades,validation_wins,validation_losses,locked_initial_balance,locked_final_balance,locked_return_pct,locked_profit_factor,locked_win_rate_pct,locked_max_drawdown_pct,locked_trades,locked_wins,locked_losses
va75-b64-w4-retest-atr-rr15-buf0-rv0-dir0,5.188092030175891,False,75,64,4,retest,atr,1.5,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,10666.602593702577,6.666025937025766,1.0724160731908166,53.53075170842825,7.518132398702017,439,235,204,10000.0,9944.795206107381,-0.5520479389261923,0.9837108073162122,47.398843930635834,8.754632114870626,173,82,91,10000.0,11006.514504025605,10.065145040256041,1.5581217600151214,59.84251968503938,2.8932280286995717,127,76,51
va70-b64-w4-retest-atr-rr15-buf0-rv0-dir0,5.071644509300581,False,70,64,4,retest,atr,1.5,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,10162.037917608255,1.6203791760825537,1.0171721149547999,52.44444444444445,9.05752902845295,450,236,214,10000.0,9970.532561569322,-0.29467438430678117,0.9914738069849044,47.701149425287355,9.435595027159922,174,83,91,10000.0,10736.70671860231,7.367067186023113,1.3588932801863824,57.25190839694656,3.1469903171279934,131,75,56
va65-b48-w4-retest-atr-rr15-buf0-rv0-dir1,5.0355200661209505,False,65,48,4,retest,atr,1.5,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,10033.93302004073,0.339330200407284,1.0038313953633347,54.196642685851316,10.02618659767,417,226,191,10000.0,10323.736822938006,3.2373682293800554,1.1080518405334814,47.682119205298015,5.32391423537547,151,72,79,10000.0,10550.58986186233,5.505898618623295,1.2620430771236963,54.263565891472865,3.3780459503858067,129,70,59
va65-b64-w4-retest-atr-rr1-buf0-rv0-dir1,4.917668819385396,False,65,64,4,retest,atr,1.0,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,10041.121651212048,0.4112165121204825,1.0047270661945789,53.588516746411486,10.45189443125251,418,224,194,10000.0,10529.567210059242,5.29567210059243,1.1850690337149603,49.67741935483871,6.05401764718811,155,77,78,10000.0,10560.483934647831,5.6048393464783075,1.2439826445909488,54.81481481481482,3.719256234946111,135,74,61
va65-b48-w4-retest-atr-rr2-buf0-rv0-dir1,4.881076563462212,False,65,48,4,retest,atr,2.0,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,9937.87113607324,-0.6212886392676031,0.99299414986309,53.956834532374096,10.131927704899908,417,225,192,10000.0,10142.383096264319,1.42383096264318,1.0477192973335105,47.682119205298015,5.507087088886206,151,72,79,10000.0,10550.58986186233,5.505898618623295,1.2620430771236963,54.263565891472865,3.3780459503858067,129,70,59
va65-b64-w4-retest-atr-rr15-buf0-rv1-dir0,4.86628214873477,False,65,64,4,retest,atr,1.5,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9867.107193162517,-1.328928068374824,0.9777828401705722,50.75757575757576,9.687152566885835,264,134,130,10000.0,10661.551424935311,6.615514249353116,1.301986595601466,50.96153846153846,5.777178735926281,104,53,51,10000.0,9951.924466918934,-0.4807553308106671,0.9727533106678902,53.75,4.310129570403521,80,43,37
va75-b64-w4-retest-atr-rr1-buf0-rv1-dir0,4.690676069360057,False,75,64,4,retest,atr,1.0,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9917.201111274817,-0.8279888872518293,0.984989957444081,52.10727969348659,10.527313356402159,261,136,125,10000.0,10167.597907241648,1.675979072416478,1.0781291386668634,52.0,8.393274136660136,100,52,48,10000.0,10009.285841554689,0.09285841554689256,1.006848078691094,51.515151515151516,3.8446776254552284,66,34,32
va70-b64-w4-retest-atr-rr15-buf0-rv1-dir1,4.6754867967736295,False,70,64,4,retest,atr,1.5,0.0,1.0,True,4,0.08,0.0,1.0,10000.0,9769.882832034169,-2.3011716796583093,0.9570578065194046,50.86206896551724,9.648939057981403,232,118,114,10000.0,10564.126585877904,5.641265858779043,1.29372992070005,54.347826086956516,5.568733680019075,92,50,42,10000.0,9659.573934907548,-3.4042606509245177,0.7817253026324763,48.57142857142857,6.464833891990462,70,34,36
va65-b36-w4-retest-atr-rr1-buf0-rv0-dir1,4.65370752365273,False,65,36,4,retest,atr,1.0,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,10052.801718332037,0.5280171833203617,1.0060218216859025,53.14009661835749,11.38089231403001,414,220,194,10000.0,10084.342583853388,0.8434258385338733,1.0273191153302652,47.4025974025974,6.292943400107713,154,73,81,10000.0,10922.854243364247,9.228542433642462,1.437589841002141,56.390977443609025,3.261374756763952,133,75,58
va75-b36-w4-retest-atr-rr15-buf0-rv0-dir1,4.63100747529172,False,75,36,4,retest,atr,1.5,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,10584.679458260027,5.846794582600268,1.0667215699234378,53.827751196172244,9.602157632757628,418,225,193,10000.0,9860.589078250827,-1.3941092174917347,0.9563832108585227,47.53086419753087,7.955026034217131,162,77,85,10000.0,10483.57257006922,4.835725700692195,1.2405012905505093,56.34920634920635,3.3227299384219005,126,71,55
va70-b48-w4-retest-atr-rr1-buf0-rv0-dir1,4.629776143766156,False,70,48,4,retest,atr,1.0,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,10031.262079715467,0.3126207971546613,1.0035642123551995,52.99760191846523,9.356850606399547,417,221,196,10000.0,9848.690315936508,-1.51309684063492,0.948517626218689,46.97986577181208,8.441361046139619,149,70,79,10000.0,10430.40996299664,4.304099629966407,1.2007544764851827,54.400000000000006,2.6716233232020854,125,68,57
va70-b48-w4-retest-atr-rr2-buf0-rv0-dir1,4.62115563963252,False,70,48,4,retest,atr,2.0,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,9919.373412341278,-0.8062658765872199,0.990812620563602,52.757793764988016,9.813653736016752,417,220,197,10000.0,9882.939421467245,-1.1706057853275498,0.9602890423712876,46.97986577181208,7.895228149010785,149,70,79,10000.0,10348.444880348818,3.4844488034881715,1.1637273254561586,54.400000000000006,2.6716233232021014,125,68,57
va70-b64-w4-retest-atr-rr15-buf0-rv1-dir0,4.5981960685471,False,70,64,4,retest,atr,1.5,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9765.00099208825,-2.3499900791175032,0.9593238354459478,50.95785440613027,9.960899956845253,261,133,128,10000.0,10396.354104744372,3.9635410474437194,1.1801438561190196,51.0,7.408155116985926,100,51,49,10000.0,9904.112954968386,-0.9588704503161405,0.9376841511021661,51.388888888888886,4.14247237814446,72,37,35
va75-b64-w4-retest-atr-rr15-buf0-rv1-dir1,4.585504320289353,False,75,64,4,retest,atr,1.5,0.0,1.0,True,4,0.08,0.0,1.0,10000.0,9884.140005341582,-1.1585999465841823,0.9777559036327823,51.91489361702127,10.643651369253332,235,122,113,10000.0,10402.61957160751,4.026195716075098,1.203450225189899,52.68817204301075,6.22494342985229,93,49,44,10000.0,9991.90012767872,-0.08099872321279955,0.993660051334228,50.0,3.974764901451188,62,31,31
va70-b48-w4-retest-atr-rr15-buf0-rv1-dir1,4.569467756750335,False,70,48,4,retest,atr,1.5,0.0,1.0,True,4,0.08,0.0,1.0,10000.0,9763.542074238912,-2.364579257610877,0.9568315877429147,51.26050420168067,9.988377410108585,238,122,116,10000.0,10439.486468018033,4.394864680180333,1.2269276366682444,51.68539325842697,6.253113420102038,89,46,43,10000.0,9838.814263148632,-1.6118573685136806,0.8907927071525318,49.275362318840585,4.526739449100101,69,34,35
va65-b64-w4-retest-atr-rr15-buf0-rv0-dir0,4.552865913177041,False,65,64,4,retest,atr,1.5,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,9981.475907161746,-0.18524092838253514,0.998102824224727,52.41228070175439,11.416700486021432,456,239,217,10000.0,10036.494594622662,0.3649459462266247,1.010396215341535,46.590909090909086,8.543464559084219,176,82,94,10000.0,10632.278602266942,6.322786022669424,1.2675571867818072,57.14285714285714,4.170972883556143,140,80,60
va75-b64-w4-retest-atr-rr2-buf0-rv0-dir1,4.503593075979962,False,75,64,4,retest,atr,2.0,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,10427.53059564657,4.2753059564657026,1.0495829653688438,53.93794749403341,8.667076539929283,419,226,193,10000.0,9749.95064636379,-2.500493536362103,0.9192206739493697,48.125,8.482151407264814,160,77,83,10000.0,10805.264028651462,8.052640286514624,1.445023101942408,59.01639344262295,2.6613371029682455,122,72,50
va70-b48-w4-retest-atr-rr15-buf0-rv0-dir0,4.492908827875703,False,70,48,4,retest,atr,1.5,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,9833.65661068982,-1.6634338931017956,0.9821905131956675,51.81818181818182,10.378066756145374,440,228,212,10000.0,9881.903908516295,-1.1809609148370481,0.9655531182753775,45.83333333333333,8.276083060718232,168,77,91,10000.0,10616.664145717863,6.166641457178623,1.2889755412900816,55.38461538461539,3.1775178543683684,130,72,58
va70-b48-w4-retest-atr-rr15-buf0-rv0-dir0,4.492908827875703,False,70,48,4,retest,atr,1.5,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,9833.65661068982,-1.6634338931017956,0.9821905131956675,51.81818181818182,10.378066756145374,440,228,212,10000.0,9881.903908516295,-1.1809609148370481,0.9655531182753775,45.83333333333333,8.276083060718232,168,77,91,10000.0,10616.664145717863,6.166641457178623,1.2889755412900816,55.38461538461539,3.1775178543683684,130,72,58
va65-b64-w4-retest-atr-rr15-buf0-rv1-dir1,4.428601465750587,False,65,64,4,retest,atr,1.5,0.0,1.0,True,4,0.08,0.0,1.0,10000.0,9662.4687143524,-3.375312856475998,0.9365927759254227,50.66079295154186,9.791888365116481,227,115,112,10000.0,10944.963857194218,9.449638571942188,1.5330518976573422,54.347826086956516,4.255961700781674,92,50,42,10000.0,9779.263693687375,-2.207363063126244,0.8700143106151947,50.66666666666667,5.830987852490975,75,38,37
va65-b64-w4-retest-atr-rr2-buf0-rv1-dir0,4.419829289785568,False,65,64,4,retest,atr,2.0,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9777.405899867821,-2.225941001321785,0.9630716346305892,50.378787878787875,10.670903332365262,264,133,131,10000.0,10474.263419032324,4.742634190323236,1.2170392757843425,50.96153846153846,5.96898114264876,104,53,51,10000.0,9951.924466918934,-0.4807553308106671,0.9727533106678902,53.75,4.310129570403521,80,43,37
va75-b36-w4-retest-atr-rr15-buf0-rv0-dir0,4.385151759582223,False,75,36,4,retest,atr,1.5,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,10511.832154526779,5.11832154526779,1.0550444161284005,53.31807780320366,10.646938251240279,437,233,204,10000.0,9872.97022368232,-1.2702977631768086,0.9632828764089985,47.42857142857143,8.67675905444087,175,83,92,10000.0,10580.646836726111,5.806468367261108,1.2786370443862967,56.390977443609025,3.2113431791647247,133,75,58
va75-b48-w4-retest-atr-rr15-buf0-rv0-dir1,4.334054855776635,False,75,48,4,retest,atr,1.5,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,10188.033127647463,1.8803312764746227,1.021250226123535,53.34928229665071,10.130750268162963,418,223,195,10000.0,9818.82155296639,-1.8117844703360975,0.9443072979073917,45.962732919254655,8.084844032324728,161,74,87,10000.0,10805.315144953058,8.053151449530581,1.4324427732820724,57.72357723577236,2.576164425711431,123,71,52
va70-b48-w4-retest-atr-rr15-buf0-rv1-dir0,4.312619725907497,False,70,48,4,retest,atr,1.5,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9683.799380005239,-3.162006199947609,0.9460887501729343,50.75757575757576,10.45838347659314,264,134,130,10000.0,10185.886234780204,1.8588623478020372,1.0810104610543403,48.45360824742268,7.766105397902795,97,47,50,10000.0,9999.914045710002,-0.0008595428999780275,0.9999447066265307,52.702702702702695,3.310078752620925,74,39,35
va70-b36-w4-retest-atr-rr15-buf0-rv0-dir1,4.309650732618801,False,70,36,4,retest,atr,1.5,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,10234.578269845704,2.345782698457044,1.0264912709644627,52.63157894736842,10.026363335333476,418,220,198,10000.0,9802.4813934586,-1.975186065414003,0.9393847924700304,46.40522875816993,6.078800284849323,153,71,82,10000.0,10336.096162643653,3.3609616264365316,1.1632510529976494,55.55555555555556,4.078220732281646,126,70,56
va65-b64-w4-retest-atr-rr2-buf0-rv0-dir0,4.305111729458411,False,65,64,4,retest,atr,2.0,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,9885.916231957322,-1.1408376804267761,0.9883224334554719,52.19298245614035,10.490013089095864,456,238,218,10000.0,9833.5339469188,-1.664660530812001,0.9523227136585463,46.590909090909086,9.043083685391156,176,82,94,10000.0,10632.278602266942,6.322786022669424,1.2675571867818072,57.14285714285714,4.170972883556143,140,80,60
va75-b64-w4-retest-atr-rr1-buf0-rv0-dir1,4.289581142857305,False,75,64,4,retest,atr,1.0,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,10639.009307116849,6.39009307116849,1.0737841666150447,54.17661097852029,7.452643965936644,419,227,192,10000.0,9715.99687553329,-2.840031244667096,0.9079780080094777,48.125,8.967465989172691,160,77,83,10000.0,10905.204865014175,9.052048650141753,1.4963945632327056,59.01639344262295,2.6613371029682287,122,72,50
va75-b64-w4-retest-atr-rr2-buf0-rv0-dir0,4.285077981237983,False,75,64,4,retest,atr,2.0,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,10360.126827056922,3.6012682705692134,1.0396042222977424,53.30296127562642,9.549265456761113,439,234,205,10000.0,9747.99544236799,-2.5200455763200957,0.9252327719872907,47.398843930635834,9.212989344079512,173,82,91,10000.0,11006.514504025605,10.065145040256041,1.5581217600151214,59.84251968503938,2.8932280286995717,127,76,51
va65-b48-w4-retest-atr-rr1-buf0-rv0-dir1,4.178092325402697,False,65,48,4,retest,atr,1.0,0.0,0.0,True,4,0.08,0.0,1.0,10000.0,9838.482422137262,-1.6151757786273757,0.9815505706455482,54.196642685851316,12.045810493543874,417,226,191,10000.0,10123.208394020065,1.2320839402006456,1.0413619458508188,47.682119205298015,5.863389899907208,151,72,79,10000.0,10634.15603823083,6.341560382308309,1.2995385547443536,54.263565891472865,3.3780459503857845,129,70,59
va75-b64-w4-retest-atr-rr1-buf0-rv0-dir0,4.125103289260977,False,75,64,4,retest,atr,1.0,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,10607.493453371653,6.074934533716525,1.0662951500790478,53.53075170842825,7.807329205123975,439,235,204,10000.0,9714.0484804487,-2.859515195512996,0.9149229134351603,47.398843930635834,9.694428328896684,173,82,91,10000.0,11074.362026615969,10.743620266159692,1.5919141946175597,59.84251968503938,2.893228028699577,127,76,51
va70-b48-w4-retest-atr-rr05-buf0-rv0-dir0,4.094660752298403,False,70,48,4,retest,atr,0.5,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,10061.243141977036,0.6124314197703651,1.0070475500133547,54.54545454545454,10.32645020418113,440,240,200,10000.0,9770.927884903369,-2.290721150966313,0.9277084910811717,50.0,9.575375770334723,168,84,84,10000.0,10492.581107326849,4.925811073268482,1.2364925616147353,56.92307692307692,3.1614636619950245,130,74,56
va75-b64-w4-retest-atr-rr2-buf0-rv1-dir0,4.043817211019757,False,75,64,4,retest,atr,2.0,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9796.068971574061,-2.039310284259388,0.9634156746380351,51.724137931034484,11.956780168082657,261,135,126,10000.0,10204.550932480131,2.04550932480132,1.0950662095983117,52.0,7.972686518021403,100,52,48,10000.0,9988.105040301563,-0.11894959698436347,0.9912032346014039,51.515151515151516,4.231264705958995,66,34,32
va75-b48-w4-retest-atr-rr15-buf0-rv0-dir0,4.028916256130549,False,75,48,4,retest,atr,1.5,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,10031.02767199794,0.31027671997938544,1.003350940191043,52.40274599542334,11.326099098846377,437,229,208,10000.0,9824.718281045933,-1.7528171895406786,0.9502534630923163,45.714285714285715,8.805404199105562,175,80,95,10000.0,11010.508666797794,10.105086667977936,1.5448420725729637,58.91472868217055,2.7614659300869535,129,76,53
va70-b64-w4-retest-atr-rr1-buf0-rv0-dir0,3.9911932782229824,False,70,64,4,retest,atr,1.0,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,10087.168961989459,0.8716896198945889,1.009281497257871,52.44444444444445,10.463961664213297,450,236,214,10000.0,9739.188658153136,-2.6081134184686383,0.9238991399167295,47.701149425287355,10.368377555103168,174,83,91,10000.0,10802.89106346191,8.028910634619102,1.3885184806565272,57.25190839694656,3.146990317127968,131,75,56
va65-b36-w4-retest-atr-rr15-buf0-rv1-dir0,3.9669065656273705,False,65,36,4,retest,atr,1.5,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9643.692998887813,-3.5630700111218716,0.9418470034781428,50.57034220532319,11.447514455935671,263,133,130,10000.0,10291.95699661892,2.919569966189184,1.122916675165694,48.07692307692308,6.271413692132639,104,50,54,10000.0,10196.564271869041,1.965642718690419,1.1211622434722759,55.00000000000001,4.3799309607709995,80,44,36
va65-b48-w4-retest-atr-rr15-buf0-rv1-dir0,3.9597501887287465,False,65,48,4,retest,atr,1.5,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9698.965208711244,-3.0103479128875565,0.9513845345272425,51.31086142322098,11.794793469186365,267,137,130,10000.0,10248.889866375937,2.4888986637593646,1.1046472263910014,47.57281553398058,6.7438651033088535,103,49,54,10000.0,10171.260354591199,1.7126035459119837,1.1037227908637504,54.54545454545454,3.658481941171858,77,42,35
va65-b36-w4-retest-atr-rr2-buf0-rv1-dir0,3.9495059232391156,False,65,36,4,retest,atr,2.0,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9556.022750941494,-4.439772490585058,0.9280809193189921,50.19011406844106,11.028833209719604,263,132,131,10000.0,10111.161535816864,1.1116153581686383,1.0469084282856145,48.07692307692308,6.530790670903114,104,50,54,10000.0,10196.564271869041,1.965642718690419,1.1211622434722759,55.00000000000001,4.3799309607709995,80,44,36
va75-b36-w4-retest-atr-rr15-buf0-rv1-dir0,3.897985228616134,False,75,36,4,retest,atr,1.5,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9737.795021898391,-2.622049781016089,0.9555330427839093,51.71102661596958,12.159840822890123,263,136,127,10000.0,10188.357079645582,1.8835707964558246,1.08328729485364,50.495049504950494,8.008748386060924,101,51,50,10000.0,9862.98473674209,-1.3701526325791025,0.9135305228218309,50.0,4.296389283218616,74,37,37
va65-b64-w4-retest-atr-rr2-buf0-rv1-dir1,3.8753135168275716,False,65,64,4,retest,atr,2.0,0.0,1.0,True,4,0.08,0.0,1.0,10000.0,9574.627777477015,-4.2537222252298506,0.9208147975912342,50.22026431718062,11.105634268187275,227,114,113,10000.0,10752.697237281853,7.526972372818519,1.4257645055886314,54.347826086956516,4.255961700781674,92,50,42,10000.0,9779.263693687375,-2.207363063126244,0.8700143106151947,50.66666666666667,5.830987852490975,75,38,37
va65-b64-w4-retest-atr-rr1-buf0-rv0-dir0,3.8737297463861586,False,65,64,4,retest,atr,1.0,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,9814.89209711516,-1.8510790288484014,0.9808416151593968,52.41228070175439,13.011959037690671,456,239,217,10000.0,10042.940987034628,0.42940987034627565,1.0123507554546531,47.159090909090914,9.140464876739305,176,83,93,10000.0,10735.193838466215,7.351938384662149,1.3081984937527436,57.14285714285714,4.170972883556147,140,80,60
va70-b64-w4-retest-atr-rr1-buf0-rv1-dir0,3.8366604560763964,False,70,64,4,retest,atr,1.0,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9579.24240161217,-4.207575983878309,0.9260567300757006,50.95785440613027,11.380030950445907,261,133,128,10000.0,10153.715769424307,1.5371576942430742,1.0703909507032716,51.0,8.3745810479959,100,51,49,10000.0,9894.77759277305,-1.052224072269492,0.9317283388207074,51.388888888888886,4.049716854928876,72,37,35
va65-b48-w4-retest-atr-rr15-buf0-rv1-dir1,3.82338349114875,False,65,48,4,retest,atr,1.5,0.0,1.0,True,4,0.08,0.0,1.0,10000.0,9560.397619370426,-4.396023806295746,0.9201763873986062,51.072961373390555,11.243922384346696,233,119,114,10000.0,10547.072721338802,5.470727213388016,1.276655400558678,51.08695652173913,4.860513329372869,92,47,45,10000.0,9962.83600964487,-0.37163990355129073,0.977052689012313,50.0,3.859388256580657,74,37,37
va70-b64-w4-retest-atr-rr2-buf0-rv0-dir0,3.782393386141166,False,70,64,4,retest,atr,2.0,0.0,0.0,False,4,0.08,0.0,1.0,10000.0,9918.68513418039,-0.8131486581960945,0.9912968229282166,52.22222222222223,11.61233397168424,450,235,215,10000.0,9779.383162639273,-2.2061683736072646,0.9358388018758955,47.701149425287355,9.833739008708278,174,83,91,10000.0,10736.70671860231,7.367067186023113,1.3588932801863824,57.25190839694656,3.1469903171279934,131,75,56
va65-b64-w4-retest-atr-rr1-buf0-rv1-dir0,3.7793585014482027,False,65,64,4,retest,atr,1.0,0.0,1.0,False,4,0.08,0.0,1.0,10000.0,9588.507227457883,-4.114927725421169,0.9297835959085248,50.75757575757576,11.682001587055673,264,134,130,10000.0,10666.914971977534,6.669149719775347,1.3093044614376765,51.92307692307693,6.336587609056841,104,54,50,10000.0,9977.279977025537,-0.2272002297446285,0.9871768733747123,53.75,4.150468222591329,80,43,37
va75-b64-w4-retest-atr-rr1-buf0-rv1-dir1,3.7627963586805873,False,75,64,4,retest,atr,1.0,0.0,1.0,True,4,0.08,0.0,1.0,10000.0,9682.34169902866,-3.1765830097133962,0.9378580512190989,51.91489361702127,12.069820627359839,235,122,113,10000.0,10159.835007865982,1.598350078659827,1.0813804489716334,52.68817204301075,7.203719114318022,93,49,44,10000.0,10013.088976803905,0.13088976803905528,1.0102146873644169,50.0,3.5871424150786044,62,31,31
