symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
XAUUSD,H4,2026-04,2026-04-08 16:00:00,2026-04-09 00:00:00,BUY,4730.537,4703.85588,4810.58038,4703.85588,SL,-1.0001,0.0001,280.0,97,4718.64,4727.036,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.0,285.0
XAUUSD,H4,2026-04,2026-04-13 04:00:00,2026-04-13 20:00:00,SELL,4733.778,4751.18364,4681.56107,4751.18364,SL,-1.0002,0.0002,280.0,99,4728.11,4740.855,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.25,270.75
XAUUSD,H4,2026-04,2026-04-20 00:00:00,2026-04-20 12:00:00,SELL,4790.948,4814.77421,4719.46936,4814.77421,SL,-1.0001,0.0001,280.0,96,4795.312,4804.883,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.54,257.21
XAUUSD,H4,2026-04,2026-04-22 00:00:00,2026-04-23 16:00:00,SELL,4758.242,4786.08729,4674.70614,4674.70614,TP,2.9999,0.0001,280.0,97,4746.768,4774.599,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,38.58,295.79
XAUUSD,H4,2026-05,2026-05-01 20:00:00,2026-05-04 04:00:00,BUY,4613.463,4590.78159,4681.50723,4590.78159,SL,-1.0001,0.0001,280.0,100,4600.131,4608.813,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.79,281.0
XAUUSD,H4,2026-05,2026-05-05 12:00:00,2026-05-06 00:00:00,SELL,4568.633,4600.22284,4473.86348,4600.22284,SL,-1.0001,0.0001,280.0,97,4584.561,4591.022,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.05,266.94
XAUUSD,H4,2026-05,2026-05-12 12:00:00,2026-05-15 00:00:00,BUY,4666.172,4625.21002,4789.05795,4625.21002,SL,-1.0001,0.0001,280.0,98,4635.228,4643.465,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.35,253.6
XAUUSD,H4,2026-05,2026-05-18 12:00:00,2026-06-05 12:00:00,SELL,4543.679,4607.40036,4352.51493,4352.51493,TP,3.0,0.0,280.0,100,4582.42,4597.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,38.04,291.64
XAUUSD,H4,2026-06,2026-06-17 16:00:00,2026-06-18 00:00:00,BUY,4235.546,4219.40893,4283.95721,4283.95721,TP,2.9998,0.0002,260.0,96,4228.48,4236.398,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,43.74,335.38
XAUUSD,H4,2026-06,2026-06-22 00:00:00,2026-06-24 12:00:00,SELL,4171.592,4233.76764,3985.06507,3985.06507,TP,3.0,0.0,260.0,98,4219.64,4222.926,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,50.31,385.68
