trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,minimum_lot_overrides,max_actual_risk_percent,sizing_mode,symbol
76,42,33,1,55.26,11.6,20.0,25.82,1,52399.91,False,,85.96,6.02,0,22.99,mt5_min_step_compounding,US100
