starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,330.68,30.68,10.23,58,24,34,41.38,3.4,0.0587,0.0231,25.71,M15
300.0,479.8,179.8,59.93,50,25,25,50.0,11.06,0.2213,0.0099,21.97,M30
