starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,448.88,148.88,49.63,53,17,36,32.08,12.48,0.2355,0.0476,35.01,M15
300.0,412.8,112.8,37.6,28,10,18,35.71,8.64,0.3086,0.0347,39.14,M30
