symbol,window,variant,cost_model,count,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,sharpe,mean_bps,gross_gain_pct,gross_loss_pct
XAUUSD,paper-sample,long-short-all,paper-2bp,722,14.424293088370298,1.074304526649915,36.56509695290859,24.67705777769067,0.3484457868636824,2.486190802806827,249.86853529666604,231.9182377004007
XAUUSD,paper-sample,long-short-all,broker,722,40.14324799831244,1.1677703854088122,37.396121883656505,21.870230875778283,0.7477720393499512,5.282787886910445,256.1997265249629,218.0579979814695
XAUUSD,paper-sample,long-only-all,paper-2bp,365,41.25629250809737,1.3553522609582807,40.273972602739725,17.15845651192376,1.1741143419480307,9.900503934416328,160.2280817017554,124.09124234113582
XAUUSD,paper-sample,long-only-all,broker,365,52.62045429596236,1.4578314049032328,40.821917808219176,15.51319444109145,1.4393446395217935,12.012598747844097,160.99334486614717,117.14735943651624
XAUUSD,paper-sample,long-only-Asia,paper-2bp,230,2.722061169653145,1.0584381672607213,50.43478260869565,9.412587084490397,0.18032239787091678,1.401300779888846,58.375162794676605,55.15217100093223
XAUUSD,paper-sample,long-only-Asia,broker,230,11.26335824015936,1.2187074505744695,52.60869565217391,8.834196815154016,0.626329710434208,4.874951120901739,62.4789884580298,51.2666008799558
XAUUSD,paper-sample,long-only-Europe,paper-2bp,285,16.526541727424938,1.2729429037947977,54.736842105263165,6.6712248466713415,0.8918248130846911,5.553552961779361,74.31925915721482,58.49163321614365
XAUUSD,paper-sample,long-only-Europe,broker,285,28.6371203314032,1.4798115884812995,56.84210526315789,5.884509012400385,1.4452912769335347,9.024765368422186,79.38215445616932,53.66157315616611
XAUUSD,paper-sample,long-only-US,paper-2bp,217,1.988795553499001,1.0492023794940446,50.69124423963134,11.58156440019017,0.1494221154842022,1.108857892075604,52.69080003334461,50.28457840754052
XAUUSD,paper-sample,long-only-US,broker,217,4.601548748504447,1.1034052204102787,51.61290322580645,10.643183042934135,0.30633720073112075,2.274879847549093,52.8552720437783,47.91878277459677
XAUUSD,five-year-transfer,long-short-all,paper-2bp,1798,-5.757119523765841,1.0022062158562441,33.982202447163516,31.002009372307825,0.010933700987501642,0.06135807078620589,481.0577523338713,479.9545342211353
XAUUSD,five-year-transfer,long-short-all,broker,1798,40.06243607986764,1.086322462286084,34.872080088987765,21.87023087577835,0.40638356950512206,2.256915947606966,493.1511945315546,452.5718457935813
XAUUSD,five-year-transfer,long-only-all,paper-2bp,906,46.32151790969026,1.1820567410878458,36.20309050772627,17.15845651192376,0.6325179264617736,4.519755383938655,311.29118055591977,270.34219677743556
XAUUSD,five-year-transfer,long-only-all,broker,906,63.3429987516871,1.2421732360655662,36.75496688741722,15.513194441091493,0.8115641609272949,5.726759953223731,309.0084051176309,257.1239599414239
XAUUSD,five-year-transfer,long-only-Asia,paper-2bp,535,-4.274474015920127,0.9638086562516047,47.66355140186916,12.291485377727518,-0.11092311737628642,-0.6785143948990242,96.67161232852449,100.30166434123427
XAUUSD,five-year-transfer,long-only-Asia,broker,535,13.677641910525985,1.1482054580387764,50.09345794392524,10.83735212903446,0.41404820555213484,2.5344041283114307,105.04733968362842,91.48827759716227
XAUUSD,five-year-transfer,long-only-Europe,paper-2bp,675,1.1178742132656128,1.0156262556988178,48.44444444444444,24.84996293093228,0.05543654748246191,0.33679352695151926,148.7793216744681,146.50596536754534
XAUUSD,five-year-transfer,long-only-Europe,broker,675,25.505577726866303,1.1772240456112857,51.25925925925926,17.84855809260374,0.5820779855208176,3.5380254842326533,158.83363286524045,134.95196084667006
XAUUSD,five-year-transfer,long-only-US,paper-2bp,524,8.664463100915754,1.0890295914291444,48.854961832061065,11.815144384532438,0.25777396732066626,1.752992267990689,115.63532373427601,106.44964425000478
XAUUSD,five-year-transfer,long-only-US,broker,524,7.299042103966524,1.076167466250107,48.854961832061065,10.748506960196092,0.222670186290171,1.5109769473502033,112.50113825751251,104.58361905339744
XAGUSD,paper-sample,long-short-all,paper-2bp,719,4.43149984274267,1.0511247435361084,37.41307371349096,38.62266194155589,0.21773247872868381,3.2795115966352713,466.0847538855933,442.50506550578575
XAGUSD,paper-sample,long-short-all,broker,719,-15.934154921792821,1.0041076458097176,36.8567454798331,38.23331074254873,0.017951318005759085,0.2708293292101856,457.46855758296584,455.5212947059445
