symbol,window,variant,cost_model,count,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,sharpe,mean_bps,gross_gain_pct,gross_loss_pct
XAGUSD,paper-sample,long-only-all,paper-2bp,368,43.36419747536415,1.2084827939161211,41.30434782608695,30.940595565318585,0.702544737811595,11.424094577906915,282.5753331237,240.53466507700261
XAGUSD,paper-sample,long-only-all,broker,368,24.228869069299574,1.1323224426984344,40.76086956521739,30.815379208586823,0.46327587112127994,7.526992276367242,276.44039896765315,248.74106739062177
XAGUSD,paper-sample,long-only-Asia,paper-2bp,232,-4.158502077251425,0.9772512916854184,52.1551724137931,15.597550761799672,-0.07081556347070905,-1.0194344507792883,101.60072380742126,103.9658117332292
XAGUSD,paper-sample,long-only-Asia,broker,232,-9.66146341655918,0.9228950626524944,50.86206896551724,18.595703049587208,-0.24650835288987127,-3.561945532120384,98.91118227746942,107.17489591198874
XAGUSD,paper-sample,long-only-Europe,paper-2bp,286,23.962714260452977,1.1932669124383577,55.24475524475524,22.432339685023074,0.607851276831833,8.447313780780314,149.50425027104134,125.3449328580096
XAGUSD,paper-sample,long-only-Europe,broker,286,16.772117631031858,1.142566388315648,54.1958041958042,22.115871567276947,0.4580389680793186,6.354031833340007,146.02451036338678,127.85197932003436
XAGUSD,paper-sample,long-only-US,paper-2bp,227,3.5646834033548735,1.0566715500211317,54.18502202643172,20.50980108470275,0.16436835062388083,2.2759641231161707,97.79102745014771,92.624588890674
XAGUSD,paper-sample,long-only-US,broker,227,-8.31696859957588,0.9275213330190739,50.66079295154186,20.7282650515928,-0.22274239036440602,-3.0893416932977082,92.24070867900201,99.25351432278781
XAGUSD,five-year-transfer,long-short-all,paper-2bp,1810,-23.76083461972619,1.002237328230042,34.972375690607734,46.30286268662632,0.010334806483070362,0.11865111979915924,918.195130849271,916.0475455809063
XAGUSD,five-year-transfer,long-short-all,broker,1810,-76.04942880846426,0.8903918187250213,33.53591160220994,77.59008700735292,-0.5407094847088784,-6.251739991281111,875.5012738250416,988.6577676672296
XAGUSD,five-year-transfer,long-only-all,paper-2bp,917,32.478937462690126,1.0874224815105238,37.07742639040349,31.602394596059714,0.3055527538568312,4.330811161606327,579.6345243570096,539.9209860050797
XAGUSD,five-year-transfer,long-only-all,broker,917,-34.13338159249611,0.9391883281671529,35.55070883315158,56.09966681483607,-0.2318459896921895,-3.2875057475940683,552.812216004124,582.9586437095617
XAGUSD,five-year-transfer,long-only-Asia,paper-2bp,522,-19.849116950219635,0.9029645135248396,49.42528735632184,25.243181880193234,-0.30563153751432176,-3.707333193010033,180.08279310125684,199.43507236876917
XAGUSD,five-year-transfer,long-only-Asia,broker,522,-38.48977355358939,0.7859286430838323,46.74329501915709,42.085075346991516,-0.7192749714954302,-8.771552114315213,168.10146796058362,213.8889699973091
XAGUSD,five-year-transfer,long-only-Europe,paper-2bp,667,20.645826090401975,1.0831689379096647,51.2743628185907,22.919556108131356,0.2736023084210257,3.6221810204752054,315.53211562154996,291.3721682149803
XAGUSD,five-year-transfer,long-only-Europe,broker,667,-12.703284436494611,0.973294080523848,49.92503748125937,37.10819882056572,-0.09290096725528851,-1.2292051618965878,300.58970465269465,308.7885030825449
XAGUSD,five-year-transfer,long-only-US,paper-2bp,544,-0.9279162791377304,1.0109592585302714,48.713235294117645,22.394459192533034,0.03330613971681135,0.41652025971925716,212.1301402173091,209.86427000443638
XAGUSD,five-year-transfer,long-only-US,broker,544,-40.84180684815264,0.7900446149271441,44.669117647058826,43.65014896828312,-0.7226828086880678,-9.057445880226181,192.0699454314235,241.34245101985394
