entry_utc,exit_utc,entry_et,exit_et,direction,entry_price,exit_price,risk_points,pnl_points,r_multiple
2026-01-06 16:00:00+00:00,2026-01-06 20:00:00+00:00,2026-01-06 11:00:00-05:00,2026-01-06 15:00:00-05:00,long,25688.0,25833.75,91.1339546497864,145.13,1.592490971753744
2026-01-07 16:00:00+00:00,2026-01-07 20:00:00+00:00,2026-01-07 11:00:00-05:00,2026-01-07 15:00:00-05:00,long,25920.25,25847.210506992593,73.03949300740614,-73.65949300740714,-1.0084885583740038
2026-01-12 16:00:00+00:00,2026-01-12 20:00:00+00:00,2026-01-12 11:00:00-05:00,2026-01-12 15:00:00-05:00,long,25916.5,25951.25,98.58723592086591,34.13,0.346190860116978
2026-01-23 16:00:00+00:00,2026-01-23 17:00:00+00:00,2026-01-23 11:00:00-05:00,2026-01-23 12:00:00-05:00,long,25827.5,25714.003918605296,113.4960813947022,-114.11608139470364,-1.0054627436681738
2026-01-26 16:00:00+00:00,2026-01-26 20:00:00+00:00,2026-01-26 11:00:00-05:00,2026-01-26 15:00:00-05:00,long,25882.0,25843.5,114.44344721567907,-39.12,-0.341828221289724
2026-01-27 16:00:00+00:00,2026-01-27 20:00:00+00:00,2026-01-27 11:00:00-05:00,2026-01-27 15:00:00-05:00,long,26079.5,26074.5,86.58446363921365,-5.62,-0.06490771858815017
2026-02-09 16:00:00+00:00,2026-02-09 20:00:00+00:00,2026-02-09 11:00:00-05:00,2026-02-09 15:00:00-05:00,long,25312.5,25337.5,176.97658106296012,24.38,0.13775833985247302
2026-02-18 16:00:00+00:00,2026-02-18 19:00:00+00:00,2026-02-18 11:00:00-05:00,2026-02-18 14:00:00-05:00,long,25087.5,24941.8911422733,145.60885772669891,-146.22885772670008,-1.004257982719464
2026-02-19 16:00:00+00:00,2026-02-19 17:00:00+00:00,2026-02-19 11:00:00-05:00,2026-02-19 12:00:00-05:00,long,24926.0,24796.69285173112,129.30714826887797,-129.92714826887925,-1.0047947851940255
2026-02-20 16:00:00+00:00,2026-02-20 16:00:00+00:00,2026-02-20 11:00:00-05:00,2026-02-20 11:00:00-05:00,long,25119.25,24980.0879676531,139.16203234689988,-139.78203234689965,-1.0044552381820226
2026-02-24 16:00:00+00:00,2026-02-24 20:00:00+00:00,2026-02-24 11:00:00-05:00,2026-02-24 15:00:00-05:00,long,24977.5,25028.5,130.91266982643188,50.38,0.3848367011901551
2026-02-25 16:00:00+00:00,2026-02-25 20:00:00+00:00,2026-02-25 11:00:00-05:00,2026-02-25 15:00:00-05:00,long,25296.25,25382.25,107.52077229922654,85.38,0.7940791176833296
2026-03-04 16:00:00+00:00,2026-03-04 20:00:00+00:00,2026-03-04 11:00:00-05:00,2026-03-04 15:00:00-05:00,long,25128.25,25119.5,191.6236818245003,-9.37,-0.048897922797358474
2026-03-05 16:00:00+00:00,2026-03-05 17:00:00+00:00,2026-03-05 11:00:00-05:00,2026-03-05 12:00:00-05:00,long,25081.25,24904.730934913598,176.51906508640135,-177.13906508640244,-1.0035123684781448
2026-03-10 15:00:00+00:00,2026-03-10 19:00:00+00:00,2026-03-10 11:00:00-04:00,2026-03-10 15:00:00-04:00,long,25152.25,24965.42660074111,186.82339925889116,-187.44339925889025,-1.003318642110456
2026-03-11 15:00:00+00:00,2026-03-11 15:00:00+00:00,2026-03-11 11:00:00-04:00,2026-03-11 11:00:00-04:00,long,25066.75,24902.822893344317,163.92710665568174,-164.54710665568302,-1.00378216887158
2026-03-17 15:00:00+00:00,2026-03-17 19:00:00+00:00,2026-03-17 11:00:00-04:00,2026-03-17 15:00:00-04:00,long,25077.0,25009.5,131.831370899363,-68.12,-0.5167207132511823
2026-04-01 15:00:00+00:00,2026-04-01 19:00:00+00:00,2026-04-01 11:00:00-04:00,2026-04-01 15:00:00-04:00,long,24261.25,24199.5,171.7641954809744,-62.370000000000005,-0.36311409269755796
2026-04-02 15:00:00+00:00,2026-04-02 19:00:00+00:00,2026-04-02 11:00:00-04:00,2026-04-02 15:00:00-04:00,long,24175.5,24219.75,179.16848224829278,43.63,0.24351381142771128
2026-04-10 15:00:00+00:00,2026-04-10 15:00:00+00:00,2026-04-10 11:00:00-04:00,2026-04-10 11:00:00-04:00,long,25353.5,25251.148871653506,102.35112834649249,-102.97112834649408,-1.0060575785535328
2026-04-13 15:00:00+00:00,2026-04-13 19:00:00+00:00,2026-04-13 11:00:00-04:00,2026-04-13 15:00:00-04:00,long,25353.0,25536.75,113.97126652652696,183.13,1.606808501661919
2026-04-14 15:00:00+00:00,2026-04-14 19:00:00+00:00,2026-04-14 11:00:00-04:00,2026-04-14 15:00:00-04:00,long,25806.75,25996.639550146916,94.94477507345738,189.269550146916,1.9934698881584683
2026-04-15 15:00:00+00:00,2026-04-15 19:00:00+00:00,2026-04-15 11:00:00-04:00,2026-04-15 15:00:00-04:00,long,26164.0,26348.635418731796,92.31770936589862,184.01541873179565,1.9932840621343382
2026-04-17 15:00:00+00:00,2026-04-17 19:00:00+00:00,2026-04-17 11:00:00-04:00,2026-04-17 15:00:00-04:00,long,26828.75,26826.5,104.97883422871084,-2.87,-0.027338844264047646
2026-04-22 15:00:00+00:00,2026-04-22 19:00:00+00:00,2026-04-22 11:00:00-04:00,2026-04-22 15:00:00-04:00,long,26973.25,27078.75,111.11078637704342,104.88,0.9439227587148932
2026-04-23 15:00:00+00:00,2026-04-23 17:00:00+00:00,2026-04-23 11:00:00-04:00,2026-04-23 13:00:00-04:00,long,27095.5,26972.729043055395,122.7709569446038,-123.39095694460515,-1.0050500543078857
2026-04-24 15:00:00+00:00,2026-04-24 19:00:00+00:00,2026-04-24 11:00:00-04:00,2026-04-24 15:00:00-04:00,long,27291.5,27432.25,137.64243099804207,140.13,1.0180726901139467
2026-05-01 15:00:00+00:00,2026-05-01 19:00:00+00:00,2026-05-01 11:00:00-04:00,2026-05-01 15:00:00-04:00,long,27816.25,27836.0,137.49998158354558,19.13,0.13912729136168306
2026-05-05 15:00:00+00:00,2026-05-05 19:00:00+00:00,2026-05-05 11:00:00-04:00,2026-05-05 15:00:00-04:00,long,28096.75,28134.5,113.31597590120926,37.13,0.3276678306364369
2026-05-06 15:00:00+00:00,2026-05-06 19:00:00+00:00,2026-05-06 11:00:00-04:00,2026-05-06 15:00:00-04:00,long,28538.5,28710.25,137.6645991786159,171.13,1.2430937294050717
2026-05-07 15:00:00+00:00,2026-05-07 15:00:00+00:00,2026-05-07 11:00:00-04:00,2026-05-07 11:00:00-04:00,long,28929.0,28815.245763401057,113.7542365989427,-114.37423659894294,-1.005450346453347
2026-05-08 15:00:00+00:00,2026-05-08 19:00:00+00:00,2026-05-08 11:00:00-04:00,2026-05-08 15:00:00-04:00,long,29163.25,29339.0,126.87314627031776,175.13,1.380355143293014
2026-05-11 15:00:00+00:00,2026-05-11 19:00:00+00:00,2026-05-11 11:00:00-04:00,2026-05-11 15:00:00-04:00,long,29391.75,29428.25,124.75808989386437,35.88,0.2875965801538341
2026-05-13 15:00:00+00:00,2026-05-13 19:00:00+00:00,2026-05-13 11:00:00-04:00,2026-05-13 15:00:00-04:00,long,29318.5,29475.0,157.5664330110269,155.88,0.9892970033096523
2026-05-14 15:00:00+00:00,2026-05-14 19:00:00+00:00,2026-05-14 11:00:00-04:00,2026-05-14 15:00:00-04:00,long,29675.75,29685.75,154.50050888098366,9.38,0.060711774141958934
2026-05-20 15:00:00+00:00,2026-05-20 19:00:00+00:00,2026-05-20 11:00:00-04:00,2026-05-20 15:00:00-04:00,long,29262.5,29395.0,192.89906283494633,131.88,0.6836736169778224
2026-05-26 15:00:00+00:00,2026-05-26 15:00:00+00:00,2026-05-26 11:00:00-04:00,2026-05-26 11:00:00-04:00,long,30056.5,29906.398754744678,150.10124525532206,-150.7212452553223,-1.0041305453458804
2026-05-28 15:00:00+00:00,2026-05-28 19:00:00+00:00,2026-05-28 11:00:00-04:00,2026-05-28 15:00:00-04:00,long,30189.0,30305.75,161.18487271884186,116.13000000000001,0.7204770400667064
2026-06-02 15:00:00+00:00,2026-06-02 19:00:00+00:00,2026-06-02 11:00:00-04:00,2026-06-02 15:00:00-04:00,long,30643.5,30706.25,120.71113963440165,62.13,0.5146998047419103
2026-06-12 15:00:00+00:00,2026-06-12 19:00:00+00:00,2026-06-12 11:00:00-04:00,2026-06-12 15:00:00-04:00,long,29635.0,29649.5,287.0268365625597,13.88,0.048357847531705446
2026-06-15 15:00:00+00:00,2026-06-15 19:00:00+00:00,2026-06-15 11:00:00-04:00,2026-06-15 15:00:00-04:00,long,30777.25,30871.75,218.0975727324319,93.88,0.4304495406520391
2026-06-18 15:00:00+00:00,2026-06-18 19:00:00+00:00,2026-06-18 11:00:00-04:00,2026-06-18 15:00:00-04:00,long,30624.75,30692.5,191.48792519765243,67.13,0.35057040766778846
2026-06-30 15:00:00+00:00,2026-06-30 19:00:00+00:00,2026-06-30 11:00:00-04:00,2026-06-30 15:00:00-04:00,long,30306.25,30513.0,204.98801903752593,206.13000000000002,1.0055709644292188
2026-07-21 15:00:00+00:00,2026-07-21 19:00:00+00:00,2026-07-21 11:00:00-04:00,2026-07-21 15:00:00-04:00,long,29238.25,29309.75,167.2912596549417,70.88,0.4236921889774666
2026-07-22 15:00:00+00:00,2026-07-22 19:00:00+00:00,2026-07-22 11:00:00-04:00,2026-07-22 15:00:00-04:00,long,29242.25,29159.5,150.14430915323723,-83.37,-0.5552658004168017
