date,release_utc,event,prediction,model_bias,confidence_pct,probability_buy_pct,probability_sell_pct,lead_agreement,initial_30m_bias,refresh_15m_bias,policy_threshold,policy_weight_15m,policy_require_agreement,shadow_blend_bias,shadow_blend_confidence_pct,shadow_blend_threshold,prediction_30m,confidence_30m_pct,prediction_15m,confidence_15m_pct,actual_outcome,entry,exit,actual_move_pips,release_range_pips,captured_or_lost_pips,bias_hypothetical_pips,spread_imputed
2026-06-05,2026-06-05T12:30:00+00:00,NFP,NO TRADE,SELL,56.14,43.86,56.14,True,SELL,SELL,0.6,1.0,False,SELL,56.26,0.6,NO TRADE,56.37,NO TRADE,56.14,SELL,4465.335,4450.58,-1475.5,1761.0,0.0,1322.0,
2026-06-10,2026-06-10T12:30:00+00:00,CPI,BUY,BUY,65.48,65.48,34.52,True,BUY,BUY,0.6,1.0,False,BUY,61.95,0.625,NO TRADE,58.43,BUY,65.48,BUY,4141.835,4168.775,2782.3,3303.9,2694.0,2694.0,
2026-06-11,2026-06-11T12:30:00+00:00,PPI,NO TRADE,BUY,55.34,55.34,44.66,True,BUY,BUY,1.0,1.0,False,BUY,53.43,0.575,NO TRADE,52.79,NO TRADE,55.34,UNCERTAIN,4069.139,4072.09,295.2,855.0,0.0,170.3,
2026-06-17,2026-06-17T18:00:00+00:00,FOMC,NO TRADE,BUY,54.46,54.46,45.54,False,SELL,BUY,1.0,1.0,False,SELL,55.69,1.0,NO TRADE,59.07,NO TRADE,54.46,SELL,4380.46,4348.525,-3193.5,4138.0,0.0,-3326.0,
2026-07-02,2026-07-02T12:30:00+00:00,NFP,NO TRADE,SELL,59.96,40.04,59.96,True,SELL,SELL,0.6,1.0,False,SELL,60.87,0.6,NO TRADE,61.79,NO TRADE,59.96,BUY,4065.43,4117.56,5213.0,5381.2,0.0,-5362.0,
2026-07-14,2026-07-14T12:30:00+00:00,CPI,BUY,BUY,60.98,60.98,39.02,True,BUY,BUY,0.6,1.0,False,BUY,60.47,0.625,NO TRADE,59.96,BUY,60.98,BUY,4031.025,4090.885,6054.0,6215.0,5986.0,5986.0,bid
2026-07-15,2026-07-15T12:30:00+00:00,PPI,NO TRADE,BUY,56.39,56.39,43.61,True,BUY,BUY,1.0,1.0,False,BUY,55.15,0.575,NO TRADE,54.74,NO TRADE,56.39,BUY,4040.085,4048.835,875.0,1075.0,0.0,807.0,bid
2026-07-29,2026-07-29T18:00:00+00:00,FOMC,NO TRADE,SELL,59.41,40.59,59.41,True,SELL,SELL,1.0,1.0,False,SELL,52.62,1.0,NO TRADE,50.35,NO TRADE,59.41,BUY,4043.8,4076.225,3242.5,4089.0,0.0,-3426.0,
