event,release_utc,side,entry_time,exit_time,entry,stop_loss,take_profit,exit_price,fixed_offset_pips,spread_pips,effective_offset_pips,slippage_pips,result_r,outcome,reached_1r,post_fill_mfe_r,post_fill_mae_r,snapback
GDP,2022-01-27T13:30:00+00:00,sell,2022-01-27T13:30:00+00:00,2022-01-27T14:30:00+00:00,1804.848,1813.848,1777.848,1800.032,8.0,3.0300000000011096,8.0,0.0,0.5351111111111145,TIME,False,0.7906666666666651,0.17044444444445617,False
NFP,2022-02-04T13:30:00+00:00,sell,2022-02-04T13:30:00+00:00,2022-02-04T14:30:00+00:00,1812.3790000000001,1821.3790000000001,1785.3790000000001,1799.798,8.0,4.230000000000018,8.0,0.0,1.3978888888889034,TIME,True,2.219333333333351,0.0,False
PPI,2022-02-15T13:30:00+00:00,buy,2022-02-15T13:30:00+00:00,2022-02-15T14:30:00+00:00,1848.492,1839.492,1875.492,1853.168,8.0,3.4400000000005093,8.0,0.0,0.5195555555555479,TIME,False,0.9491111111111271,0.17933333333333698,False
NFP,2022-03-04T13:30:00+00:00,buy,2022-03-04T13:30:00+00:00,2022-03-04T14:30:00+00:00,1944.912,1935.912,1971.912,1951.523,8.0,3.4400000000005093,8.0,0.0,0.7345555555555419,TIME,False,0.7884444444444448,0.29100000000001575,False
CPI,2022-03-10T13:30:00+00:00,buy,2022-03-10T13:30:00+00:00,2022-03-10T13:51:00+00:00,2003.232,1994.232,2030.232,1994.232,8.0,3.6400000000003274,8.0,0.0,-1.0,SL,False,0.6322222222222282,1.2893333333333379,True
PPI,2022-03-15T12:30:00+00:00,buy,2022-03-15T12:30:00+00:00,2022-03-15T13:19:00+00:00,1924.5819999999999,1915.5819999999999,1951.5819999999999,1915.5819999999999,8.0,4.130000000000109,8.0,0.0,-1.0,SL,False,0.12400000000002365,1.0448888888888632,False
FOMC,2022-03-16T18:00:00+00:00,sell,2022-03-16T17:59:00+00:00,2022-03-16T18:52:00+00:00,1908.348,1917.348,1881.348,1917.348,8.0,6.040000000000418,8.0,0.0,-1.0,SL,True,1.455666666666654,1.1415555555555683,True
NFP,2022-04-01T12:30:00+00:00,sell,2022-04-01T12:29:00+00:00,2022-04-01T13:30:00+00:00,1929.0800000000002,1938.0800000000002,1902.0800000000002,1927.215,8.0,4.119999999998072,8.0,0.0,0.2072222222222485,TIME,False,0.7031111111111336,0.5699999999999869,False
CPI,2022-04-12T12:30:00+00:00,buy,2022-04-12T12:30:00+00:00,2022-04-12T13:30:00+00:00,1957.232,1948.232,1984.232,1971.022,8.0,2.9999999999995453,8.0,0.0,1.5322222222222182,TIME,True,1.7466666666666697,0.0,False
PPI,2022-04-13T12:30:00+00:00,buy,2022-04-13T12:29:00+00:00,2022-04-13T13:30:00+00:00,1975.5919999999999,1966.5919999999999,2002.5919999999999,1978.258,8.0,4.529999999999745,8.0,0.0,0.2962222222222408,TIME,False,0.3506666666666863,0.33488888888887736,False
FOMC,2022-05-04T18:00:00+00:00,sell,2022-05-04T18:00:00+00:00,2022-05-04T18:01:00+00:00,1865.248,1874.248,1838.248,1874.248,8.0,4.739999999999327,8.0,0.0,-1.0,SL,False,0.0,1.0182222222222208,False
NFP,2022-05-06T12:30:00+00:00,buy,2022-05-06T12:30:00+00:00,2022-05-06T12:53:00+00:00,1885.3519999999999,1876.3519999999999,1912.3519999999999,1876.3519999999999,8.0,5.039999999999054,8.0,0.0,-1.0,SL,False,0.5162222222222428,1.043777777777753,True
CPI,2022-05-11T12:30:00+00:00,buy,2022-05-11T12:29:00+00:00,2022-05-11T12:33:00+00:00,1851.3319999999999,1842.3319999999999,1878.3319999999999,1842.3319999999999,8.0,3.5999999999989996,8.0,0.0,-1.0,SL,False,0.0,1.0137777777777552,False
PPI,2022-05-12T12:30:00+00:00,buy,2022-05-12T12:29:00+00:00,2022-05-12T13:30:00+00:00,1843.722,1834.722,1870.722,1845.148,8.0,3.240000000000691,8.0,0.0,0.15844444444443676,TIME,False,0.5862222222222297,0.12822222222222182,False
NFP,2022-06-03T12:30:00+00:00,sell,2022-06-03T12:30:00+00:00,2022-06-03T13:30:00+00:00,1862.1580000000001,1871.1580000000001,1835.1580000000001,1861.132,8.0,4.479999999998654,8.0,0.0,0.11400000000000748,TIME,False,0.5782222222222421,0.4471111111110986,False
CPI,2022-06-10T12:30:00+00:00,buy,2022-06-10T12:30:00+00:00,2022-06-10T12:32:00+00:00,1834.276,1825.276,1861.276,1825.276,8.0,3.2100000000014006,8.0,0.0,-1.0,SL,False,0.0,1.0364444444444416,False
PPI,2022-06-14T12:30:00+00:00,buy,2022-06-14T12:30:00+00:00,2022-06-14T13:30:00+00:00,1820.952,1811.952,1847.952,1818.718,8.0,3.489999999999327,8.0,0.0,-0.24822222222221374,TIME,False,0.18455555555556202,0.3960000000000087,False
FOMC,2022-06-15T18:00:00+00:00,sell,2022-06-15T18:00:00+00:00,2022-06-15T18:38:00+00:00,1819.258,1828.258,1792.258,1828.258,8.0,6.140000000000327,8.0,0.0,-1.0,SL,False,0.570666666666663,1.7259999999999864,True
NFP,2022-07-08T12:30:00+00:00,sell,2022-07-08T12:29:00+00:00,2022-07-08T13:30:00+00:00,1739.983,1748.983,1712.983,1741.046,8.0,4.190000000000964,8.0,0.0,-0.11811111111112244,TIME,False,0.7467777777777782,0.4358888888888891,True
CPI,2022-07-13T12:30:00+00:00,buy,2022-07-13T12:29:00+00:00,2022-07-13T12:33:00+00:00,1729.8329999999999,1720.8329999999999,1756.8329999999999,1720.8329999999999,8.0,3.249999999998181,8.0,0.0,-1.0,SL,False,0.0,1.9348888888888622,False
PPI,2022-07-14T12:30:00+00:00,buy,2022-07-14T12:30:00+00:00,2022-07-14T13:24:00+00:00,1713.2559999999999,1704.2559999999999,1740.2559999999999,1704.2559999999999,8.0,3.0899999999996908,8.0,0.0,-1.0,SL,False,0.18422222222223658,1.0619999999999739,False
FOMC,2022-07-27T18:00:00+00:00,sell,2022-07-27T17:59:00+00:00,2022-07-27T18:40:00+00:00,1721.441,1730.441,1694.441,1730.441,8.0,5.979999999999563,8.0,0.0,-1.0,SL,False,0.21055555555555353,1.2712222222222256,False
CPI,2022-08-10T12:30:00+00:00,buy,2022-08-10T12:30:00+00:00,2022-08-10T13:30:00+00:00,1793.876,1784.876,1820.876,1794.634,8.0,3.6200000000008004,8.0,0.0,0.08422222222222647,TIME,True,1.5435555555555613,0.0753333333333204,False
PPI,2022-08-11T12:30:00+00:00,buy,2022-08-11T12:30:00+00:00,2022-08-11T13:30:00+00:00,1798.532,1789.532,1825.532,1792.388,8.0,3.6799999999993815,8.0,0.0,-0.6826666666666673,TIME,False,0.0,0.7338888888888909,False
NFP,2022-09-02T12:30:00+00:00,buy,2022-09-02T12:30:00+00:00,2022-09-02T13:30:00+00:00,1706.2659999999998,1697.2659999999998,1733.2659999999998,1709.814,8.0,3.9799999999991087,8.0,0.0,0.3942222222222477,TIME,False,0.7035555555555675,0.23533333333332646,False
PPI,2022-09-14T12:30:00+00:00,buy,2022-09-14T12:30:00+00:00,2022-09-14T13:30:00+00:00,1704.586,1695.586,1731.586,1703.378,8.0,3.5799999999994725,8.0,0.0,-0.1342222222222315,TIME,False,0.26977777777776485,0.4136666666666618,False
FOMC,2022-09-21T18:00:00+00:00,sell,2022-09-21T18:00:00+00:00,2022-09-21T18:34:00+00:00,1667.528,1676.528,1640.528,1676.528,8.0,4.670000000000982,8.0,0.0,-1.0,SL,True,1.4951111111111257,1.3237777777777764,True
NFP,2022-10-07T12:30:00+00:00,sell,2022-10-07T12:29:00+00:00,2022-10-07T13:30:00+00:00,1709.358,1718.358,1682.358,1703.066,8.0,4.9900000000002365,8.0,0.0,0.6991111111111018,TIME,True,2.0628888888888923,0.47600000000001175,False
PPI,2022-11-15T13:30:00+00:00,buy,2022-11-15T13:30:00+00:00,2022-11-15T14:30:00+00:00,1776.752,1767.752,1803.752,1774.597,8.0,4.139999999999873,8.0,0.0,-0.2394444444444414,TIME,True,1.0683333333333342,0.41388888888887876,True
CPI,2022-12-13T13:30:00+00:00,buy,2022-12-13T13:29:00+00:00,2022-12-13T14:07:00+00:00,1789.0929999999998,1780.0929999999998,1816.0929999999998,1816.0929999999998,8.0,4.079999999999018,8.0,0.0,3.0,TP,True,3.02688888888891,0.0,False
FOMC,2022-12-14T19:00:00+00:00,sell,2022-12-14T19:00:00+00:00,2022-12-14T20:00:00+00:00,1808.327,1817.327,1781.327,1805.932,8.0,4.860000000001037,8.0,0.0,0.2661111111111091,TIME,True,1.3146666666666786,0.0,False
NFP,2023-01-06T13:30:00+00:00,buy,2023-01-06T13:29:00+00:00,2023-01-06T14:30:00+00:00,1836.883,1827.883,1863.883,1845.505,8.0,4.480000000000928,8.0,0.0,0.9580000000000078,TIME,True,1.735000000000001,0.26733333333332765,False
CPI,2023-01-12T13:30:00+00:00,buy,2023-01-12T13:33:00+00:00,2023-01-12T14:30:00+00:00,1890.875,1881.875,1917.875,1891.895,8.0,4.680000000000746,8.0,0.0,0.11333333333333132,TIME,True,1.1777777777777676,0.3564444444444537,False
PPI,2023-01-18T13:30:00+00:00,buy,2023-01-18T13:29:00+00:00,2023-01-18T14:30:00+00:00,1919.155,1910.155,1946.155,1924.598,8.0,3.4699999999998,8.0,0.0,0.604777777777776,TIME,False,0.6988888888888849,0.33888888888888385,False
GDP,2023-01-26T13:30:00+00:00,sell,2023-01-26T13:30:00+00:00,2023-01-26T14:30:00+00:00,1936.295,1945.295,1909.295,1937.715,8.0,3.5999999999989996,8.0,0.0,-0.15777777777776059,TIME,False,0.4955555555555596,0.7022222222222152,False
NFP,2023-02-03T13:30:00+00:00,sell,2023-02-03T13:30:00+00:00,2023-02-03T13:48:00+00:00,1912.227,1921.227,1885.227,1885.227,8.0,4.279999999998836,8.0,0.0,3.0,TP,True,3.07500000000002,0.0,False
CPI,2023-02-14T13:30:00+00:00,buy,2023-02-14T13:29:00+00:00,2023-02-14T13:30:00+00:00,1860.642,1851.642,1887.642,1851.642,8.0,4.270000000001346,8.0,0.0,-1.0,SL,False,0.0,1.1918888888888988,False
NFP,2023-03-10T13:30:00+00:00,buy,2023-03-10T13:29:00+00:00,2023-03-10T14:30:00+00:00,1833.462,1824.462,1860.462,1849.705,8.0,4.470000000001164,8.0,0.0,1.804777777777771,TIME,True,1.8114444444444568,0.23088888888888606,False
CPI,2023-03-14T12:30:00+00:00,buy,2023-03-14T12:30:00+00:00,2023-03-14T12:30:00+00:00,1907.916,1898.916,1934.916,1898.916,8.0,4.279999999998836,8.0,0.0,-1.0,SL,False,0.0,0.0,False
PPI,2023-03-15T12:30:00+00:00,buy,2023-03-15T12:30:00+00:00,2023-03-15T13:30:00+00:00,1920.305,1911.305,1947.305,1921.825,8.0,4.010000000000673,8.0,0.0,0.16888888888888687,TIME,True,1.101111111111095,0.0,False
FOMC,2023-03-22T18:00:00+00:00,buy,2023-03-22T17:59:00+00:00,2023-03-22T18:42:00+00:00,1946.176,1937.176,1973.176,1973.176,8.0,4.7199999999998,8.0,0.0,3.0,TP,True,3.227555555555556,0.04800000000000182,False
CPI,2023-04-12T12:30:00+00:00,buy,2023-04-12T12:29:00+00:00,2023-04-12T13:30:00+00:00,2007.876,1998.876,2034.876,2016.905,8.0,4.410000000000309,8.0,0.0,1.0032222222222218,TIME,True,2.2621111111111025,0.0879999999999907,False
GDP,2023-04-27T12:30:00+00:00,sell,2023-04-27T12:30:00+00:00,2023-04-27T13:30:00+00:00,1996.8780000000002,2005.8780000000002,1969.8780000000002,1981.602,8.0,3.569999999999709,8.0,0.0,1.697333333333341,TIME,True,2.0035555555555726,0.0853333333333113,False
FOMC,2023-05-03T18:00:00+00:00,buy,2023-05-03T18:00:00+00:00,2023-05-03T19:00:00+00:00,2025.346,2016.346,2052.346,2023.275,8.0,4.7199999999998,8.0,0.0,-0.2301111111111014,TIME,True,1.1775555555555508,0.9378888888888923,True
NFP,2023-05-05T12:30:00+00:00,sell,2023-05-05T12:30:00+00:00,2023-05-05T13:23:00+00:00,2032.6580000000001,2041.6580000000001,2005.6580000000001,2005.6580000000001,8.0,5.169999999998254,8.0,0.0,3.0,TP,True,3.101444444444471,0.0,False
CPI,2023-05-10T12:30:00+00:00,buy,2023-05-10T12:29:00+00:00,2023-05-10T13:30:00+00:00,2027.355,2018.355,2054.355,2035.404,8.0,3.3100000000013097,8.0,0.0,0.8943333333333309,TIME,True,2.306555555555557,0.0,False
PPI,2023-05-11T12:30:00+00:00,buy,2023-05-11T12:29:00+00:00,2023-05-11T13:30:00+00:00,2034.6019999999999,2025.6019999999999,2061.602,2028.954,8.0,3.3799999999996544,8.0,0.0,-0.6275555555555457,TIME,False,0.7346666666666756,0.9841111111111078,True
NFP,2023-06-02T12:30:00+00:00,buy,2023-06-02T12:29:00+00:00,2023-06-02T12:50:00+00:00,1979.615,1970.615,2006.615,1970.615,8.0,4.900000000000091,8.0,0.0,-1.0,SL,False,0.0,1.023444444444446,False
CPI,2023-06-13T12:30:00+00:00,buy,2023-06-13T12:29:00+00:00,2023-06-13T12:30:00+00:00,1960.195,1951.195,1987.195,1951.195,8.0,4.800000000000182,8.0,0.0,-1.0,SL,False,1.1698888888888885,1.21455555555556,True
PPI,2023-06-14T12:30:00+00:00,buy,2023-06-14T12:29:00+00:00,2023-06-14T13:30:00+00:00,1949.0249999999999,1940.0249999999999,1976.0249999999999,1956.765,8.0,3.769999999999527,8.0,0.0,0.8600000000000263,TIME,True,1.2422222222222292,0.3252222222222119,False
FOMC,2023-06-14T18:00:00+00:00,sell,2023-06-14T18:00:00+00:00,2023-06-14T19:00:00+00:00,1953.255,1962.255,1926.255,1951.455,8.0,3.669999999999618,8.0,0.0,0.20000000000002022,TIME,True,1.4444444444444444,0.014444444444431307,False
NFP,2023-07-07T12:30:00+00:00,buy,2023-07-07T12:29:00+00:00,2023-07-07T13:30:00+00:00,1916.385,1907.385,1943.385,1922.165,8.0,4.110000000000582,8.0,0.0,0.6422222222222191,TIME,True,1.2809999999999997,0.1145555555555499,False
CPI,2023-07-12T12:30:00+00:00,buy,2023-07-12T12:29:00+00:00,2023-07-12T13:30:00+00:00,1935.892,1926.892,1962.892,1951.925,8.0,4.070000000001528,8.0,0.0,1.7814444444444335,TIME,True,1.8025555555555508,0.14088888888889212,False
PPI,2023-07-13T12:30:00+00:00,buy,2023-07-13T12:30:00+00:00,2023-07-13T13:30:00+00:00,1960.495,1951.495,1987.495,1959.785,8.0,3.7999999999988177,8.0,0.0,-0.07888888888886766,TIME,False,0.0944444444444596,0.9166666666666666,False
FOMC,2023-07-26T18:00:00+00:00,buy,2023-07-26T17:59:00+00:00,2023-07-26T19:00:00+00:00,1969.7359999999999,1960.7359999999999,1996.7359999999999,1976.368,8.0,4.009999999998399,8.0,0.0,0.7368888888888958,TIME,False,0.9313333333333402,0.4945555555555327,False
GDP,2023-07-27T12:30:00+00:00,sell,2023-07-27T12:30:00+00:00,2023-07-27T13:30:00+00:00,1972.9650000000001,1981.9650000000001,1945.9650000000001,1955.835,8.0,3.669999999999618,8.0,0.0,1.9033333333333455,TIME,True,1.9411111111111394,0.0,False
NFP,2023-08-04T12:30:00+00:00,buy,2023-08-04T12:30:00+00:00,2023-08-04T13:30:00+00:00,1933.562,1924.562,1960.562,1942.325,8.0,5.1700000000005275,8.0,0.0,0.973666666666683,TIME,True,1.2258888888889032,0.1163333333333109,False
CPI,2023-08-10T12:30:00+00:00,buy,2023-08-10T12:29:00+00:00,2023-08-10T13:30:00+00:00,1923.0149999999999,1914.0149999999999,1950.0149999999999,1919.275,8.0,3.769999999999527,8.0,0.0,-0.4155555555555313,TIME,False,0.7755555555555576,0.43777777777775856,True
NFP,2023-09-01T12:30:00+00:00,sell,2023-09-01T12:29:00+00:00,2023-09-01T13:30:00+00:00,1945.055,1954.055,1918.055,1948.345,8.0,3.3999999999991815,8.0,0.0,-0.3655555555555515,TIME,False,0.0,0.9144444444444465,False
CPI,2023-09-13T12:30:00+00:00,buy,2023-09-13T12:30:00+00:00,2023-09-13T13:30:00+00:00,1912.975,1903.975,1939.975,1913.785,8.0,3.2999999999992724,8.0,0.0,0.0900000000000192,TIME,False,0.16222222222222626,0.8244444444444272,False
FOMC,2023-09-20T18:00:00+00:00,sell,2023-09-20T18:00:00+00:00,2023-09-20T19:00:00+00:00,1945.694,1954.694,1918.694,1940.645,8.0,3.910000000000764,8.0,0.0,0.5609999999999976,TIME,False,0.6798888888888794,0.14677777777779333,False
NFP,2023-10-06T12:30:00+00:00,sell,2023-10-06T12:30:00+00:00,2023-10-06T13:30:00+00:00,1818.805,1827.805,1791.805,1824.255,8.0,3.569999999999709,8.0,0.0,-0.6055555555555606,TIME,False,0.9111111111111162,0.6667777777777751,True
CPI,2023-10-12T12:30:00+00:00,buy,2023-10-12T12:29:00+00:00,2023-10-12T12:41:00+00:00,1885.065,1876.065,1912.065,1876.065,8.0,3.610000000001037,8.0,0.0,-1.0,SL,False,0.0,1.0922222222222393,False
GDP,2023-10-26T12:30:00+00:00,sell,2023-10-26T12:29:00+00:00,2023-10-26T13:30:00+00:00,1983.845,1992.845,1956.845,1979.475,8.0,3.1999999999993634,8.0,0.0,0.4855555555555687,TIME,False,0.9977777777777798,0.2588888888888808,False
NFP,2023-11-03T12:30:00+00:00,buy,2023-11-03T12:30:00+00:00,2023-11-03T13:30:00+00:00,1991.445,1982.445,2018.445,1988.715,8.0,3.810000000000855,8.0,0.0,-0.30333333333333534,TIME,True,1.3914444444444598,0.5688888888888768,True
CPI,2023-11-14T13:30:00+00:00,buy,2023-11-14T13:30:00+00:00,2023-11-14T14:30:00+00:00,1946.535,1937.425,1973.425,1959.955,8.0,3.6999999999989086,8.0,1.1000000000012733,1.491111111111094,TIME,True,1.6598888888888723,0.0,False
PPI,2023-11-15T13:30:00+00:00,buy,2023-11-15T13:30:00+00:00,2023-11-15T14:11:00+00:00,1972.145,1963.145,1999.145,1963.145,8.0,3.7000000000011823,8.0,0.0,-1.0,SL,False,0.10588888888888606,1.0144444444444314,False
NFP,2023-12-08T13:30:00+00:00,sell,2023-12-08T13:30:00+00:00,2023-12-08T14:30:00+00:00,2026.435,2035.435,1999.435,2005.785,8.0,4.0000000000009095,8.0,0.0,2.294444444444429,TIME,True,2.6233333333333224,0.0044444444444404025,False
CPI,2023-12-12T13:30:00+00:00,buy,2023-12-12T13:30:00+00:00,2023-12-12T13:46:00+00:00,1992.245,1983.245,2019.245,1983.245,8.0,3.2999999999992724,8.0,0.0,-1.0,SL,False,0.46444444444445154,1.0733333333333173,False
CPI,2024-01-11T13:30:00+00:00,buy,2024-01-11T13:29:00+00:00,2024-01-11T13:30:00+00:00,2038.5449999999998,2029.5449999999998,2065.545,2029.5449999999998,8.0,3.0999999999994543,8.0,0.0,-1.0,SL,False,0.5910000000000208,1.2634444444444297,True
PPI,2024-01-12T13:30:00+00:00,buy,2024-01-12T13:30:00+00:00,2024-01-12T14:30:00+00:00,2049.8250000000003,2040.8250000000003,2076.8250000000003,2057.875,8.0,3.8000000000010914,8.0,0.0,0.8944444444444142,TIME,True,1.0366666666666586,0.0,False
GDP,2024-01-25T13:30:00+00:00,sell,2024-01-25T13:30:00+00:00,2024-01-25T14:13:00+00:00,2015.855,2024.855,1988.855,2024.855,8.0,3.3999999999991815,8.0,0.0,-1.0,SL,False,0.1111111111111111,1.0,False
FOMC,2024-01-31T19:00:00+00:00,sell,2024-01-31T19:00:00+00:00,2024-01-31T20:00:00+00:00,2045.9650000000001,2054.965,2018.9650000000001,2044.705,8.0,3.269999999999982,8.0,0.0,0.14000000000002424,TIME,False,0.5966666666666798,0.5722222222221818,False
NFP,2024-03-08T13:30:00+00:00,buy,2024-03-08T13:30:00+00:00,2024-03-08T13:30:00+00:00,2168.375,2159.375,2195.375,2159.375,8.0,4.800000000000182,8.0,0.0,-1.0,SL,False,0.0,0.0,False
NFP,2024-04-05T12:30:00+00:00,sell,2024-04-05T12:29:00+00:00,2024-04-05T13:30:00+00:00,2292.124,2301.124,2265.124,2292.765,8.0,4.9099999999998545,8.0,0.0,-0.07122222222223071,TIME,True,1.2743333333332885,0.8190000000000105,True
CPI,2024-04-10T12:30:00+00:00,buy,2024-04-10T12:29:00+00:00,2024-04-10T12:30:00+00:00,2350.8250000000003,2341.8250000000003,2377.8250000000003,2341.8250000000003,8.0,4.400000000000546,8.0,0.0,-1.0,SL,False,0.0,2.0144444444444565,False
PPI,2024-04-11T12:30:00+00:00,buy,2024-04-11T12:30:00+00:00,2024-04-11T13:30:00+00:00,2336.6420000000003,2327.6420000000003,2363.6420000000003,2343.265,8.0,4.169999999999163,8.0,0.0,0.7358888888888436,TIME,False,0.9273333333332832,0.14633333333338466,False
GDP,2024-04-25T12:30:00+00:00,sell,2024-04-25T12:32:00+00:00,2024-04-25T12:52:00+00:00,2325.055,2334.055,2298.055,2334.055,8.0,3.6700000000018917,8.0,0.0,-1.0,SL,False,0.074444444444402,1.09777777777779,False
FOMC,2024-05-01T18:00:00+00:00,sell,2024-05-01T18:00:00+00:00,2024-05-01T18:03:00+00:00,2298.245,2307.245,2271.245,2307.245,8.0,3.6999999999989086,8.0,0.0,-1.0,SL,False,0.0,1.0133333333333212,False
NFP,2024-05-03T12:30:00+00:00,buy,2024-05-03T12:30:00+00:00,2024-05-03T13:30:00+00:00,2298.6150000000002,2289.6150000000002,2325.6150000000002,2302.775,8.0,4.769999999998618,8.0,0.0,0.46222222222220605,TIME,True,2.3688888888888564,0.15077777777782508,False
CPI,2024-05-15T12:30:00+00:00,buy,2024-05-15T12:29:00+00:00,2024-05-15T13:30:00+00:00,2360.4750000000004,2351.4750000000004,2387.4750000000004,2366.265,8.0,3.87000000000171,8.0,0.0,0.6433333333332788,TIME,True,2.0355555555555234,0.04744444444450993,False
NFP,2024-06-07T12:30:00+00:00,sell,2024-06-07T12:30:00+00:00,2024-06-07T13:30:00+00:00,2331.548,2340.548,2304.548,2325.965,8.0,4.8700000000008,8.0,0.0,0.6203333333332921,TIME,True,1.975888888888878,0.0,False
PPI,2024-06-13T12:30:00+00:00,buy,2024-06-13T12:30:00+00:00,2024-06-13T13:30:00+00:00,2308.192,2299.192,2335.192,2319.625,8.0,4.669999999996435,8.0,0.0,1.2703333333333324,TIME,True,2.0336666666666536,0.0,False
CPI,2024-07-11T12:30:00+00:00,buy,2024-07-11T12:29:00+00:00,2024-07-11T12:58:00+00:00,2382.172,2373.172,2409.172,2409.172,8.0,3.969999999999345,8.0,0.0,3.0,TP,True,3.046222222222241,0.5004444444444339,False
GDP,2024-07-25T12:30:00+00:00,sell,2024-07-25T12:29:00+00:00,2024-07-25T13:30:00+00:00,2373.125,2382.125,2346.125,2369.665,8.0,3.569999999999709,8.0,0.0,0.3844444444444485,TIME,False,0.9966666666666444,0.529999999999998,False
FOMC,2024-07-31T18:00:00+00:00,sell,2024-07-31T17:59:00+00:00,2024-07-31T18:58:00+00:00,2426.198,2435.198,2399.198,2435.198,8.0,3.939999999997781,8.0,0.0,-1.0,SL,False,0.49811111111108,1.040444444444448,False
NFP,2024-08-02T12:30:00+00:00,buy,2024-08-02T12:30:00+00:00,2024-08-02T13:30:00+00:00,2457.442,2448.442,2484.442,2468.115,8.0,3.269999999997708,8.0,0.0,1.185888888888864,TIME,True,2.228000000000015,0.20077777777775432,False
