event,release_utc,side,entry_time,exit_time,entry,stop_loss,take_profit,exit_price,fixed_offset_pips,spread_pips,effective_offset_pips,slippage_pips,result_r,outcome,reached_1r,post_fill_mfe_r,post_fill_mae_r,snapback
PPI,2024-08-13T12:30:00+00:00,buy,2024-08-13T12:30:00+00:00,2024-08-13T13:30:00+00:00,2466.8050000000003,2457.8050000000003,2493.8050000000003,2467.208,8.0,4.400000000000546,8.0,0.0,0.04477777777775474,TIME,False,0.6154444444444178,0.8874444444444534,False
NFP,2024-09-06T12:30:00+00:00,sell,2024-09-06T12:29:00+00:00,2024-09-06T12:30:00+00:00,2515.0679999999998,2524.0679999999998,2488.0679999999998,2524.0679999999998,8.0,5.740000000000691,8.0,0.0,-1.0,SL,False,0.7795555555555135,1.1352222222222332,True
CPI,2024-09-11T12:30:00+00:00,buy,2024-09-11T12:29:00+00:00,2024-09-11T12:30:00+00:00,2519.402,2510.402,2546.402,2510.402,8.0,5.239999999998872,8.0,0.0,-1.0,SL,False,0.44066666666665494,1.097111111111139,False
PPI,2024-09-12T12:30:00+00:00,buy,2024-09-12T12:30:00+00:00,2024-09-12T13:30:00+00:00,2523.2960000000003,2514.2960000000003,2550.2960000000003,2537.908,8.0,4.410000000002583,8.0,0.0,1.623555555555514,TIME,True,2.112444444444413,0.41122222222227517,False
FOMC,2024-09-18T18:00:00+00:00,buy,2024-09-18T18:00:00+00:00,2024-09-18T18:22:00+00:00,2568.922,2559.922,2595.922,2595.922,8.0,4.539999999997235,8.0,0.0,3.0,TP,True,3.1025555555555306,0.0,False
NFP,2024-10-04T12:30:00+00:00,sell,2024-10-04T12:30:00+00:00,2024-10-04T13:30:00+00:00,2655.7079999999996,2664.7079999999996,2628.7079999999996,2649.155,8.0,5.0700000000006185,8.0,0.0,0.7281111111110476,TIME,True,2.6002222222221767,0.0,False
CPI,2024-10-10T12:30:00+00:00,buy,2024-10-10T12:29:00+00:00,2024-10-10T12:30:00+00:00,2614.8650000000002,2605.8650000000002,2641.8650000000002,2605.8650000000002,8.0,4.969999999998436,8.0,0.0,-1.0,SL,False,0.7458888888888597,1.4590000000000347,True
PPI,2024-10-11T12:30:00+00:00,buy,2024-10-11T12:30:00+00:00,2024-10-11T13:30:00+00:00,2647.2720000000004,2638.2720000000004,2674.2720000000004,2646.775,8.0,4.270000000001346,8.0,0.0,-0.05522222222225537,TIME,False,0.3028888888888509,0.7563333333333604,False
GDP,2024-10-30T12:30:00+00:00,sell,2024-10-30T12:30:00+00:00,2024-10-30T13:13:00+00:00,2777.4779999999996,2786.4779999999996,2750.4779999999996,2786.4779999999996,8.0,4.770000000003165,8.0,0.0,-1.0,SL,False,0.060333333333296144,1.00188888888892,False
NFP,2024-11-01T12:30:00+00:00,buy,2024-11-01T12:29:00+00:00,2024-11-01T13:30:00+00:00,2751.855,2742.855,2778.855,2754.695,8.0,4.400000000000546,8.0,0.0,0.31555555555557174,TIME,True,1.1325555555555284,0.4299999999999879,False
PPI,2024-11-14T13:30:00+00:00,buy,2024-11-14T13:29:00+00:00,2024-11-14T14:30:00+00:00,2556.7250000000004,2547.7250000000004,2583.7250000000004,2563.125,8.0,4.600000000000364,8.0,0.0,0.7111111111110707,TIME,False,0.789222222222179,0.5818888888889483,False
NFP,2024-12-06T13:30:00+00:00,sell,2024-12-06T13:29:00+00:00,2024-12-06T14:30:00+00:00,2635.075,2644.075,2608.075,2629.792,8.0,6.300000000001091,8.0,0.0,0.5869999999999891,TIME,True,1.2033333333333252,0.9988888888889151,False
CPI,2024-12-11T13:30:00+00:00,buy,2024-12-11T13:30:00+00:00,2024-12-11T14:30:00+00:00,2698.277,2689.277,2725.277,2698.254,8.0,18.31000000000131,18.31000000000131,0.0,-0.002555555555570916,TIME,False,0.6634444444444448,0.31911111111109375,True
PPI,2024-12-12T13:30:00+00:00,buy,2024-12-12T13:29:00+00:00,2024-12-12T13:56:00+00:00,2709.3920000000003,2700.3920000000003,2736.3920000000003,2700.3920000000003,8.0,6.669999999999163,8.0,0.0,-1.0,SL,False,0.14355555555554625,1.126444444444486,False
FOMC,2024-12-18T19:00:00+00:00,buy,2024-12-18T18:59:00+00:00,2024-12-18T19:00:00+00:00,2637.742,2628.742,2664.742,2628.742,8.0,5.670000000000073,8.0,0.0,-1.0,SL,False,0.0,1.2496666666666998,False
NFP,2025-01-10T13:30:00+00:00,sell,2025-01-10T13:29:00+00:00,2025-01-10T14:01:00+00:00,2675.9479999999994,2684.9479999999994,2648.9479999999994,2684.9479999999994,8.0,11.270000000004075,11.270000000004075,0.0,-1.0,SL,True,1.256888888888827,1.052000000000084,True
PPI,2025-01-14T13:30:00+00:00,buy,2025-01-14T13:30:00+00:00,2025-01-14T14:30:00+00:00,2668.3650000000002,2659.3650000000002,2695.3650000000002,2662.245,8.0,6.199999999998909,8.0,0.0,-0.6800000000000384,TIME,False,0.6425555555555447,0.9688888888889172,True
CPI,2025-01-15T13:30:00+00:00,buy,2025-01-15T13:29:00+00:00,2025-01-15T14:30:00+00:00,2685.0750000000003,2676.0750000000003,2712.0750000000003,2688.525,8.0,5.900000000001455,8.0,0.0,0.3833333333333131,TIME,True,1.2055555555555455,0.23777777777781417,False
GDP,2025-01-30T13:30:00+00:00,sell,2025-01-30T13:30:00+00:00,2025-01-30T14:30:00+00:00,2780.3149999999996,2789.3149999999996,2753.3149999999996,2784.475,8.0,4.400000000000546,8.0,0.0,-0.46222222222225656,TIME,False,0.08666666666663837,0.917777777777802,False
NFP,2025-02-07T13:30:00+00:00,buy,2025-02-07T13:29:00+00:00,2025-02-07T13:32:00+00:00,2864.1150000000002,2855.1150000000002,2891.1150000000002,2855.1150000000002,8.0,6.399999999998727,8.0,0.0,-1.0,SL,False,0.7092222222222012,1.3222222222222324,True
CPI,2025-02-12T13:30:00+00:00,buy,2025-02-12T13:29:00+00:00,2025-02-12T13:30:00+00:00,2878.965,2869.965,2905.965,2869.965,8.0,6.199999999998909,8.0,0.0,-1.0,SL,False,0.0,1.5885555555555584,False
PPI,2025-02-13T13:30:00+00:00,buy,2025-02-13T13:30:00+00:00,2025-02-13T14:30:00+00:00,2913.855,2904.855,2940.855,2910.765,8.0,4.800000000000182,8.0,0.0,-0.3433333333333495,TIME,False,0.404777777777781,0.9230000000000271,False
NFP,2025-03-07T13:30:00+00:00,buy,2025-03-07T13:29:00+00:00,2025-03-07T14:01:00+00:00,2913.1850000000004,2904.1850000000004,2940.1850000000004,2904.1850000000004,8.0,6.400000000003274,8.0,0.0,-1.0,SL,True,1.433333333333293,1.1062222222222873,True
CPI,2025-03-12T12:30:00+00:00,buy,2025-03-12T12:29:00+00:00,2025-03-12T13:25:00+00:00,2914.915,2905.915,2941.915,2905.915,8.0,6.599999999998545,8.0,0.0,-1.0,SL,False,0.9011111111111253,1.0177777777777617,True
PPI,2025-03-13T12:30:00+00:00,buy,2025-03-13T12:29:00+00:00,2025-03-13T13:30:00+00:00,2944.235,2935.235,2971.235,2945.495,8.0,4.899999999997817,8.0,0.0,0.13999999999997373,TIME,False,0.39477777777776485,0.610777777777811,False
FOMC,2025-03-19T18:00:00+00:00,buy,2025-03-19T17:59:00+00:00,2025-03-19T19:00:00+00:00,3031.175,3022.175,3058.175,3046.565,8.0,5.500000000001819,8.0,0.0,1.7099999999999858,TIME,True,1.9233333333333273,0.293000000000019,False
NFP,2025-04-04T12:30:00+00:00,sell,2025-04-04T12:29:00+00:00,2025-04-04T12:54:00+00:00,3097.4179999999997,3106.4179999999997,3070.4179999999997,3070.4179999999997,8.0,16.17000000000189,16.17000000000189,0.0,3.0,TP,True,3.023999999999938,0.5896666666666938,False
CPI,2025-04-10T12:30:00+00:00,buy,2025-04-10T12:30:00+00:00,2025-04-10T12:35:00+00:00,3129.4750000000004,3120.4750000000004,3156.4750000000004,3120.4750000000004,8.0,6.100000000001273,8.0,0.0,-1.0,SL,False,0.2222222222221717,1.0655555555555718,False
NFP,2025-05-02T12:30:00+00:00,sell,2025-05-02T12:30:00+00:00,2025-05-02T13:30:00+00:00,3257.595,3266.7650000000003,3230.7650000000003,3255.835,8.0,11.799999999998363,11.799999999998363,1.700000000005275,0.19555555555552928,TIME,True,1.9566666666666304,0.6611111111111414,False
CPI,2025-05-13T12:30:00+00:00,buy,2025-05-13T12:30:00+00:00,2025-05-13T13:30:00+00:00,3242.5350000000003,3233.5350000000003,3269.5350000000003,3243.745,8.0,7.0000000000027285,8.0,0.0,0.13444444444439796,TIME,False,0.6822222222222081,0.7200000000000526,False
PPI,2025-05-15T12:30:00+00:00,buy,2025-05-15T12:29:00+00:00,2025-05-15T13:30:00+00:00,3182.765,3173.765,3209.765,3191.755,8.0,8.899999999998727,8.899999999998727,0.0,0.9988888888889151,TIME,True,1.8522222222222302,0.34222222222221416,False
NFP,2025-06-06T12:30:00+00:00,buy,2025-06-06T12:29:00+00:00,2025-06-06T12:40:00+00:00,3356.145,3347.145,3383.145,3347.145,8.0,6.099999999996726,8.0,0.0,-1.0,SL,False,0.8836666666666638,1.122222222222212,True
PPI,2025-06-12T12:30:00+00:00,buy,2025-06-12T12:30:00+00:00,2025-06-12T13:30:00+00:00,3384.215,3375.215,3411.215,3382.948,8.0,4.169999999999163,8.0,0.0,-0.1407777777778089,TIME,True,1.0481111111111103,0.5911111111111294,True
FOMC,2025-06-18T18:00:00+00:00,buy,2025-06-18T17:59:00+00:00,2025-06-18T19:00:00+00:00,3385.7850000000003,3376.7850000000003,3412.7850000000003,3376.7850000000003,8.0,6.700000000000728,8.0,0.0,-1.0,SL,True,1.090333333333294,1.1222222222222626,True
NFP,2025-07-03T12:30:00+00:00,buy,2025-07-03T12:29:00+00:00,2025-07-03T12:30:00+00:00,3350.5950000000003,3341.5950000000003,3377.5950000000003,3341.5950000000003,8.0,5.399999999999636,8.0,0.0,-1.0,SL,False,0.0,2.357777777777806,False
CPI,2025-07-15T12:30:00+00:00,buy,2025-07-15T12:30:00+00:00,2025-07-15T12:40:00+00:00,3355.8650000000002,3346.8650000000002,3382.8650000000002,3346.8650000000002,8.0,5.100000000002183,8.0,0.0,-1.0,SL,False,0.10333333333331514,1.0166666666666768,False
PPI,2025-07-16T12:30:00+00:00,buy,2025-07-16T12:29:00+00:00,2025-07-16T13:30:00+00:00,3334.7650000000003,3325.7650000000003,3361.7650000000003,3333.555,8.0,5.270000000000437,8.0,0.0,-0.13444444444449902,TIME,False,0.5011111111110849,0.44622222222228125,True
NFP,2025-08-01T12:30:00+00:00,buy,2025-08-01T12:29:00+00:00,2025-08-01T12:34:00+00:00,3302.505,3293.505,3329.505,3329.505,8.0,6.399999999998727,8.0,0.0,3.0,TP,True,3.115888888888852,0.1774444444444675,False
CPI,2025-08-12T12:30:00+00:00,buy,2025-08-12T12:30:00+00:00,2025-08-12T13:30:00+00:00,3342.135,3333.135,3369.135,3348.995,8.0,4.8700000000008,8.0,0.0,0.7622222222221858,TIME,True,1.75,0.0,False
NFP,2025-09-05T12:30:00+00:00,sell,2025-09-05T12:29:00+00:00,2025-09-05T12:30:00+00:00,3553.2349999999997,3562.2349999999997,3526.2349999999997,3562.2349999999997,8.0,6.100000000001273,8.0,0.0,-1.0,SL,False,0.0,2.4788888888889336,False
PPI,2025-09-10T12:30:00+00:00,buy,2025-09-10T12:30:00+00:00,2025-09-10T12:50:00+00:00,3650.5350000000003,3641.5350000000003,3677.5350000000003,3641.5350000000003,8.0,4.600000000000364,8.0,0.0,-1.0,SL,False,0.4577777777777656,1.0422222222222344,False
CPI,2025-09-11T12:30:00+00:00,buy,2025-09-11T12:29:00+00:00,2025-09-11T12:30:00+00:00,3623.8450000000003,3614.8450000000003,3650.8450000000003,3614.8450000000003,8.0,5.399999999999636,8.0,0.0,-1.0,SL,False,1.0988888888888748,1.3755555555555676,True
CPI,2025-10-24T12:30:00+00:00,buy,2025-10-24T12:29:00+00:00,2025-10-24T12:30:00+00:00,4062.385,4053.385,4089.385,4089.385,8.0,6.700000000000728,8.0,0.0,3.0,TP,True,3.2792222222222134,0.23444444444445858,False
FOMC,2025-10-29T18:00:00+00:00,sell,2025-10-29T18:00:00+00:00,2025-10-29T18:02:00+00:00,3993.2349999999997,4002.2349999999997,3966.2349999999997,4002.2349999999997,8.0,7.100000000000364,8.0,0.0,-1.0,SL,True,1.5466666666666242,1.680777777777823,True
NFP,2025-11-20T13:30:00+00:00,sell,2025-11-20T13:29:00+00:00,2025-11-20T13:38:00+00:00,4085.575,4094.575,4058.575,4094.575,8.0,7.600000000002183,8.0,0.0,-1.0,SL,True,1.9911111111110686,1.2522222222222708,True
PPI,2025-11-25T13:30:00+00:00,buy,2025-11-25T13:30:00+00:00,2025-11-25T14:28:00+00:00,4142.975,4133.975,4169.975,4133.975,8.0,7.5,8.0,0.0,-1.0,SL,False,0.8414444444443789,1.059999999999996,True
FOMC,2025-12-10T19:00:00+00:00,buy,2025-12-10T19:00:00+00:00,2025-12-10T19:41:00+00:00,4196.395,4187.395,4223.395,4187.395,8.0,5.300000000006548,8.0,0.0,-1.0,SL,True,2.572222222222182,1.6477777777778708,True
NFP,2025-12-16T13:30:00+00:00,buy,2025-12-16T13:29:00+00:00,2025-12-16T14:22:00+00:00,4302.035,4293.035,4329.035,4329.035,8.0,5.499999999992724,8.0,0.0,3.0,TP,True,3.040000000000065,0.27111111111106667,False
CPI,2025-12-18T13:30:00+00:00,buy,2025-12-18T13:29:00+00:00,2025-12-18T14:30:00+00:00,4322.345,4313.345,4349.345,4334.055,8.0,6.700000000000728,8.0,0.0,1.301111111111115,TIME,True,2.2777777777777777,0.21000000000003638,False
GDP,2025-12-23T13:30:00+00:00,sell,2025-12-23T13:31:00+00:00,2025-12-23T14:05:00+00:00,4486.224999999999,4495.224999999999,4459.224999999999,4459.224999999999,8.0,6.700000000000728,8.0,0.0,3.0,TP,True,3.5252222222222067,0.7577777777778465,False
NFP,2026-01-09T13:30:00+00:00,sell,2026-01-09T13:30:00+00:00,2026-01-09T13:31:00+00:00,4469.435,4478.435,4442.435,4478.435,8.0,10.299999999997453,10.299999999997453,0.0,-1.0,SL,True,0.0,1.1733333333332767,False
PPI,2026-01-14T13:30:00+00:00,buy,2026-01-14T13:29:00+00:00,2026-01-14T13:30:00+00:00,4633.0650000000005,4624.0650000000005,4660.0650000000005,4624.0650000000005,8.0,5.700000000006185,8.0,0.0,-1.0,SL,False,0.0,1.0466666666666748,False
CPI,2026-02-13T13:30:00+00:00,buy,2026-02-13T13:30:00+00:00,2026-02-13T13:31:00+00:00,4968.695000000001,4959.695000000001,4995.695000000001,4995.695000000001,8.0,8.000000000001819,8.000000000001819,0.0,3.0,TP,True,3.3877777777777536,0.0,False
GDP,2026-02-20T13:30:00+00:00,sell,2026-02-20T13:29:00+00:00,2026-02-20T13:48:00+00:00,5027.938,5036.938,5000.938,5036.938,8.0,6.970000000001164,8.0,0.0,-1.0,SL,True,1.0336666666666536,1.1626666666666603,True
PPI,2026-02-27T13:30:00+00:00,buy,2026-02-27T13:29:00+00:00,2026-02-27T13:30:00+00:00,5235.095,5226.095,5262.095,5226.095,8.0,8.400000000001455,8.400000000001455,0.0,-1.0,SL,False,0.07255555555548199,1.4644444444444769,False
CPI,2026-03-11T12:30:00+00:00,buy,2026-03-11T12:29:00+00:00,2026-03-11T12:34:00+00:00,5191.005,5182.005,5218.005,5182.005,8.0,7.899999999999636,8.0,0.0,-1.0,SL,False,0.5503333333332799,1.3500000000000607,True
PPI,2026-03-18T12:30:00+00:00,buy,2026-03-18T12:29:00+00:00,2026-03-18T12:30:00+00:00,4900.885,4891.885,4927.885,4891.885,8.0,7.899999999999636,8.0,0.0,-1.0,SL,False,0.0677777777777414,1.1111111111111112,False
FOMC,2026-03-18T18:00:00+00:00,sell,2026-03-18T17:59:00+00:00,2026-03-18T18:00:00+00:00,4890.325,4899.325,4863.325,4899.325,8.0,5.69999999999709,8.0,0.0,-1.0,SL,False,0.1566666666666505,1.0400000000000647,False
CPI,2026-04-10T12:30:00+00:00,buy,2026-04-10T12:29:00+00:00,2026-04-10T13:30:00+00:00,4763.035,4754.035,4790.035,4771.875,8.0,7.899999999999636,8.0,0.0,0.9822222222222384,TIME,True,2.142222222222194,0.2044444444444606,False
FOMC,2026-04-29T18:00:00+00:00,sell,2026-04-29T18:00:00+00:00,2026-04-29T19:00:00+00:00,4545.695,4554.695,4518.695,4543.425,8.0,6.099999999996726,8.0,0.0,0.25222222222216967,TIME,True,2.9955555555555597,0.8577777777778061,False
GDP,2026-04-30T12:30:00+00:00,sell,2026-04-30T12:30:00+00:00,2026-04-30T12:56:00+00:00,4628.345,4637.345,4601.345,4637.345,8.0,6.899999999995998,8.0,0.0,-1.0,SL,False,0.3744444444444323,1.0199999999999312,False
NFP,2026-05-08T12:30:00+00:00,sell,2026-05-08T12:29:00+00:00,2026-05-08T12:33:00+00:00,4709.775,4718.775,4682.775,4718.775,8.0,5.799999999999272,8.0,0.0,-1.0,SL,False,0.6333333333333131,1.4122222222222263,True
CPI,2026-05-12T12:30:00+00:00,buy,2026-05-12T12:29:00+00:00,2026-05-12T13:14:00+00:00,4697.125,4688.125,4724.125,4688.125,8.0,5.999999999994543,8.0,0.0,-1.0,SL,True,1.5922222222222142,1.094444444444485,True
PPI,2026-05-13T12:30:00+00:00,buy,2026-05-13T12:29:00+00:00,2026-05-13T12:30:00+00:00,4685.785,4676.785,4712.785,4676.785,8.0,6.799999999993815,8.0,0.0,-1.0,SL,False,0.1277777777778384,1.1655555555555313,False
NFP,2026-06-05T12:30:00+00:00,buy,2026-06-05T12:29:00+00:00,2026-06-05T12:30:00+00:00,4464.139000000001,4455.139000000001,4491.139000000001,4455.139000000001,8.0,9.270000000005894,9.270000000005894,0.0,-1.0,SL,False,0.12399999999989733,1.940444444444539,False
CPI,2026-06-10T12:30:00+00:00,buy,2026-06-10T12:29:00+00:00,2026-06-10T12:30:00+00:00,4140.155,4131.155,4167.155,4167.155,8.0,6.099999999996726,8.0,0.0,3.0,TP,True,3.711777777777772,0.3255555555554868,False
PPI,2026-06-11T12:30:00+00:00,buy,2026-06-11T12:29:00+00:00,2026-06-11T12:32:00+00:00,4070.425,4061.425,4097.425,4061.425,8.0,6.199999999998909,8.0,0.0,-1.0,SL,False,0.3611111111111111,1.4033333333333455,False
FOMC,2026-06-17T18:00:00+00:00,sell,2026-06-17T17:59:00+00:00,2026-06-17T18:00:00+00:00,4378.615,4387.615,4351.615,4351.615,8.0,7.269999999998618,8.0,0.0,3.0,TP,True,4.4911111111111195,0.24188888888895438,False
NFP,2026-07-02T12:30:00+00:00,buy,2026-07-02T12:29:00+00:00,2026-07-02T12:30:00+00:00,4066.2450000000003,4057.2450000000003,4093.2450000000003,4093.2450000000003,8.0,7.400000000002365,8.0,0.0,3.0,TP,True,5.924666666666629,0.23777777777781417,False
FOMC,2026-07-29T18:00:00+00:00,sell,2026-07-29T18:00:00+00:00,2026-07-29T18:00:00+00:00,4042.245,4051.245,4015.245,4051.245,8.0,6.700000000000728,8.0,0.0,-1.0,SL,False,0.0,0.0,False
