logical_symbol,broker_symbol,side,signal_time,entry_time,exit_time,entry,sl,tp1,tp2,tp5,exit_price,result,r_multiple,risk_per_lot,bull_pct,bear_pct,bias,atr,spread,entry_time_iso,exit_time_iso,lot,risk_budget,actual_risk,pnl,balance_before,balance_after
BTCUSD,BTCUSDm,SELL,1779451200,1779451200,1779568500,77347.59,78383.39,76311.79,75275.98,72168.57,76311.79,trail_stop,1.0,1035.8,28.57,57.14,MILD BEAR,690.54,14.0,2026-05-22T12:00:00Z,2026-05-23T20:35:00Z,0.01,15.0,10.36,10.36,300.0,310.36
BTCUSD,BTCUSDm,SELL,1779825600,1779825600,1780383600,75921.84,77162.16,74681.52,73441.19,69720.22,69720.22,win,5.0,1240.32,14.29,71.43,STRONG BEAR,826.88,14.0,2026-05-26T20:00:00Z,2026-06-02T07:00:00Z,0.01,15.52,12.4,62.02,310.36,372.37
BTCUSD,BTCUSDm,SELL,1781020800,1781020800,1781158800,61079.82,62907.27,59252.37,57424.92,51942.58,62907.27,loss,-1.0,1827.45,14.29,85.71,STRONG BEAR,1218.3,10.0,2026-06-09T16:00:00Z,2026-06-11T06:20:00Z,0.01,18.62,18.27,-18.27,372.37,354.1
BTCUSD,BTCUSDm,BUY,1781193600,1781193600,1781724900,62692.33,61112.61,64272.05,65851.76,70590.91,64272.05,trail_stop,1.0,1579.72,57.14,28.57,MILD BULL,1053.14,10.0,2026-06-11T16:00:00Z,2026-06-17T19:35:00Z,0.01,17.7,15.8,15.8,354.1,369.9
