starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_same_symbol_open,skipped_lot_too_small,skipped_guardrail,symbol
300.0,369.9,69.9,23.3,4,3,1,75.0,6.0,4.91,0,1,0,BTCUSD
