symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
US30,30,1.1111111111111112,2025-12,2025-12-31,2025-12-31 13:30:00,2025-12-31 14:30:00,BUY,48394.3,48304.3,48494.3,48304.3,loss,-1.0211,0.0211,19.0,-90.0,48394.3,48377.2,1.2385,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-06,2026-01-06 13:30:00,2026-01-06 14:30:00,BUY,49002.7,48912.7,49102.7,49102.7,win,1.09,0.0211,19.0,100.0,49002.7,48958.3,1.7344,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-07,2026-01-07 13:30:00,2026-01-07 14:45:00,BUY,49567.5,49477.5,49667.5,49477.5,loss,-1.0211,0.0211,19.0,-90.0,49567.5,49534.3,1.766,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-08,2026-01-08 13:30:00,2026-01-08 14:15:00,BUY,48889.8,48799.8,48989.8,48799.8,loss,-1.0211,0.0211,19.0,-90.0,48889.8,48847.4,1.5535,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-13,2026-01-13 13:30:00,2026-01-13 13:30:00,BUY,49530.8,49440.8,49630.8,49630.8,win,1.0878,0.0233,21.0,100.0,49530.8,49490.2,1.2848,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-15,2026-01-15 13:30:00,2026-01-15 14:15:00,SELL,49134.7,49224.7,49034.7,49224.7,loss,-1.0233,0.0233,21.0,-90.0,49211.6,49134.7,2.1374,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-20,2026-01-20 13:30:00,2026-01-20 14:15:00,SELL,48742.1,48832.1,48642.1,48642.1,win,1.09,0.0211,19.0,100.0,48808.3,48742.1,1.3178,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-21,2026-01-21 13:30:00,2026-01-21 14:00:00,SELL,48373.7,48463.7,48273.7,48463.7,loss,-1.0211,0.0211,19.0,-90.0,48438.5,48373.7,1.3624,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-22,2026-01-22 13:30:00,2026-01-22 14:30:00,BUY,49317.7,49227.7,49417.7,49417.7,win,1.09,0.0211,19.0,100.0,49317.7,49265.8,1.5493,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-27,2026-01-27 13:30:00,2026-01-27 14:30:00,SELL,49160.5,49250.5,49060.5,49060.5,win,1.0878,0.0233,21.0,100.0,49212.3,49160.5,1.2137,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-28,2026-01-28 13:30:00,2026-01-28 14:30:00,SELL,49006.0,49096.0,48906.0,49096.0,loss,-1.0211,0.0211,19.0,-90.0,49047.9,49006.0,1.4858,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-29,2026-01-29 13:45:00,2026-01-29 14:30:00,SELL,49048.7,49138.7,48948.7,49138.7,loss,-1.0233,0.0233,21.0,-90.0,49101.4,49048.7,0.7465,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-02,2026-02-03,2026-02-03 13:45:00,2026-02-03 14:30:00,SELL,49417.9,49507.9,49317.9,49507.9,loss,-1.0211,0.0211,19.0,-90.0,49460.9,49417.9,1.6511,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-02,2026-02-04,2026-02-04 13:30:00,2026-02-04 14:00:00,BUY,49423.9,49333.9,49523.9,49333.9,loss,-1.0233,0.0233,21.0,-90.0,49423.9,49348.2,1.746,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-02,2026-02-05,2026-02-05 13:30:00,2026-02-05 14:00:00,BUY,49392.7,49302.7,49492.7,49302.7,loss,-1.0233,0.0233,21.0,-90.0,49392.7,49334.3,0.8504,90.0,0.01,500.0,0.01
