policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-19 00:00:00,2026-05-19 10:30:00,BUY,1.37423,1.37352,4.0,1.37707,win,2.5,92,0.000192,0.0417,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,300.0,15.0,37.5,337.5
dynamic_balanced,LTA,GBPJPY,M15,2026-05,2026-05-19 00:45:00,2026-05-19 05:30:00,SELL,213.375,213.48219,4.0,213.16062,trail_stop,1.5,94,0.074571,0.5,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,337.5,16.88,25.31,362.81
dynamic_balanced,LTA,AUDUSD,M15,2026-05,2026-05-20 00:00:00,2026-05-20 08:30:00,SELL,0.70968,0.71129,4.0,0.71129,loss,-1.0,90,0.000246,0.0729,,"max(structure,0.80ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,362.81,18.14,-18.14,344.67
dynamic_balanced,LTA,AUDUSD,M15,2026-05,2026-05-21 01:30:00,2026-05-21 08:15:00,SELL,0.71346,0.71571,4.0,0.71346,trail_stop,0.5,94,0.000454,0.25,,"max(structure,0.80ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,344.67,17.23,8.62,353.29
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-21 05:15:00,2026-05-21 06:15:00,BUY,1.37656,1.376,5.0,1.376,loss,-1.0,100,0.00028,0.1354,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,353.29,17.66,-17.66,335.62
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-22 00:45:00,2026-05-22 01:00:00,SELL,1.3783,1.37879,4.0,1.37879,loss,-1.0,92,0.000276,0.2188,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,335.62,16.78,-16.78,318.84
