starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,414.42,114.42,38.14,18,12,6,66.67,7.0,14.26,146,7,dynamic_capped+sniper
300.0,319.01,19.01,6.34,6,3,3,50.0,1.5,12.12,160,5,dynamic_conservative+sniper
300.0,319.01,19.01,6.34,6,3,3,50.0,1.5,12.12,160,5,dynamic_score+sniper
300.0,318.84,18.84,6.28,6,3,3,50.0,1.5,12.12,160,5,dynamic_balanced+sniper
300.0,311.76,11.76,3.92,6,3,3,50.0,1.0,12.12,160,5,dynamic_aggressive+sniper
300.0,311.76,11.76,3.92,6,3,3,50.0,1.0,12.12,160,5,fixed_current+sniper
