starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,405.01,105.01,35.0,18,12,6,66.67,6.5,14.26,143,7,dynamic_capped
300.0,319.01,19.01,6.34,6,3,3,50.0,1.5,12.12,157,5,dynamic_conservative
300.0,319.01,19.01,6.34,6,3,3,50.0,1.5,12.12,157,5,dynamic_score
300.0,318.84,18.84,6.28,6,3,3,50.0,1.5,12.12,157,5,dynamic_balanced
300.0,311.76,11.76,3.92,6,3,3,50.0,1.0,12.12,157,5,fixed_current
300.0,311.76,11.76,3.92,6,3,3,50.0,1.0,12.12,157,5,dynamic_aggressive
