policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
dynamic_capped,LTA,USDCAD,M15,2026-05,2026-05-19 00:00:00,2026-05-19 02:15:00,BUY,1.37423,1.373807,4.0,1.374653,trail_stop,1.0,92,0.000192,0.0417,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,300.0,15.0,15.0,315.0
dynamic_capped,LTA,GBPJPY,M15,2026-05,2026-05-19 00:45:00,2026-05-19 05:30:00,SELL,213.375,213.48219,4.0,213.16062,trail_stop,1.5,94,0.074571,0.5,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,315.0,15.75,23.62,338.62
dynamic_capped,LTA,AUDUSD,M15,2026-05,2026-05-20 00:00:00,2026-05-20 01:45:00,SELL,0.70968,0.710565,4.0,0.70968,trail_stop,0.5,90,0.000246,0.0729,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,338.62,16.93,8.47,347.09
dynamic_capped,LTA,USDCAD,M30,2026-05,2026-05-20 00:00:00,2026-05-20 11:00:00,BUY,1.37535,1.374366,4.0,1.376334,trail_stop,1.0,93,0.000447,0.1042,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,347.09,17.35,17.35,364.45
dynamic_capped,LTA,AUDUSD,M15,2026-05,2026-05-21 01:30:00,2026-05-21 04:00:00,SELL,0.71346,0.714697,4.0,0.712222,trail_stop,1.0,94,0.000454,0.25,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,364.45,18.22,18.22,382.67
dynamic_capped,LTA,USDCAD,M15,2026-05,2026-05-21 05:15:00,2026-05-21 06:15:00,BUY,1.37656,1.376,5.0,1.376,loss,-1.0,100,0.00028,0.1354,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,382.67,19.13,-19.13,363.53
dynamic_capped,LTA,USDCAD,M15,2026-05,2026-05-22 00:45:00,2026-05-22 01:00:00,SELL,1.3783,1.37879,4.0,1.37879,loss,-1.0,92,0.000276,0.2188,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,363.53,18.18,-18.18,345.36
dynamic_capped,ORB,GBPUSD,M15,2026-05,2026-05-24 23:15:00,2026-05-25 00:45:00,SELL,1.34836,1.348963,5.0,1.34836,trail_stop,0.5,100,0.00071,0.6667,0.6056,"min(max(structure,0.85ATR),2.2ATR)",balanced,ORB 15m breakout,345.36,17.27,8.63,353.99
dynamic_capped,ORB,NZDUSD,M15,2026-05,2026-05-24 23:15:00,2026-05-25 00:15:00,SELL,0.58768,0.587985,4.0,0.587375,trail_stop,1.0,100,0.000359,0.5833,0.7515,"min(max(structure,0.85ATR),2.2ATR)",balanced,ORB 15m breakout,353.99,17.7,17.7,371.69
dynamic_capped,LTA,USDCAD,M15,2026-05,2026-05-25 00:00:00,2026-05-25 01:15:00,BUY,1.38043,1.37969,3.0,1.37969,loss,-1.0,92,0.000555,0.8229,,"min(max(structure,1.10ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,371.69,18.58,-18.58,353.11
dynamic_capped,LTA,USDCAD,M30,2026-05,2026-05-26 06:00:00,2026-05-26 09:00:00,SELL,1.38096,1.3815,5.0,1.38042,trail_stop,1.0,96,0.000335,0.1667,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,353.11,17.66,17.66,370.76
sniper_control,Sniper,BTCUSD,H4,2026-05,2026-05-26 20:00:00,2026-06-01 11:55:00,SELL,75921.84,77162.16,3.0,72200.87,win,2.0,100,826.88,0.5,,ATR*1.5 existing sniper,TP3 existing sniper,Sniper EMA/ATR control,370.76,18.54,37.08,407.84
dynamic_capped,LTA,AUDUSD,M30,2026-05,2026-05-27 01:30:00,2026-05-27 12:00:00,SELL,0.71558,0.7169,4.0,0.71426,trail_stop,1.0,91,0.000458,0.3542,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,407.84,20.39,20.39,428.23
dynamic_capped,LTA,GBPJPY,M15,2026-05,2026-05-27 03:00:00,2026-05-27 06:00:00,BUY,214.205,214.14754,5.0,214.26246,trail_stop,1.0,96,0.063071,0.3021,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 2 - Internal Swing Confirmation,428.23,21.41,21.41,449.64
dynamic_capped,LTA,GBPJPY,M15,2026-05,2026-05-28 04:30:00,2026-05-28 07:15:00,BUY,213.45,213.30888,4.0,213.73224,trail_stop,1.5,94,0.0875,0.6667,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,449.64,22.48,33.72,483.36
dynamic_capped,ORB,AUDUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 00:00:00,SELL,0.71623,0.71646,4.0,0.71646,loss,-1.0,100,0.00023,0.5,1.1882,"min(max(structure,0.85ATR),2.2ATR)",balanced,ORB 15m breakout,483.36,24.17,-24.17,459.2
dynamic_capped,LTA,USDCAD,M15,2026-05,2026-05-29 00:00:00,2026-05-29 00:45:00,SELL,1.37806,1.37838,4.0,1.37838,loss,-1.0,92,0.000154,0.5,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 1 - Double Wick Confirmation,459.2,22.96,-22.96,436.24
dynamic_capped,ORB,AUDUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,0.71822,0.71778,5.0,0.71778,loss,-1.0,100,0.00044,0.4375,1.1536,"min(max(structure,0.85ATR),2.2ATR)",balanced,ORB 15m breakout,436.24,21.81,-21.81,414.42
