symbol,trades,wins,losses,win_rate_pct,profit_factor,net_r,ending_balance,return_pct,max_drawdown_pct,london_trades,new_york_trades,new_york_limit_trades,new_york_stop_trades,new_york_limit_win_rate_pct,new_york_limit_profit_factor_r,new_york_limit_net_r,new_york_stop_win_rate_pct,new_york_stop_profit_factor_r,new_york_stop_net_r,both_filled_days,limit_only_days,stop_only_days,max_concurrent_trades,max_planned_exposure_pct,max_risk_used_pct,locked_stop_exits,scenario
XAUUSD..,31,26,5,83.87096774193549,2.632518568397481,8.199999999999639,1041.5564065085393,4.155640650853942,1.4925124999999975,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.5,0.5,20,flat_fixed
XAUUSD..,31,26,5,83.87096774193549,2.7723134176066018,8.899025887917437,1045.207735857951,4.5207735857951015,1.4925124999999988,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.5,0.5,18,flat_trailing
XAUUSD..,31,26,5,83.87096774193549,2.039546366505014,8.199999999999639,1037.8884047157796,3.78884047157797,2.559411199999997,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.5,2.0480000000000005,20,progression_fixed
XAUUSD..,31,26,5,83.87096774193549,2.136976353547275,8.899025887917437,1041.5268753448038,4.15268753448037,2.5594112000000036,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.5,2.0480000000000005,18,progression_trailing
