case,label,paths,block_days,probability_profit_pct,probability_loss_pct,probability_10pct_dd_pct,probability_20pct_dd_pct,probability_ruin_pct,return_p05_pct,return_p50_pct,return_p95_pct,max_dd_p50_pct,max_dd_p95_pct
deployed-safe-dynamic-native,Current Safe 1.7R all day,10000,5,98.36,1.6400000000000001,33.95,0.65,0.0,8.139638012385408,38.36564764045765,79.31764633204837,8.623302326093572,15.516331585728855
combo-h1-asia-fixed-rr170,Asia 1.7R,10000,5,79.03999999999999,20.96,79.55,14.67,0.0,-13.061984846946352,15.209235883959282,53.75816477463069,13.450325114706123,24.69651774620305
combo-h1-asia-fixed-rr300,Recommended Asia 3R,10000,5,97.39,2.6100000000000003,78.39,9.1,0.0,6.709815982960525,55.130888565702946,127.17986845302532,12.705742512470257,22.57689793566168
combo-h1-asia-fixed-rr400,Asia 4R,10000,5,96.77,3.2300000000000004,89.28,17.119999999999997,0.0,4.839257634775286,59.86654020200838,148.15188151288746,14.606224463117801,25.44024889721122
combo-h1-asia-fixed-rr500,Asia 5R,10000,5,93.83,6.17,94.85,27.939999999999998,0.0,-2.4923595362499325,53.03347144521608,150.4069012099016,16.38345078427656,28.51902067987579
