kind,server_epoch,ny_day,side,high,low,poc,vah,val,requested_entry,stop,lots,planned_cash_risk,cutoff_epoch
profile,1695130500,20230919,0,1937.382,1929.837,1935.437,1936.439,1932.313,0.0,0.0,0.0,0.0,1695153600
entry,1695132900,20230919,-1,1937.382,1929.837,1935.437,1936.439,1932.313,1932.104,1933.252,0.88,101.024,1695153600
profile,1695216900,20230920,0,1934.013,1927.912,1930.629,1931.916,1928.961,0.0,0.0,0.0,0.0,1695240000
target_behind_entry,1695216900,20230920,1,1934.013,1927.912,1930.629,1931.916,1928.961,1935.794,1933.115,0.0,0.0,1695240000
profile,1695303300,20230921,0,1930.488,1913.878,1928.022,1930.488,1921.923,0.0,0.0,0.0,0.0,1695326400
entry,1695303300,20230921,-1,1930.488,1913.878,1928.022,1930.488,1921.923,1916.076,1917.332,0.79,99.224,1695326400
profile,1695389700,20230922,0,1928.721,1921.227,1925.033,1926.73,1923.803,0.0,0.0,0.0,0.0,1695412800
entry,1695390000,20230922,1,1928.721,1921.227,1925.033,1926.73,1923.803,1926.982,1925.662,0.75,99.0,1695412800
profile,1695648900,20230925,0,1927.185,1920.865,1924.074,1924.914,1922.248,0.0,0.0,0.0,0.0,1695672000
entry,1695650100,20230925,1,1927.185,1920.865,1924.074,1924.914,1922.248,1926.399,1923.864,0.39,98.86500000000001,1695672000
profile,1695735300,20230926,0,1916.485,1905.154,1913.741,1915.423,1911.528,0.0,0.0,0.0,0.0,1695758400
target_behind_entry,1695735300,20230926,-1,1916.485,1905.154,1913.741,1915.423,1911.528,1904.917,1906.489,0.0,0.0,1695758400
profile,1695821700,20230927,0,1903.787,1888.851,1896.669,1898.886,1890.951,0.0,0.0,0.0,0.0,1695844800
entry,1695821700,20230927,-1,1903.787,1888.851,1896.669,1898.886,1890.951,1889.22,1889.905,1.41,96.585,1695844800
profile,1695908100,20230928,0,1879.527,1871.8,1874.758,1876.629,1873.852,0.0,0.0,0.0,0.0,1695931200
entry,1695908700,20230928,-1,1879.527,1871.8,1874.758,1876.629,1873.852,1873.414,1875.366,0.49,95.648,1695931200
profile,1695994500,20230929,0,1879.839,1862.927,1872.836,1873.761,1865.569,0.0,0.0,0.0,0.0,1696017600
entry,1695994500,20230929,1,1879.839,1862.927,1872.836,1873.761,1865.569,1875.215,1874.477,1.3,95.94,1696017600
profile,1696253700,20231002,0,1848.923,1831.083,1842.651,1848.923,1836.379,0.0,0.0,0.0,0.0,1696276800
entry,1696253700,20231002,-1,1848.923,1831.083,1842.651,1848.923,1836.379,1834.401,1835.473,0.89,95.408,1696276800
profile,1696340100,20231003,0,1829.778,1815.255,1826.261,1827.736,1821.382,0.0,0.0,0.0,0.0,1696363200
target_behind_entry,1696340700,20231003,1,1829.778,1815.255,1826.261,1827.736,1821.382,1830.852,1826.714,0.0,0.0,1696363200
profile,1696426500,20231004,0,1830.617,1816.707,1822.684,1825.835,1819.967,0.0,0.0,0.0,0.0,1696449600
entry,1696427400,20231004,-1,1830.617,1816.707,1822.684,1825.835,1819.967,1819.131,1823.312,0.23,96.16300000000001,1696449600
profile,1696512900,20231005,0,1829.21,1813.032,1822.259,1827.188,1819.604,0.0,0.0,0.0,0.0,1696536000
entry,1696513200,20231005,-1,1829.21,1813.032,1822.259,1827.188,1819.604,1819.367,1821.283,0.49,93.884,1696536000
profile,1696599300,20231006,0,1825.087,1810.44,1823.828,1824.172,1819.137,0.0,0.0,0.0,0.0,1696622400
entry,1696600200,20231006,-1,1825.087,1810.44,1823.828,1824.172,1819.137,1816.63,1821.11,0.21,94.08,1696622400
profile,1696858500,20231009,0,1854.398,1844.198,1851.131,1852.007,1848.661,0.0,0.0,0.0,0.0,1696881600
entry,1696858500,20231009,-1,1854.398,1844.198,1851.131,1852.007,1848.661,1844.71,1846.331,0.57,92.39699999999999,1696881600
profile,1696944900,20231010,0,1865.315,1853.007,1857.142,1861.853,1853.776,0.0,0.0,0.0,0.0,1696968000
entry,1696956600,20231010,1,1865.315,1853.007,1857.142,1861.853,1853.776,1862.184,1861.347,1.08,90.39600000000002,1696968000
profile,1697031300,20231011,0,1875.041,1858.628,1860.551,1870.938,1858.628,0.0,0.0,0.0,0.0,1697054400
entry,1697032800,20231011,1,1875.041,1858.628,1860.551,1870.938,1858.628,1872.311,1870.637,0.54,90.39600000000002,1697054400
profile,1697117700,20231012,0,1884.993,1874.49,1879.167,1882.695,1877.28,0.0,0.0,0.0,0.0,1697140800
entry,1697117700,20231012,-1,1884.993,1874.49,1879.167,1882.695,1877.28,1876.09,1878.307,0.4,88.68,1697140800
profile,1697204100,20231013,0,1919.125,1870.092,1876.604,1898.439,1870.092,0.0,0.0,0.0,0.0,1697227200
entry,1697204100,20231013,1,1919.125,1870.092,1876.604,1898.439,1870.092,1909.974,1907.438,0.35,88.75999999999999,1697227200
profile,1697463300,20231016,0,1925.965,1908.181,1919.713,1923.464,1913.461,0.0,0.0,0.0,0.0,1697486400
profile,1697549700,20231017,0,1929.015,1912.38,1923.947,1927.196,1916.539,0.0,0.0,0.0,0.0,1697572800
entry,1697550600,20231017,1,1929.015,1912.38,1923.947,1927.196,1916.539,1928.022,1924.057,0.23,91.19500000000001,1697572800
profile,1697636100,20231018,0,1950.773,1923.793,1937.494,1946.136,1935.175,0.0,0.0,0.0,0.0,1697659200
target_behind_entry,1697636100,20231018,1,1950.773,1923.793,1937.494,1946.136,1935.175,1953.847,1950.243,0.0,0.0,1697659200
profile,1697722500,20231019,0,1957.13,1945.132,1950.85,1951.506,1946.069,0.0,0.0,0.0,0.0,1697745600
entry,1697722500,20231019,1,1957.13,1945.132,1950.85,1951.506,1946.069,1952.158,1950.014,0.42,90.048,1697745600
profile,1697808900,20231020,0,1985.855,1972.011,1977.96,1980.664,1973.958,0.0,0.0,0.0,0.0,1697832000
entry,1697809800,20231020,1,1985.855,1972.011,1977.96,1980.664,1973.958,1982.944,1979.251,0.25,92.325,1697832000
profile,1698068100,20231023,0,1982.784,1964.345,1977.742,1982.208,1973.276,0.0,0.0,0.0,0.0,1698091200
entry,1698068700,20231023,-1,1982.784,1964.345,1977.742,1982.208,1973.276,1970.248,1975.468,0.18,93.96,1698091200
profile,1698154500,20231024,0,1980.873,1953.482,1977.235,1980.873,1965.038,0.0,0.0,0.0,0.0,1698177600
entry,1698154500,20231024,-1,1980.873,1953.482,1977.235,1980.873,1965.038,1961.591,1964.374,0.32,89.05600000000001,1698177600
profile,1698240900,20231025,0,1978.571,1968.331,1973.051,1976.171,1971.851,0.0,0.0,0.0,0.0,1698264000
target_behind_entry,1698240900,20231025,1,1978.571,1968.331,1973.051,1976.171,1971.851,1978.918,1977.613,0.0,0.0,1698264000
profile,1698327300,20231026,0,1993.426,1974.626,1985.054,1989.607,1982.557,0.0,0.0,0.0,0.0,1698350400
entry,1698327300,20231026,-1,1993.426,1974.626,1985.054,1989.607,1982.557,1978.68,1979.453,1.1400000000000001,88.122,1698350400
profile,1698413700,20231027,0,1989.959,1976.854,1986.99,1989.754,1983.202,0.0,0.0,0.0,0.0,1698436800
entry,1698414300,20231027,-1,1989.959,1976.854,1986.99,1989.754,1983.202,1982.953,1984.194,0.7,86.86999999999999,1698436800
profile,1698672900,20231030,0,2006.769,1991.014,1994.583,2001.599,1991.506,0.0,0.0,0.0,0.0,1698696000
profile,1698759300,20231031,0,2001.526,1990.581,1997.678,1998.448,1993.83,0.0,0.0,0.0,0.0,1698782400
entry,1698760200,20231031,1,2001.526,1990.581,1997.678,1998.448,1993.83,1998.938,1997.918,0.85,86.7,1698782400
profile,1698845700,20231101,0,1988.52,1975.269,1977.857,1983.551,1976.925,0.0,0.0,0.0,0.0,1698868800
entry,1698846600,20231101,1,1988.52,1975.269,1977.857,1983.551,1976.925,1985.226,1983.578,0.54,88.99200000000002,1698868800
profile,1698932100,20231102,0,1990.963,1983.361,1985.915,1988.112,1983.717,0.0,0.0,0.0,0.0,1698955200
entry,1698933000,20231102,-1,1990.963,1983.361,1985.915,1988.112,1983.717,1983.599,1985.343,0.52,90.688,1698955200
profile,1699018500,20231103,0,2004.04,1983.259,1987.318,1990.402,1983.908,0.0,0.0,0.0,0.0,1699041600
entry,1699018500,20231103,1,2004.04,1983.259,1987.318,1990.402,1983.908,1993.757,1987.921,0.16,93.376,1699041600
profile,1699281300,20231106,0,1993.08,1981.898,1987.052,1988.188,1983.82,0.0,0.0,0.0,0.0,1699304400
entry,1699284900,20231106,-1,1993.08,1981.898,1987.052,1988.188,1983.82,1983.663,1984.594,0.98,91.238,1699304400
profile,1699367700,20231107,0,1977.039,1956.692,1966.389,1971.952,1957.01,0.0,0.0,0.0,0.0,1699390800
profile,1699454100,20231108,0,1971.033,1959.46,1968.049,1969.948,1964.342,0.0,0.0,0.0,0.0,1699477200
invalid_geometry,1699454100,20231108,-1,1971.033,1959.46,1968.049,1969.948,1964.342,1963.234,1963.22,0.0,0.0,1699477200
profile,1699540500,20231109,0,1954.566,1944.535,1949.315,1950.334,1946.259,0.0,0.0,0.0,0.0,1699563600
entry,1699540500,20231109,1,1954.566,1944.535,1949.315,1950.334,1946.259,1953.229,1950.833,0.39,93.444,1699563600
profile,1699626900,20231110,0,1960.751,1943.135,1957.31,1960.751,1948.365,0.0,0.0,0.0,0.0,1699649820
entry,1699626900,20231110,-1,1960.751,1943.135,1957.31,1960.751,1948.365,1946.065,1947.524,0.64,93.376,1699649820
profile,1699886100,20231113,0,1941.95,1933.758,1939.07,1940.414,1936.446,0.0,0.0,0.0,0.0,1699909200
entry,1699886100,20231113,-1,1941.95,1933.758,1939.07,1940.414,1936.446,1935.247,1936.088,1.13,95.03299999999999,1699909200
profile,1699972500,20231114,0,1961.628,1937.606,1945.676,1947.74,1944.362,0.0,0.0,0.0,0.0,1699995600
target_behind_entry,1699972500,20231114,1,1961.628,1937.606,1945.676,1947.74,1944.362,1961.9,1958.927,0.0,0.0,1699995600
profile,1700058900,20231115,0,1975.329,1961.563,1966.833,1973.178,1965.22,0.0,0.0,0.0,0.0,1700082000
entry,1700058900,20231115,-1,1975.329,1961.563,1966.833,1973.178,1965.22,1962.966,1963.657,1.38,95.35799999999999,1700082000
profile,1700145300,20231116,0,1974.784,1956.458,1966.051,1968.484,1960.18,0.0,0.0,0.0,0.0,1700168400
entry,1700145300,20231116,1,1974.784,1956.458,1966.051,1968.484,1960.18,1974.438,1971.679,0.35,96.56499999999998,1700168400
profile,1700231700,20231117,0,1993.458,1981.773,1984.42,1989.076,1981.773,0.0,0.0,0.0,0.0,1700254620
target_behind_entry,1700232600,20231117,-1,1993.458,1981.773,1984.42,1989.076,1981.773,1981.316,1983.448,0.0,0.0,1700254620
profile,1700490900,20231120,0,1985.158,1965.592,1981.031,1983.018,1974.458,0.0,0.0,0.0,0.0,1700514000
entry,1700490900,20231120,-1,1985.158,1965.592,1981.031,1983.018,1974.458,1966.486,1967.47,0.96,94.464,1700514000
profile,1700577300,20231121,0,2002.028,1980.749,1992.22,1993.051,1986.069,0.0,0.0,0.0,0.0,1700600400
target_behind_entry,1700577300,20231121,1,2002.028,1980.749,1992.22,1993.051,1986.069,2003.703,2001.323,0.0,0.0,1700600400
profile,1700663700,20231122,0,2006.46,1995.499,2001.921,2003.035,1997.554,0.0,0.0,0.0,0.0,1700686800
entry,1700665500,20231122,-1,2006.46,1995.499,2001.921,2003.035,1997.554,1996.477,2001.692,0.18,93.86999999999999,1700686800
profile,1700750100,20231123,0,1998.59,1990.168,1992.997,1995.563,1992.01,0.0,0.0,0.0,0.0,1700773200
entry,1700754900,20231123,-1,1998.59,1990.168,1992.997,1995.563,1992.01,1991.961,1992.413,2.07,93.564,1700773200
trail_market_exit,1700756100,20231123,-1,1998.59,1990.168,1992.997,1995.563,1992.01,0.0,1990.501,0.0,0.0,1700773200
profile,1700836500,20231124,0,2001.944,1991.52,1993.556,1995.266,1992.009,0.0,0.0,0.0,0.0,1700859420
target_behind_entry,1700836500,20231124,1,2001.944,1991.52,1993.556,1995.266,1992.009,2002.358,2000.607,0.0,0.0,1700859420
profile,1701095700,20231127,0,2018.225,2001.851,2012.469,2014.132,2009.526,0.0,0.0,0.0,0.0,1701118800
entry,1701101100,20231127,-1,2018.225,2001.851,2012.469,2014.132,2009.526,2009.273,2010.363,0.89,97.01,1701118800
profile,1701182100,20231128,0,2027.919,2011.372,2015.121,2017.06,2014.216,0.0,0.0,0.0,0.0,1701205200
entry,1701182100,20231128,1,2027.919,2011.372,2015.121,2017.06,2014.216,2026.74,2025.867,1.12,97.77600000000001,1701205200
profile,1701268500,20231129,0,2052.065,2035.266,2042.222,2046.553,2038.416,0.0,0.0,0.0,0.0,1701291600
entry,1701270300,20231129,1,2052.065,2035.266,2042.222,2046.553,2038.416,2046.923,2044.22,0.36,97.308,1701291600
profile,1701354900,20231130,0,2047.302,2032.689,2044.448,2046.617,2038.626,0.0,0.0,0.0,0.0,1701378000
entry,1701354900,20231130,-1,2047.302,2032.689,2044.448,2046.617,2038.626,2035.467,2037.947,0.39,96.72,1701378000
profile,1701441300,20231201,0,2049.908,2033.885,2041.771,2042.898,2036.889,0.0,0.0,0.0,0.0,1701464220
entry,1701442500,20231201,1,2049.908,2033.885,2041.771,2042.898,2036.889,2043.174,2040.717,0.4,98.28,1701464220
profile,1701700500,20231204,0,2120.704,2042.45,2067.516,2088.913,2057.123,0.0,0.0,0.0,0.0,1701723600
