starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,350.52,50.52,16.84,6,5,1,83.33,3.26,0.5438,0.015,5.04,M15
300.0,288.56,-11.44,-3.81,2,1,1,50.0,-0.75,-0.3747,0.008,5.08,M30
