utc_day;balance_at_observation;min_equity;max_equity
2025.09.19;10000.00;10000.00;10000.00
2025.09.21;10000.00;10000.00;10000.00
2025.09.22;10000.00;10000.00;10000.00
2025.09.23;9999.81;9997.23;10005.43
2025.09.24;10008.28;9996.95;10014.19
2025.09.25;9983.99;9978.41;10018.41
2025.09.26;9993.87;9977.46;10005.64
2025.09.28;9993.87;9993.87;9993.87
2025.09.29;9993.87;9993.87;9993.87
2025.09.30;9993.87;9993.87;9993.87
2025.10.01;9993.87;9993.87;9993.87
2025.10.02;9993.87;9993.87;9993.87
2025.10.03;9993.68;9989.81;9994.45
2025.10.05;9993.68;9992.65;10005.01
2025.10.06;10009.00;9996.34;10013.17
2025.10.07;10008.81;10005.98;10014.42
2025.10.08;10016.86;10004.52;10018.41
2025.10.09;10016.67;10012.18;10022.63
2025.10.10;10018.01;9980.40;10027.00
2025.10.12;10018.01;10053.24;10078.12
2025.10.13;10073.73;10060.90;10101.65
2025.10.14;10073.54;10062.94;10083.64
2025.10.15;10107.83;10070.60;10113.95
2025.10.16;10107.64;10087.23;10110.90
2025.10.17;10097.54;10031.86;10109.32
2025.10.19;10097.54;10097.54;10097.54
2025.10.20;10097.54;10097.54;10097.54
2025.10.21;10097.35;10091.49;10101.21
2025.10.22;10101.14;10090.45;10108.78
2025.10.23;10101.61;10085.83;10111.71
2025.10.24;10101.61;10101.61;10101.61
2025.10.26;10101.61;10101.61;10101.61
2025.10.27;10101.61;10101.61;10101.61
2025.10.28;10101.61;10101.61;10101.61
2025.10.29;10101.61;10101.61;10101.61
2025.10.30;10101.42;10099.61;10136.25
2025.10.31;10136.48;10127.59;10149.15
2025.11.02;10136.48;10136.48;10136.48
2025.11.03;10136.48;10136.48;10136.48
2025.11.04;10136.48;10136.48;10136.48
2025.11.05;10136.48;10136.48;10136.48
2025.11.06;10136.48;10136.48;10136.48
2025.11.07;10136.48;10136.48;10136.48
2025.11.09;10136.48;10136.48;10136.48
2025.11.10;10136.48;10136.48;10136.48
2025.11.11;10136.48;10136.48;10136.48
2025.11.12;10136.48;10136.48;10136.48
2025.11.13;10136.48;10136.48;10136.48
2025.11.14;10136.48;10136.48;10136.48
2025.11.16;10136.48;10136.48;10136.48
2025.11.17;10136.48;10136.48;10136.48
2025.11.18;10136.48;10136.48;10136.48
2025.11.19;10136.48;10136.48;10136.48
2025.11.20;10136.48;10136.48;10136.48
2025.11.21;10136.48;10136.48;10136.48
2025.11.23;10136.48;10136.48;10136.48
2025.11.24;10136.48;10136.48;10136.48
2025.11.25;10136.48;10136.48;10136.48
2025.11.26;10136.48;10136.48;10136.48
2025.11.27;10136.48;10136.48;10136.48
2025.11.28;10136.48;10136.48;10136.48
2025.11.30;10136.48;10136.48;10136.48
2025.12.01;10136.48;10136.48;10136.48
2025.12.02;10136.48;10136.48;10136.48
2025.12.03;10136.48;10136.48;10136.48
2025.12.04;10136.48;10136.48;10136.48
2025.12.05;10136.48;10136.48;10136.48
2025.12.07;10136.48;10136.48;10136.48
2025.12.08;10136.48;10136.48;10136.48
2025.12.09;10136.48;10136.48;10136.48
2025.12.10;10136.48;10136.48;10136.48
2025.12.11;10136.48;10136.48;10136.48
2025.12.12;10136.48;10136.48;10136.48
2025.12.14;10136.48;10136.48;10136.48
2025.12.15;10136.48;10136.48;10136.48
2025.12.16;10136.48;10136.48;10136.48
2025.12.17;10136.48;10136.48;10136.48
2025.12.18;10136.48;10136.48;10136.48
2025.12.19;10136.48;10136.48;10136.48
2025.12.21;10136.48;10136.48;10136.48
2025.12.22;10136.48;10136.48;10136.48
2025.12.23;10136.48;10136.48;10136.48
2025.12.24;10136.48;10136.48;10136.48
2025.12.25;10136.48;10136.48;10136.48
2025.12.26;10136.48;10136.48;10136.48
2025.12.28;10136.48;10136.48;10136.48
2025.12.29;10136.48;10136.48;10136.48
2025.12.30;10136.48;10136.48;10136.48
2025.12.31;10136.48;10136.48;10136.48
2026.01.01;10136.48;10136.48;10136.48
2026.01.02;10136.48;10136.48;10136.48
2026.01.04;10136.48;10136.48;10136.48
2026.01.05;10136.48;10136.48;10136.48
2026.01.06;10136.48;10136.48;10136.48
2026.01.07;10136.48;10136.48;10136.48
2026.01.08;10136.48;10136.48;10136.48
2026.01.09;10136.48;10136.48;10136.48
2026.01.11;10136.48;10136.48;10136.48
2026.01.12;10136.48;10136.48;10136.48
2026.01.13;10136.48;10136.48;10136.48
2026.01.14;10136.48;10136.48;10136.48
2026.01.15;10136.48;10136.48;10136.48
2026.01.16;10136.48;10136.48;10136.48
2026.01.18;10136.48;10136.48;10136.48
2026.01.19;10136.48;10136.48;10136.48
2026.01.20;10136.48;10136.48;10136.48
2026.01.21;10136.48;10136.48;10136.48
2026.01.22;10136.48;10136.48;10136.48
2026.01.23;10136.48;10136.48;10136.48
2026.01.25;10136.48;10136.48;10136.48
2026.01.26;10136.48;10136.48;10136.48
2026.01.27;10136.48;10136.48;10136.48
2026.01.28;10136.48;10136.48;10136.48
2026.01.29;10136.48;10136.48;10136.48
2026.01.30;10136.48;10136.48;10136.48
2026.02.01;10136.48;10136.48;10136.48
2026.02.02;10136.48;10136.48;10136.48
2026.02.03;10136.48;10136.48;10136.48
