entry,exit,direction,pnl,r,reason,tag
2022-08-22 00:10:00+00:00,2022-10-02 23:52:00+00:00,-1,399.92544630411027,3.999254463041103,target,lagged macro trend
2022-11-22 00:05:00+00:00,2022-12-13 13:55:00+00:00,-1,-90.2622069503758,-0.867912057797038,fast-alpha stop confirmation,lagged macro trend
2023-02-22 00:05:00+00:00,2023-03-17 15:10:00+00:00,-1,-101.40686744474314,-0.9836098919085534,fast-alpha stop confirmation,lagged macro trend
2023-06-22 00:05:00+00:00,2023-07-13 04:20:00+00:00,-1,-101.59647336819978,-0.9952382627044148,fast-alpha stop confirmation,lagged macro trend
2023-10-23 00:10:00+00:00,2023-11-07 14:25:00+00:00,-1,-101.84785914539329,-1.0077301518783486,fast-alpha stop confirmation,lagged macro trend
2023-11-22 00:15:00+00:00,2024-02-09 08:02:00+00:00,1,400.1035847747344,3.999111459558345,target,lagged macro trend
2024-04-22 00:05:00+00:00,2024-06-17 17:53:00+00:00,1,416.133788567774,3.999396089297587,target,lagged macro trend
2024-10-22 00:05:00+00:00,2025-01-20 00:00:00+00:00,1,203.38249929179926,1.8795080914461886,time,lagged macro trend
2025-06-23 00:05:00+00:00,2025-09-12 13:30:00+00:00,1,440.9029223846216,3.9993255516732282,target,lagged macro trend
2026-02-23 00:05:00+00:00,2026-03-20 19:30:00+00:00,1,-114.17417016676588,-0.9958206351205798,fast-alpha stop confirmation,lagged macro trend
