entry,exit,direction,pnl,r,reason,tag
2022-01-21 20:20:00+00:00,2022-01-21 20:55:00+00:00,-1,23.60864571368973,0.23608645713689727,time,Paper ATR-open trend
2022-01-24 16:55:00+00:00,2022-01-24 19:15:00+00:00,-1,-87.4405586754084,-0.8723460957626259,fast-alpha stop confirmation,Paper ATR-open trend
2022-01-26 20:30:00+00:00,2022-01-26 20:55:00+00:00,-1,12.590431790981917,0.12671315220005305,time,Paper ATR-open trend
2022-01-27 18:35:00+00:00,2022-01-27 20:55:00+00:00,-1,0.8204659185125641,0.008246917612481298,time,Paper ATR-open trend
2022-01-31 19:35:00+00:00,2022-01-31 20:55:00+00:00,1,22.83021921241308,0.2294591484464891,time,Paper ATR-open trend
2022-02-11 18:55:00+00:00,2022-02-11 20:55:00+00:00,-1,19.951099745896173,0.20006298716636395,time,Paper ATR-open trend
2022-02-17 20:20:00+00:00,2022-02-17 20:55:00+00:00,-1,10.459923713961508,0.10467920887602508,time,Paper ATR-open trend
2022-02-18 17:50:00+00:00,2022-02-18 20:55:00+00:00,-1,-18.418173981625223,-0.184129811022063,time,Paper ATR-open trend
2022-02-23 16:35:00+00:00,2022-02-23 20:55:00+00:00,-1,103.18519500106551,1.0334639415440072,time,Paper ATR-open trend
2022-02-24 15:25:00+00:00,2022-02-24 20:55:00+00:00,1,158.25560895409265,1.568815268275119,time,Paper ATR-open trend
2022-03-03 20:20:00+00:00,2022-03-03 20:55:00+00:00,-1,1.0201454847749585,0.00995667705403859,time,Paper ATR-open trend
2022-03-07 18:30:00+00:00,2022-03-07 20:55:00+00:00,-1,39.94735961381914,0.38984965059645943,time,Paper ATR-open trend
2022-03-22 16:35:00+00:00,2022-03-22 19:55:00+00:00,1,-7.537234544940587,-0.07327086122266716,time,Paper ATR-open trend
2022-04-04 15:20:00+00:00,2022-04-04 19:55:00+00:00,1,33.9823083765314,0.33059057730590385,time,Paper ATR-open trend
2022-04-05 14:50:00+00:00,2022-04-05 19:55:00+00:00,-1,78.2709801105833,0.7589357268793058,time,Paper ATR-open trend
2022-04-12 18:35:00+00:00,2022-04-12 19:55:00+00:00,-1,-6.8076484748952515,-0.06551153509198474,time,Paper ATR-open trend
2022-04-13 16:50:00+00:00,2022-04-13 19:55:00+00:00,1,12.58852531331992,0.12122162953666105,time,Paper ATR-open trend
2022-04-14 16:35:00+00:00,2022-04-14 19:55:00+00:00,-1,37.56638914737142,0.36130882821629673,time,Paper ATR-open trend
2022-04-19 14:55:00+00:00,2022-04-19 19:55:00+00:00,1,22.452229905256043,0.2151653253175627,time,Paper ATR-open trend
2022-04-20 16:20:00+00:00,2022-04-20 19:55:00+00:00,-1,-0.4600153598256155,-0.004398976982092753,time,Paper ATR-open trend
2022-04-21 16:35:00+00:00,2022-04-21 19:55:00+00:00,-1,105.09915833488883,1.0050732157269704,time,Paper ATR-open trend
2022-04-22 17:45:00+00:00,2022-04-22 19:55:00+00:00,-1,42.04845811688391,0.3981120738113227,time,Paper ATR-open trend
2022-04-26 14:50:00+00:00,2022-04-26 19:55:00+00:00,-1,56.967531703389454,0.537226132645983,time,Paper ATR-open trend
2022-04-28 18:55:00+00:00,2022-04-28 19:55:00+00:00,1,-23.4800633048196,-0.22024298894674266,time,Paper ATR-open trend
2022-04-29 19:00:00+00:00,2022-04-29 19:55:00+00:00,-1,48.02173223554248,0.4514380992080033,time,Paper ATR-open trend
2022-05-04 19:20:00+00:00,2022-05-04 19:55:00+00:00,1,43.179692705757475,0.4040952778938571,time,Paper ATR-open trend
2022-05-05 14:45:00+00:00,2022-05-05 19:55:00+00:00,-1,54.53033759326156,0.5082659162856163,time,Paper ATR-open trend
