entry,exit,direction,pnl,r,reason,tag
2022-01-14 17:00:00+00:00,2022-01-14 18:00:00+00:00,1,-100.26531422589684,-1.0026531422589684,stop,H1 supply demand retest
2022-01-26 20:00:00+00:00,2022-01-31 17:18:00+00:00,-1,-99.0909103910188,-1.0009451115231625,stop,H1 supply demand retest
2022-02-01 15:00:00+00:00,2022-02-01 15:00:00+00:00,-1,194.73199618568012,1.9869306613796243,target,H1 supply demand retest
2022-02-04 15:00:00+00:00,2022-02-04 15:38:00+00:00,1,-100.2396538384317,-1.0028602838880483,stop,H1 supply demand retest
2022-02-23 18:00:00+00:00,2022-02-23 19:41:00+00:00,-1,197.57269215348938,1.9966647229791419,target,H1 supply demand retest
2022-03-08 20:00:00+00:00,2022-03-08 20:48:00+00:00,1,-101.089869438265,-1.001612860754165,stop,H1 supply demand retest
2022-03-11 16:00:00+00:00,2022-03-11 17:03:00+00:00,1,-100.13480714464927,-1.0021880111871435,stop,H1 supply demand retest
2022-03-24 13:00:00+00:00,2022-03-24 14:32:00+00:00,1,-99.807311544641,-1.0090226117699295,stop,H1 supply demand retest
2022-04-26 19:00:00+00:00,2022-04-26 19:13:00+00:00,1,-98.49960612362118,-1.0059523809523971,stop,H1 supply demand retest
2022-05-04 19:00:00+00:00,2022-05-05 15:09:00+00:00,1,-97.0070898110402,-1.0007770172053831,stop,H1 supply demand retest
2022-05-06 16:00:00+00:00,2022-05-06 16:07:00+00:00,-1,-96.18715680175802,-1.0023494325401268,stop,H1 supply demand retest
2022-05-09 17:00:00+00:00,2022-05-10 13:30:00+00:00,-1,-95.17222465702794,-1.0018146871146154,stop,H1 supply demand retest
2022-05-11 15:00:00+00:00,2022-05-11 15:38:00+00:00,-1,-94.49818628577592,-1.0047856235960675,stop,H1 supply demand retest
2022-05-12 17:00:00+00:00,2022-05-12 17:32:00+00:00,1,-93.45603992565627,-1.0037905746201794,stop,H1 supply demand retest
2022-05-30 17:00:00+00:00,2022-05-31 07:20:00+00:00,-1,183.92010370533683,1.9954753916710148,target,H1 supply demand retest
2022-06-03 15:00:00+00:00,2022-06-06 07:59:00+00:00,-1,-94.28128205821935,-1.0029095025938197,stop,H1 supply demand retest
2022-06-08 16:00:00+00:00,2022-06-08 16:45:00+00:00,1,-93.28664290493269,-1.0023820944281743,stop,H1 supply demand retest
2022-06-13 17:00:00+00:00,2022-06-14 06:03:00+00:00,-1,-92.4156278822027,-1.0030775479270602,stop,H1 supply demand retest
2022-06-21 18:00:00+00:00,2022-06-21 18:40:00+00:00,-1,-91.84693331290615,-1.0070059984691848,stop,H1 supply demand retest
2022-06-21 23:00:00+00:00,2022-06-22 00:54:00+00:00,1,-90.74289978284492,-1.0050220526188265,stop,H1 supply demand retest
2022-06-29 14:00:00+00:00,2022-06-30 05:25:00+00:00,1,-89.58054356211187,-1.002220929617689,stop,H1 supply demand retest
2022-07-08 18:00:00+00:00,2022-07-11 02:06:00+00:00,1,-88.73765829917214,-1.0028414747060506,stop,H1 supply demand retest
2022-07-25 23:00:00+00:00,2022-07-26 15:30:00+00:00,1,-88.15676853989324,-1.0063690128030331,stop,H1 supply demand retest
2022-07-26 18:00:00+00:00,2022-07-27 08:08:00+00:00,-1,-87.06530428187405,-1.0040132902701027,stop,H1 supply demand retest
2022-08-04 19:00:00+00:00,2022-08-04 19:15:00+00:00,-1,-86.61233139760724,-1.0089194158086274,stop,H1 supply demand retest
2022-08-16 13:00:00+00:00,2022-08-16 13:31:00+00:00,-1,-85.61525632507119,-1.0074693603788745,stop,H1 supply demand retest
2022-08-16 14:00:00+00:00,2022-08-19 08:22:00+00:00,1,-84.39631942674379,-1.0032329008137322,stop,H1 supply demand retest
