entry,exit,direction,pnl,r,reason,tag
2022-08-22 00:00:00+00:00,2022-10-03 00:01:00+00:00,-1,399.9260623871909,3.999260623871909,target,lagged macro trend
2022-11-22 00:00:00+00:00,2022-12-13 13:30:00+00:00,-1,-104.06457317490677,-1.000628009763176,stop,lagged macro trend
2023-02-22 00:00:00+00:00,2023-03-17 15:01:00+00:00,-1,-103.0355362677598,-1.0007471096587455,stop,lagged macro trend
2023-06-22 00:00:00+00:00,2023-07-13 04:13:00+00:00,-1,-102.01181246277203,-1.0008197229474192,stop,lagged macro trend
2023-10-23 00:00:00+00:00,2023-11-07 14:15:00+00:00,-1,-100.98207110690959,-1.0007326435812098,stop,lagged macro trend
2023-11-22 00:00:00+00:00,2024-02-08 15:48:00+00:00,1,399.5033152782761,3.9990994093184664,target,lagged macro trend
2024-04-22 00:00:00+00:00,2024-06-17 18:03:00+00:00,1,415.5112647810841,3.999401784592184,target,lagged macro trend
2024-10-22 00:00:00+00:00,2025-01-20 00:00:00+00:00,1,195.27857409231743,1.8073238836993877,time,lagged macro trend
2025-06-23 00:00:00+00:00,2025-09-15 13:38:00+00:00,1,439.9344415293783,3.999358485378589,target,lagged macro trend
2026-02-23 00:00:00+00:00,2026-03-20 19:22:00+00:00,1,-114.44990627022894,-1.0004310258959626,stop,lagged macro trend
