entry,exit,direction,pnl,r,reason,tag
2022-01-14 17:05:00+00:00,2022-01-14 18:05:00+00:00,1,-74.13710136051644,-0.7413710136051643,fast-alpha stop confirmation,H1 supply demand retest
2022-01-26 20:15:00+00:00,2022-01-31 17:25:00+00:00,-1,-93.67460812769234,-0.9437427162179735,fast-alpha stop confirmation,H1 supply demand retest
2022-02-01 15:10:00+00:00,2022-02-01 16:05:00+00:00,-1,-62.331023467097495,-0.6339486350891781,fast-alpha stop confirmation,H1 supply demand retest
2022-02-04 15:05:00+00:00,2022-02-04 15:45:00+00:00,1,-93.99736095839312,-0.9621160103890298,fast-alpha stop confirmation,H1 supply demand retest
2022-02-23 18:20:00+00:00,2022-02-24 01:22:00+00:00,-1,193.33381632332672,1.9981047493434259,target,H1 supply demand retest
2022-03-08 20:10:00+00:00,2022-03-08 20:55:00+00:00,1,-91.69481517020748,-0.9291013810175731,fast-alpha stop confirmation,H1 supply demand retest
2022-03-11 16:05:00+00:00,2022-03-11 17:15:00+00:00,1,-98.45008220936215,-1.0069045585519636,fast-alpha stop confirmation,H1 supply demand retest
2022-03-24 13:10:00+00:00,2022-03-24 14:45:00+00:00,1,-101.86453799448488,-1.052423020442492,fast-alpha stop confirmation,H1 supply demand retest
2022-04-26 19:05:00+00:00,2022-04-26 19:25:00+00:00,1,-164.5894937672227,-1.7185582822085186,fast-alpha stop confirmation,H1 supply demand retest
2022-05-04 19:20:00+00:00,2022-05-05 15:15:00+00:00,1,-87.99021025346558,-0.9348135363948095,fast-alpha stop confirmation,H1 supply demand retest
2022-05-06 16:05:00+00:00,2022-05-06 16:15:00+00:00,-1,75.29408378282328,0.8074774979732035,fast-alpha stop confirmation,H1 supply demand retest
2022-05-09 17:10:00+00:00,2022-05-10 13:40:00+00:00,-1,-98.93193127419966,-1.052478699835847,fast-alpha stop confirmation,H1 supply demand retest
2022-05-11 15:15:00+00:00,2022-05-11 15:45:00+00:00,-1,-79.62820838801134,-0.8561282999097772,fast-alpha stop confirmation,H1 supply demand retest
2022-05-12 17:05:00+00:00,2022-05-12 17:55:00+00:00,1,-201.8348534150484,-2.1887804337853107,fast-alpha stop confirmation,H1 supply demand retest
2022-06-03 15:20:00+00:00,2022-06-06 08:20:00+00:00,-1,-99.5004386711232,-1.1031697781889178,fast-alpha stop confirmation,H1 supply demand retest
2022-06-08 16:10:00+00:00,2022-06-08 16:50:00+00:00,1,-70.61182190391172,-0.7916120660859965,fast-alpha stop confirmation,H1 supply demand retest
2022-06-13 17:10:00+00:00,2022-06-14 06:10:00+00:00,-1,-87.01677644059136,-0.983308030779737,fast-alpha stop confirmation,H1 supply demand retest
2022-06-21 18:10:00+00:00,2022-06-21 18:50:00+00:00,-1,-90.19734878840119,-1.0293710612483093,fast-alpha stop confirmation,H1 supply demand retest
2022-06-21 23:05:00+00:00,2022-06-22 01:00:00+00:00,1,-73.80154267087683,-0.8510151513358687,fast-alpha stop confirmation,H1 supply demand retest
2022-06-29 14:10:00+00:00,2022-06-30 05:50:00+00:00,1,-99.29786460642772,-1.1548444444444548,fast-alpha stop confirmation,H1 supply demand retest
2022-07-25 23:10:00+00:00,2022-07-26 15:45:00+00:00,1,-57.35220019003035,-0.6748049729098083,fast-alpha stop confirmation,H1 supply demand retest
2022-07-26 18:05:00+00:00,2022-07-26 19:07:00+00:00,-1,168.2993585199803,1.9936605960764522,target,H1 supply demand retest
2022-08-04 19:05:00+00:00,2022-08-04 19:25:00+00:00,-1,-30.955511534279427,-0.35952870513354407,fast-alpha stop confirmation,H1 supply demand retest
2022-08-16 13:05:00+00:00,2022-08-16 13:45:00+00:00,-1,-109.75996215130367,-1.2793923839911197,fast-alpha stop confirmation,H1 supply demand retest
2022-08-16 14:05:00+00:00,2022-08-16 18:02:00+00:00,1,169.08152497195303,1.9964027016444692,target,H1 supply demand retest
2022-08-25 11:20:00+00:00,2022-08-25 12:55:00+00:00,1,-109.03386342019562,-1.262201054351331,fast-alpha stop confirmation,H1 supply demand retest
2022-08-31 14:15:00+00:00,2022-09-01 08:36:00+00:00,-1,170.3812692471238,1.9975862742747672,target,H1 supply demand retest
2022-09-06 03:05:00+00:00,2022-09-06 05:25:00+00:00,1,-63.01792553453287,-0.7243657445900339,fast-alpha stop confirmation,H1 supply demand retest
2022-09-09 14:15:00+00:00,2022-09-12 13:52:00+00:00,1,172.4795314384455,1.997048880180512,target,H1 supply demand retest
2022-09-14 15:05:00+00:00,2022-09-14 18:10:00+00:00,1,-81.62925561214536,-0.926636410424367,fast-alpha stop confirmation,H1 supply demand retest
2022-09-19 17:05:00+00:00,2022-09-20 14:00:00+00:00,1,-95.33274118874475,-1.0923170131394657,fast-alpha stop confirmation,H1 supply demand retest
2022-09-22 20:05:00+00:00,2022-09-23 15:44:00+00:00,-1,172.47628234462746,1.9980482493992007,target,H1 supply demand retest
2022-09-27 15:05:00+00:00,2022-09-27 15:35:00+00:00,1,-143.5670051287291,-1.6305697017504717,fast-alpha stop confirmation,H1 supply demand retest
2022-10-14 13:05:00+00:00,2022-10-14 14:20:00+00:00,1,-96.12055504970736,-1.1097900867616697,fast-alpha stop confirmation,H1 supply demand retest
2022-10-17 16:05:00+00:00,2022-10-18 03:44:00+00:00,1,171.07117177143536,1.9973220775577274,target,H1 supply demand retest
2022-10-26 12:05:00+00:00,2022-10-26 13:45:00+00:00,-1,-4.923712047841974,-0.05636054046481903,fast-alpha stop confirmation,H1 supply demand retest
2022-12-05 17:10:00+00:00,2022-12-06 18:09:00+00:00,-1,174.43460274602978,1.997836682795883,target,H1 supply demand retest
2022-12-07 15:05:00+00:00,2022-12-07 15:35:00+00:00,-1,-128.88952097891132,-1.4472847682119465,fast-alpha stop confirmation,H1 supply demand retest
