entry,exit,direction,pnl,r,reason,tag
2021-11-05 20:00:00+00:00,2021-11-23 13:09:00+00:00,1,-100.23304435832901,-1.00233044358329,stop,H4 channel trend
2021-11-30 20:00:00+00:00,2021-12-17 02:43:00+00:00,-1,-99.21548484184471,-1.0022002061907516,stop,H4 channel trend
2021-12-17 08:00:00+00:00,2021-12-20 20:09:00+00:00,1,-98.31818042196441,-1.0031902869435227,stop,H4 channel trend
2021-12-28 12:00:00+00:00,2021-12-29 00:11:00+00:00,1,-97.47716569933613,-1.0046879185641575,stop,H4 channel trend
2021-12-31 16:00:00+00:00,2022-01-03 13:59:00+00:00,1,-96.4149964466582,-1.0038255547054322,stop,H4 channel trend
2022-01-19 16:00:00+00:00,2022-01-26 19:43:00+00:00,1,-95.41812447553588,-1.0035202059823387,stop,H4 channel trend
2022-01-27 20:00:00+00:00,2022-02-07 13:21:00+00:00,-1,-94.37299792889257,-1.0025897151313357,stop,H4 channel trend
2022-02-11 20:00:00+00:00,2022-02-24 03:03:00+00:00,1,279.28278399586117,2.9970626741414614,target,H4 channel trend
2022-02-24 04:00:00+00:00,2022-02-24 19:14:00+00:00,1,-96.21857918032295,-1.0025031826178998,stop,H4 channel trend
2022-03-07 00:00:00+00:00,2022-03-14 12:24:00+00:00,1,-95.20679537557643,-1.0020065355730092,stop,H4 channel trend
2022-04-12 16:00:00+00:00,2022-04-20 01:30:00+00:00,1,-94.27369636356337,-1.0022285044824777,stop,H4 channel trend
2022-04-25 12:00:00+00:00,2022-05-12 17:01:00+00:00,-1,279.15580620097126,2.997764149738086,target,H4 channel trend
2022-05-12 20:00:00+00:00,2022-05-22 22:00:00+00:00,-1,-96.1108567157475,-1.0020639713166957,stop,H4 channel trend
2022-06-13 00:00:00+00:00,2022-06-13 08:26:00+00:00,1,-95.21098308168311,-1.0027297685156298,stop,H4 channel trend
2022-06-13 20:00:00+00:00,2022-06-16 20:02:00+00:00,-1,-94.18779014969103,-1.0020012121627957,stop,H4 channel trend
2022-07-01 04:00:00+00:00,2022-07-06 15:15:00+00:00,-1,278.89918127554756,2.997053276756247,target,H4 channel trend
2022-07-06 16:00:00+00:00,2022-07-26 16:00:00+00:00,-1,59.57528493367106,0.6215678632386814,time,H4 channel trend
2022-07-28 16:00:00+00:00,2022-08-17 16:00:00+00:00,1,33.515349602224795,0.34751623450000513,time,H4 channel trend
2022-08-19 04:00:00+00:00,2022-09-01 08:19:00+00:00,-1,289.987928653667,2.996433448142336,target,H4 channel trend
2022-09-01 12:00:00+00:00,2022-09-06 00:34:00+00:00,-1,-100.0017522008209,-1.0032522440483933,stop,H4 channel trend
2022-09-15 16:00:00+00:00,2022-10-03 14:30:00+00:00,-1,-98.9180615454962,-1.002437258015097,stop,H4 channel trend
2022-10-03 20:00:00+00:00,2022-10-10 11:42:00+00:00,1,-97.9282271026293,-1.0024552444020427,stop,H4 channel trend
2022-10-19 12:00:00+00:00,2022-10-21 19:21:00+00:00,-1,-96.98835760511481,-1.0028876458261142,stop,H4 channel trend
2022-11-04 20:00:00+00:00,2022-11-15 07:47:00+00:00,1,287.04087735309605,2.9981537357837658,target,H4 channel trend
2022-11-15 08:00:00+00:00,2022-11-17 13:05:00+00:00,1,-98.85614171645952,-1.0024999642862245,stop,H4 channel trend
2022-12-01 16:00:00+00:00,2022-12-05 17:08:00+00:00,1,-97.86150234394162,-1.002463019521189,stop,H4 channel trend
2022-12-27 16:00:00+00:00,2022-12-28 09:03:00+00:00,1,-96.8883650003915,-1.002544640260571,stop,H4 channel trend
2023-01-03 04:00:00+00:00,2023-01-12 13:54:00+00:00,1,286.71913485900626,2.9968481530176683,target,H4 channel trend
2023-01-12 16:00:00+00:00,2023-02-01 16:00:00+00:00,1,181.77081800353508,1.8446258375011797,time,H4 channel trend
2023-02-02 00:00:00+00:00,2023-02-02 14:54:00+00:00,1,-100.60645873966197,-1.0024711231607784,stop,H4 channel trend
2023-02-03 16:00:00+00:00,2023-02-23 16:00:00+00:00,-1,133.30792420537773,1.3417685886235677,time,H4 channel trend
2023-02-24 16:00:00+00:00,2023-02-28 17:25:00+00:00,-1,-101.00829155750223,-1.0032061851892566,stop,H4 channel trend
2023-03-10 16:00:00+00:00,2023-03-15 17:40:00+00:00,1,298.7648205944919,2.997377923615169,target,H4 channel trend
2023-03-17 16:00:00+00:00,2023-04-06 16:00:00+00:00,1,132.80324847023832,1.2935838227188932,time,H4 channel trend
2023-04-13 16:00:00+00:00,2023-04-14 14:08:00+00:00,1,-104.23971616187578,-1.0023910043584594,stop,H4 channel trend
2023-05-03 16:00:00+00:00,2023-05-16 15:36:00+00:00,1,-103.19595505849566,-1.00240196549405,stop,H4 channel trend
2023-05-18 08:00:00+00:00,2023-06-07 08:00:00+00:00,-1,96.60594308962378,0.9478910482812158,time,H4 channel trend
2023-06-15 12:00:00+00:00,2023-06-15 13:59:00+00:00,-1,-103.13647442119051,-1.0024659001239995,stop,H4 channel trend
2023-06-22 16:00:00+00:00,2023-06-23 13:20:00+00:00,-1,-102.16514750793951,-1.0030803351404634,stop,H4 channel trend
2023-06-28 12:00:00+00:00,2023-07-03 13:16:00+00:00,-1,-101.18456547052108,-1.0035188610954717,stop,H4 channel trend
2023-07-12 04:00:00+00:00,2023-07-18 14:42:00+00:00,1,299.0284986204854,2.995739812064852,target,H4 channel trend
2023-07-18 16:00:00+00:00,2023-07-21 14:22:00+00:00,1,-103.12585548905483,-1.0030897983685865,stop,H4 channel trend
2023-08-02 16:00:00+00:00,2023-08-22 16:00:00+00:00,-1,173.86957289034152,1.7083395544053448,time,H4 channel trend
2023-08-29 16:00:00+00:00,2023-09-06 14:30:00+00:00,1,-103.86432114459447,-1.0033684291571228,stop,H4 channel trend
2023-09-26 20:00:00+00:00,2023-09-28 15:08:00+00:00,-1,306.91021674970875,2.9949182565264105,target,H4 channel trend
2023-09-28 16:00:00+00:00,2023-10-06 12:30:00+00:00,-1,316.2616498461901,2.996431557268408,target,H4 channel trend
2023-10-13 16:00:00+00:00,2023-10-20 14:06:00+00:00,1,325.82252737926575,2.9972071496967763,target,H4 channel trend
2023-10-20 16:00:00+00:00,2023-10-24 10:48:00+00:00,1,-112.19456473620308,-1.0020329925650557,stop,H4 channel trend
2023-10-27 20:00:00+00:00,2023-10-31 19:22:00+00:00,1,-111.1053373224445,-1.002348741074784,stop,H4 channel trend
2023-11-08 20:00:00+00:00,2023-11-14 14:38:00+00:00,-1,-110.11097850833326,-1.0034359538207807,stop,H4 channel trend
2023-11-21 16:00:00+00:00,2023-12-01 18:31:00+00:00,1,325.59083684155894,2.9971680098391533,target,H4 channel trend
