policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
production_current,LTA,XAUUSD,M15,2026-06,2026-06-01 01:00:00,2026-06-01 02:00:00,SELL,4533.844,4549.359821,6.0,4531.913,smart_exit,0.1243,98,8.421357,0.0002,280.0,0.5521,,"live_adaptive(vol=0.95,volume=1.93)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-06,2026-06-09 04:00:00,2026-06-09 05:30:00,SELL,4332.391,4344.524747,6.0,4344.524747,loss,-1.0002,96,7.893143,0.0002,280.0,0.3125,,"live_adaptive(vol=1.07,volume=0.80)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-06,2026-06-18 01:15:00,2026-06-18 01:45:00,SELL,4319.223,4338.194002,6.0,4317.957,smart_exit,0.0666,91,11.633429,0.0001,260.0,0.7708,,"live_adaptive(vol=1.01,volume=1.61)",static,Entry Model 2 - Internal Swing Confirmation
production_current,LTA,XAUUSD,M15,2026-06,2026-06-23 00:00:00,2026-06-23 00:30:00,SELL,4178.899,4196.10104,6.0,4192.547,smart_exit,-0.7935,98,4.760286,0.0002,260.0,0.0938,,"live_adaptive(vol=0.67,volume=1.57)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,XAUUSD,M15,2026-06,2026-06-23 00:45:00,2026-06-23 01:15:00,BUY,4193.178,4177.41313,6.0,4177.41313,loss,-1.0002,92,5.3925,0.0002,260.0,0.1458,,"live_adaptive(vol=0.86,volume=2.63)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-06,2026-06-26 00:45:00,2026-06-26 01:45:00,BUY,4020.172,4004.024529,6.0,4020.796,smart_exit,0.0385,91,8.370286,0.0001,240.0,0.1979,,"live_adaptive(vol=0.99,volume=1.96)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M30,2026-06,2026-06-17 01:00:00,2026-06-17 03:00:00,BUY,4343.453,4327.26621,6.0,4331.477,smart_exit,-0.74,99,7.285286,0.0002,280.0,0.0104,,"live_adaptive(vol=0.80,volume=1.34)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M30,2026-06,2026-06-18 05:00:00,2026-06-18 05:30:00,BUY,4322.944,4298.78414,6.0,4308.028,smart_exit,-0.6175,93,13.870071,0.0001,260.0,0.7917,,"live_adaptive(vol=1.16,volume=0.86)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M30,2026-06,2026-06-23 00:00:00,2026-06-23 01:00:00,SELL,4183.662,4196.47417,6.0,4196.47417,loss,-1.0002,98,7.247786,0.0002,260.0,0.0104,,"live_adaptive(vol=0.58,volume=1.19)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,XAUUSD,M30,2026-06,2026-06-25 03:30:00,2026-06-25 06:00:00,BUY,3995.326,3959.51534,6.0,3984.124,smart_exit,-0.3129,96,18.997714,0.0001,260.0,0.8438,,"live_adaptive(vol=1.09,volume=0.72)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAGUSD,M15,2026-05,2026-05-28 00:30:00,2026-05-28 01:00:00,BUY,74.662,74.32835,6.0,74.32835,loss,-1.0009,92,0.164357,0.0009,30.0,0.0938,,"live_adaptive(vol=0.64,volume=1.70)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAGUSD,M15,2026-06,2026-06-01 01:45:00,2026-06-01 02:00:00,SELL,75.532,76.212899,6.0,75.917,smart_exit,-0.5659,94,0.325214,0.0004,30.0,0.7812,,"live_adaptive(vol=1.16,volume=1.95)",static,Entry Model 2 - Internal Swing Confirmation
production_current,LTA,XAGUSD,M15,2026-06,2026-06-03 06:00:00,2026-06-03 06:30:00,BUY,74.581,74.182198,6.0,74.182198,loss,-1.0008,95,0.235714,0.0008,30.0,0.2708,,"live_adaptive(vol=0.95,volume=1.63)",static,Entry Model 2 - Internal Swing Confirmation
production_current,LTA,XAGUSD,M15,2026-06,2026-06-05 03:30:00,2026-06-05 05:30:00,BUY,72.696,71.916941,6.0,72.39,smart_exit,-0.3932,95,0.343357,0.0004,30.0,0.7812,,"live_adaptive(vol=1.43,volume=1.72)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,XAGUSD,M15,2026-06,2026-06-08 03:00:00,2026-06-08 06:00:00,SELL,67.308,68.11786,6.0,66.984,smart_exit,0.3997,97,0.465714,0.0004,30.0,0.7917,,"live_adaptive(vol=1.01,volume=1.04)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAGUSD,M15,2026-06,2026-06-08 03:45:00,2026-06-08 05:15:00,BUY,67.86,67.180319,6.0,67.547,smart_exit,-0.461,97,0.447286,0.0004,30.0,0.6875,,"live_adaptive(vol=1.01,volume=0.71)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAGUSD,M15,2026-06,2026-06-09 01:45:00,2026-06-09 03:45:00,SELL,68.024,68.518399,6.0,68.024,trail_stop,-0.0006,90,0.2475,0.0006,30.0,0.2708,,"live_adaptive(vol=1.13,volume=1.74)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAGUSD,M15,2026-06,2026-06-09 05:30:00,2026-06-09 13:30:00,BUY,68.488,67.69539,6.0,67.99,smart_exit,-0.6287,96,0.264071,0.0004,30.0,0.3229,,"live_adaptive(vol=1.12,volume=1.60)",static,Entry Model 2 - Internal Swing Confirmation
production_current,LTA,XAGUSD,M15,2026-06,2026-06-10 05:00:00,2026-06-10 07:30:00,BUY,63.838,63.282269,6.0,64.393731,trail_stop,0.9995,90,0.359929,0.0005,30.0,0.6146,,"live_adaptive(vol=0.92,volume=1.04)",static,Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,XAGUSD,M15,2026-06,2026-06-16 00:00:00,2026-06-16 01:15:00,SELL,69.839,70.064258,6.0,69.613742,trail_stop,0.9987,97,0.143786,0.0013,30.0,0.0417,,"live_adaptive(vol=0.73,volume=1.05)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAGUSD,M30,2026-06,2026-06-19 06:00:00,2026-06-19 11:00:00,BUY,64.051,63.21515,6.0,64.398,smart_exit,0.4148,95,0.405643,0.0004,30.0,0.4479,,"live_adaptive(vol=0.96,volume=0.97)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M15,2026-06,2026-06-18 06:00:00,2026-06-18 07:00:00,BUY,1.15222,1.15093,6.0,1.15121,smart_exit,-0.845,90,0.000427,0.062,8.0,0.25,,"live_adaptive(vol=0.99,volume=2.15)",static,Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M30,2026-05,2026-05-29 01:30:00,2026-05-29 06:30:00,SELL,1.16444,1.16568,6.0,1.16531,smart_exit,-0.7661,90,0.000418,0.0645,8.0,0.1562,,"live_adaptive(vol=0.57,volume=0.84)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M30,2026-06,2026-06-19 01:30:00,2026-06-19 05:30:00,SELL,1.1453,1.14661,6.0,1.14305,smart_exit,1.6565,96,0.000589,0.0611,8.0,0.2708,,"live_adaptive(vol=0.59,volume=0.50)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,EURUSD,M30,2026-06,2026-06-24 00:00:00,2026-06-24 06:00:00,SELL,1.13742,1.13837,6.0,1.13742,trail_stop,-0.0842,98,0.000364,0.0842,8.0,0.0312,,"live_adaptive(vol=0.55,volume=0.83)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,EURUSD,M30,2026-06,2026-06-26 03:00:00,2026-06-26 11:30:00,BUY,1.13635,1.13531,6.0,1.13947,trail_stop,2.9231,94,0.000566,0.0769,8.0,0.1979,,"live_adaptive(vol=0.82,volume=0.82)",static,Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,BTCUSD,M15,2026-05,2026-05-27 01:15:00,2026-05-27 05:00:00,SELL,75762.47,76026.82286,6.0,75498.11714,trail_stop,0.9999,97,144.085714,0.0001,1400.0,0.2708,,"live_adaptive(vol=0.57,volume=0.96)",static,Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,BTCUSD,M15,2026-05,2026-05-28 01:15:00,2026-05-28 04:30:00,SELL,74160.29,74528.696701,6.0,73055.069898,trail_stop,3.0,97,234.942857,0.0,1400.0,0.6875,,"live_adaptive(vol=0.90,volume=1.58)",static,Entry Model 2 - Internal Swing Confirmation
production_current,LTA,BTCUSD,M15,2026-05,2026-05-30 05:00:00,2026-05-30 07:30:00,BUY,73411.34,73064.21068,6.0,73394.16,smart_exit,-0.0495,91,135.062143,0.0,1400.0,0.2396,,"live_adaptive(vol=0.78,volume=1.16)",static,Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,BTCUSD,M15,2026-06,2026-06-09 01:15:00,2026-06-09 07:15:00,BUY,62762.79,62350.25907,6.0,63000.11,smart_exit,0.5753,92,269.672857,0.0,1000.0,0.5,,"live_adaptive(vol=0.98,volume=1.41)",static,Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,BTCUSD,M15,2026-06,2026-06-09 04:15:00,2026-06-09 04:30:00,SELL,62763.92,63115.996001,6.0,63115.996001,loss,-1.0,93,197.079286,0.0,1000.0,0.5,,"live_adaptive(vol=0.95,volume=1.12)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,BTCUSD,M15,2026-06,2026-06-09 23:00:00,2026-06-09 23:30:00,BUY,61697.21,61392.667143,6.0,61591.04,smart_exit,-0.3487,90,212.786429,0.0,1000.0,0.3229,,"live_adaptive(vol=0.79,volume=0.65)",static,Entry Model 2 - Internal Swing Confirmation
production_current,LTA,BTCUSD,M15,2026-06,2026-06-09 23:45:00,2026-06-10 00:30:00,BUY,61682.12,61398.459286,6.0,61398.459286,loss,-1.0,90,188.780714,0.0,1000.0,0.0938,,"live_adaptive(vol=0.74,volume=0.81)",static,Entry Model 1 - Double Wick Confirmation
