starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,330.09,30.09,10.03,58,24,34,41.38,3.4,0.0587,0.0231,25.71,M15
300.0,520.65,220.65,73.55,50,25,25,50.0,13.06,0.2613,0.0099,21.97,M30
