symbol,broker_symbol,candles,days,status
EURUSD,EURUSDm,2584,22,ok
GBPUSD,GBPUSDm,2530,22,ok
USDJPY,USDJPYm,2584,22,ok
USDCHF,USDCHFm,2530,22,ok
USDCAD,USDCADm,2530,22,ok
AUDUSD,AUDUSDm,2530,22,ok
NZDUSD,NZDUSDm,2584,22,ok
EURGBP,EURGBPm,2530,22,ok
EURJPY,EURJPYm,2530,22,ok
GBPJPY,GBPJPYm,2530,22,ok
XAUUSD,XAUUSDm,2454,22,ok
XAGUSD,XAGUSDm,2454,22,ok
US30,US30m,2448,22,ok
BTCUSD,BTCUSDm,3622,22,ok
