bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
LTA,XAUUSD,M15,LTA:XAUUSD:M15,2938,2026-06-30 03:45:00,BUY,3969.724,3949.86564,6.0,93,15.355714285714319,0.96875,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,2944,2026-06-30 05:15:00,SELL,3982.685,3999.57499,6.0,97,10.02657142857145,0.6770833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3037,2026-07-01 05:30:00,BUY,3974.701,3968.69354,6.0,93,6.696428571428604,0.28125,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3043,2026-07-01 07:00:00,SELL,3961.667,3980.0514,6.0,98,7.702642857142856,0.4895833333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 2 - Internal Swing Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3046,2026-07-01 07:45:00,BUY,3976.152,3958.62282,6.0,100,8.947857142857142,0.6770833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3061,2026-07-01 11:30:00,BUY,4029.326,3980.10619,6.0,100,8.578714285714243,0.65625,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3037,2026-07-01 05:30:00,BUY,57.582,57.3477,1.0,95,0.22199999999999928,0.2708333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,BTCUSD,M15,LTA:BTCUSD:M15,4450,2026-06-30 07:15:00,SELL,59382.55,59654.56861,1.0,91,160.3907142857154,0.19791666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,BTCUSD,M15,LTA:BTCUSD:M15,4453,2026-06-30 08:00:00,SELL,59334.78,59652.63254,1.0,91,147.48357142857225,0.10416666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,BTCUSD,M30,LTA:BTCUSD:M30,2248,2026-06-30 18:30:00,BUY,58577.2,58020.80379,1.0,98,420.64142857142826,0.7708333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,BTCUSD,M30,LTA:BTCUSD:M30,2263,2026-07-01 02:00:00,BUY,58857.14,57657.79854,1.0,92,288.07642857142804,0.4583333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,ETHUSD,M15,LTA:ETHUSD:M15,4588,2026-07-01 17:45:00,BUY,1621.04,1603.3625,1.0,91,9.850000000000023,0.8854166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,EURUSD,M15,LTA:EURUSD:M15,3001,2026-06-29 05:00:00,BUY,1.13865,1.13801,1.0,100,0.00035714285714284955,0.11458333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,EURUSD,M15,LTA:EURUSD:M15,3100,2026-06-30 05:45:00,SELL,1.13845,1.13995,1.0,94,0.00042214285714287883,0.3645833333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,EURUSD,M15,LTA:EURUSD:M15,3112,2026-06-30 08:45:00,BUY,1.13933,1.1382,1.0,93,0.000727142857142831,0.9791666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,EURUSD,M15,LTA:EURUSD:M15,3223,2026-07-01 12:30:00,SELL,1.13731,1.14009,1.0,100,0.0006057142857142571,0.7604166666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,EURUSD,H1,LTA:EURUSD:H1,763,2026-06-29 17:00:00,BUY,1.14264,1.13967,1.0,93,0.0011214285714285272,0.4791666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,GBPUSD,M15,LTA:GBPUSD:M15,3124,2026-06-30 11:45:00,BUY,1.32262,1.32133,1.0,98,0.0007607142857142892,0.7604166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,USDJPY,M15,LTA:USDJPY:M15,3079,2026-06-30 00:30:00,BUY,161.966,161.89902,1.0,92,0.026499999999998636,0.3645833333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 2 - Internal Swing Confirmation + Entry Model 4 - High Volume Continuation
LTA,USDJPY,M15,LTA:USDJPY:M15,3241,2026-07-01 17:00:00,BUY,162.478,162.34078,1.0,94,0.08814285714285777,0.8958333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,USDJPY,M30,LTA:USDJPY:M30,1540,2026-06-30 00:30:00,BUY,162.129,161.82904,1.0,98,0.06642857142857192,0.7083333333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,USDJPY,M30,LTA:USDJPY:M30,1612,2026-07-01 12:30:00,BUY,162.697,162.63766,1.0,100,0.06228571428572138,0.2604166666666667,,Entry Model 1 - Double Wick Confirmation
LTA,USDCHF,M15,LTA:USDCHF:M15,3100,2026-06-30 05:45:00,BUY,0.8099,0.80899,1.0,93,0.0002785714285714217,0.28125,,Entry Model 1 - Double Wick Confirmation
LTA,USDCHF,M30,LTA:USDCHF:M30,1612,2026-07-01 12:30:00,BUY,0.81146,0.80937,1.0,98,0.000642142857142861,0.6458333333333334,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,USDCAD,M15,LTA:USDCAD:M15,3088,2026-06-30 02:45:00,SELL,1.42283,1.42317,1.0,93,0.0004750000000000349,0.6458333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3091,2026-06-30 03:30:00,BUY,1.4234,1.42201,1.0,93,0.00046642857142858193,0.5833333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3100,2026-06-30 05:45:00,BUY,1.42344,1.42293,1.0,100,0.0003349999999999583,0.08333333333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 2 - Internal Swing Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3106,2026-06-30 07:15:00,SELL,1.42248,1.42394,1.0,97,0.00041999999999996006,0.3333333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3115,2026-06-30 09:30:00,BUY,1.42376,1.42249,1.0,92,0.000522142857142852,0.7604166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3118,2026-06-30 10:15:00,BUY,1.42355,1.42273,1.0,92,0.0004550000000000149,0.4583333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3127,2026-06-30 12:30:00,SELL,1.42302,1.42474,1.0,97,0.00047071428571429256,0.5104166666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 2 - Internal Swing Confirmation + Entry Model 4 - High Volume Continuation
LTA,USDCAD,M15,LTA:USDCAD:M15,3214,2026-07-01 10:15:00,SELL,1.42167,1.42254,1.0,100,0.0004750000000000508,0.5625,,Entry Model 3 - Confirmation of Internal Structure + Entry Model 2 - Internal Swing Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3220,2026-07-01 11:45:00,BUY,1.42211,1.4212,1.0,91,0.0003678571428572054,0.25,,Entry Model 2 - Internal Swing Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3226,2026-07-01 13:15:00,SELL,1.42134,1.42351,1.0,100,0.0006207142857143395,0.7395833333333334,,Entry Model 3 - Confirmation of Internal Structure + Entry Model 4 - High Volume Continuation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3181,2026-07-01 02:00:00,SELL,0.68862,0.69125,1.0,98,0.00041642857142854775,0.5833333333333334,,Entry Model 4 - High Volume Continuation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3187,2026-07-01 03:30:00,SELL,0.68871,0.68948,1.0,93,0.00048785714285711927,0.7708333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,NZDUSD,H1,LTA:NZDUSD:H1,787,2026-06-30 17:00:00,BUY,0.56759,0.56527,1.0,90,0.0009385714285714235,0.90625,,Entry Model 1 - Double Wick Confirmation
