policy,bot,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
challenge20_current,LTA,25,7,12,3,3,28.0,-3.6,-0.144,0.72,1.3
dynamic_aggressive,LTA,25,1,12,7,5,4.0,4.0,0.16,1.31,5.36
dynamic_balanced,LTA,25,3,12,5,5,12.0,4.0,0.16,1.31,3.84
dynamic_capped,LTA,22,3,11,4,4,13.64,5.29,0.24,1.44,3.77
dynamic_conservative,LTA,25,5,12,3,5,20.0,3.0,0.12,1.23,2.68
dynamic_score,LTA,25,4,12,4,5,16.0,5.0,0.2,1.38,4.32
fixed_current,LTA,25,8,12,1,4,32.0,2.93,0.117,1.23,2.2
production_current,LTA,25,8,12,1,4,32.0,2.93,0.117,1.23,2.2
