case,symbol,variant,period,history_quality_pct,bars,ticks,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,commission,swap,score,status,report,graph
btcusd__m1-rr15,BTCUSD,m1-rr15,M1 (2025.08.28 - 2026.08.27),100.0,523981,48563196,10000.0,10070.84,70.84,0.7084,927.78,-856.94,1.08,683.98,6.66,626.2,6.1,13,6,7,46.15,-222.01,0.0,-22.973755835455485,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\btcusd__m1-rr15.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\btcusd__m1-rr15.png
us30__m15-rr20,US30,m15-rr20,M15 (2025.08.28 - 2026.08.27),100.0,23519,66978054,10000.0,9977.71,-22.29,-0.22290000000000001,607.34,-629.63,0.96,452.52,4.34,419.89,4.04,10,3,7,30.0,-13.110000000000001,0.0,-26.89618797808102,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\us30__m15-rr20.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\us30__m15-rr20.png
ustec__m5-absorption-rr20,USTEC,m5-absorption-rr20,M5 (2025.08.28 - 2026.08.27),100.0,70506,89181485,10000.0,9741.97,-258.03,-2.5803,198.34,-456.37,0.43,493.52,4.82,348.41,3.45,7,1,6,14.29,-17.89,-38.21,-39.18618028117812,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\ustec__m5-absorption-rr20.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\ustec__m5-absorption-rr20.png
xagusd__m5-absorption-rr20,XAGUSD,m5-absorption-rr20,M5 (2025.08.28 - 2026.08.27),99.0,70406,31081433,10000.0,9449.64,-550.36,-5.5036000000000005,0.0,-550.36,0.0,550.36,5.5,550.36,5.5,5,0,5,0.0,-66.50999999999999,-3.2,-55.73652909421597,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\xagusd__m5-absorption-rr20.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\xagusd__m5-absorption-rr20.png
xauusd__m15-rr20,XAUUSD,m15-rr20,M15 (2025.08.28 - 2026.08.27),99.0,23533,100561685,10000.0,9715.37,-284.63,-2.8463,489.17,-773.8,0.63,721.25,6.91,668.52,6.44,12,3,9,25.0,-9.210000000000003,0.0,-31.059441838386235,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\xauusd__m15-rr20.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\P Continuation Failed Auction Research 2026-08-31\Backtest Reports\Locked\xauusd__m15-rr20.png
