starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,643.64,343.64,114.55,106,31,75,29.25,21.36,32.73,139,0,dynamic_aggressive
300.0,455.85,155.85,51.95,106,28,78,26.42,14.01,41.77,146,0,dynamic_score
300.0,438.27,138.27,46.09,106,29,77,27.36,12.38,39.03,139,0,dynamic_capped
300.0,434.56,134.56,44.85,106,30,76,28.3,11.28,43.3,142,0,dynamic_conservative
300.0,421.97,121.97,40.66,106,44,62,41.51,9.81,47.88,137,0,challenge20_current
300.0,406.08,106.08,35.36,106,28,78,26.42,11.01,45.84,146,0,dynamic_balanced
300.0,353.64,53.64,17.88,106,43,63,40.57,6.88,59.77,148,0,production_current
300.0,331.51,31.51,10.5,106,31,75,29.25,6.06,38.29,137,0,fixed_current
