symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step,setup_score
US30,30,1.1111111111111112,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 01:00:00,SELL,48416.3,48452.3,48376.3,48376.3,win,1.0528,0.0583,21.0,40.0,48435.2,48416.3,0.7015,36.0,0.01,500.0,0.01,100
US30,30,1.1111111111111112,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 03:30:00,BUY,48191.7,48155.7,48231.7,48231.7,win,1.0528,0.0583,21.0,40.0,48191.7,48159.4,0.6847,36.0,0.01,500.0,0.01,100
US30,30,1.1111111111111112,2026-01,2026-01-06,2026-01-07 00:45:00,2026-01-07 03:15:00,BUY,49543.5,49507.5,49583.5,49583.5,win,1.0528,0.0583,21.0,40.0,49543.5,49520.5,0.8868,36.0,0.01,500.0,0.01,100
US30,30,1.1111111111111112,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 02:30:00,SELL,49046.4,49082.4,49006.4,49006.4,win,1.0528,0.0583,21.0,40.0,49068.5,49046.4,0.5229,36.0,0.01,500.0,0.01,100
US30,30,1.1111111111111112,2026-01,2026-01-08,2026-01-09 00:45:00,2026-01-09 01:30:00,SELL,49317.4,49353.4,49277.4,49277.4,win,1.0528,0.0583,21.0,40.0,49341.7,49317.4,0.669,36.0,0.01,500.0,0.01,100
US30,30,1.1111111111111112,2026-01,2026-01-13,2026-01-14 01:00:00,2026-01-14 01:45:00,SELL,49173.2,49209.2,49133.2,49133.2,win,1.0583,0.0528,19.0,40.0,49202.7,49173.2,0.7674,36.0,0.01,500.0,0.01,100
US30,30,1.1111111111111112,2026-01,2026-01-14,2026-01-15 01:00:00,2026-01-15 01:45:00,BUY,49123.5,49087.5,49163.5,49163.5,win,1.0528,0.0583,21.0,40.0,49123.5,49097.2,0.3996,36.0,0.01,500.0,0.01,95
US30,30,1.1111111111111112,2026-01,2026-01-15,2026-01-16 01:00:00,2026-01-16 01:15:00,BUY,49514.5,49478.5,49554.5,49478.5,loss,-1.0583,0.0583,21.0,-36.0,49514.5,49490.2,0.6372,36.0,0.01,500.0,0.01,100
US30,30,1.1111111111111112,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 01:45:00,BUY,48582.7,48546.7,48622.7,48622.7,win,1.0528,0.0583,21.0,40.0,48582.7,48542.2,0.7956,36.0,0.01,500.0,0.01,100
US30,30,1.1111111111111112,2026-01,2026-01-21,2026-01-22 01:00:00,2026-01-22 02:00:00,BUY,49206.5,49170.5,49246.5,49246.5,win,1.0583,0.0528,19.0,40.0,49206.5,49172.4,0.4841,36.0,0.01,500.0,0.01,95
