prague_day;start_balance;min_equity;daily_loss_usd;end_balance;max_margin_usd
2026.07.19;10000.00;10000.00;0.00;10000.00;0.00
2026.07.20;10000.00;9980.59;19.41;10055.14;1201.79
2026.07.21;10055.14;10055.14;0.00;10055.14;0.00
2026.07.22;10055.14;10055.14;0.00;10055.14;0.00
2026.07.23;10055.14;10016.49;38.65;10038.05;674.52
2026.07.24;10038.05;10038.05;0.00;10038.05;0.00
2026.07.27;10038.05;10038.05;0.00;10038.05;0.00
2026.07.28;10038.05;10038.05;0.00;10038.05;0.00
2026.07.29;10038.05;10036.12;1.93;10093.35;1470.02
2026.07.30;10093.35;10093.35;0.00;10093.35;0.00
2026.07.31;10093.35;10093.35;0.00;10093.35;0.00
2026.08.03;10093.35;10093.35;0.00;10093.35;0.00
2026.08.04;10093.35;10093.35;0.00;10093.35;0.00
2026.08.05;10093.35;10077.08;16.27;10144.25;981.39
2026.08.06;10144.25;10144.25;0.00;10144.25;0.00
2026.08.07;10144.25;10084.00;60.25;10196.16;579.15
2026.08.10;10196.16;10174.05;22.11;10255.47;1014.01
2026.08.11;10255.47;10255.47;0.00;10255.47;0.00
2026.08.12;10255.47;10220.89;34.58;10306.84;737.95
2026.08.13;10306.84;10306.84;0.00;10306.84;0.00
2026.08.14;10306.84;10306.84;0.00;10306.84;0.00
2026.08.17;10306.84;10306.84;0.00;10306.84;0.00
2026.08.18;10306.84;10306.84;0.00;10306.84;0.00
2026.08.19;10306.84;10306.84;0.00;10306.84;0.00
2026.08.20;10306.84;10306.84;0.00;10306.84;0.00
2026.08.21;10306.84;10306.84;0.00;10306.84;0.00
2026.08.24;10306.84;10306.84;0.00;10306.84;0.00
2026.08.25;10306.84;10306.84;0.00;10306.84;0.00
2026.08.26;10306.84;10306.84;0.00;10306.84;0.00
2026.08.27;10306.84;10306.84;0.00;10306.84;0.00
2026.08.28;10306.84;10282.55;24.29;10359.46;1382.93
2026.08.31;10359.46;10359.46;0.00;10359.46;0.00
2026.09.01;10359.46;10359.46;0.00;10359.46;0.00
2026.09.02;10359.46;10359.46;0.00;10359.46;0.00
2026.09.03;10359.46;10350.30;9.16;10415.63;897.14
2026.09.04;10415.63;10348.82;66.81;10426.36;591.19
2026.09.07;10426.36;10426.36;0.00;10426.36;0.00
2026.09.08;10426.36;10426.36;0.00;10426.36;0.00
2026.09.09;10426.36;10426.36;0.00;10426.36;0.00
2026.09.10;10426.36;10426.36;0.00;10426.36;0.00
2026.09.11;10426.36;10426.36;0.00;10426.36;0.00
2026.09.14;10426.36;10312.34;114.02;10312.34;999.09
2026.09.15;10312.34;10312.34;0.00;10312.34;0.00
2026.09.16;10312.34;10312.34;0.00;10312.34;0.00
2026.09.17;10312.34;10198.46;113.88;10198.46;729.56
2026.09.18;10198.46;10198.46;0.00;10198.46;0.00
