policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,execution_type,pending_order_type,signal_time,book_aligned_retest
production_current,LTA,USDCAD,M30,2026-06,2026-06-29 14:30:00,2026-06-30 00:30:00,SELL,1.4202,1.42215,1.0,1.42215,loss,-1.0718,89,0.000784,0.0718,14.0,0.5521,,"live_adaptive(vol=1.00,volume=1.00)",static,Pending Entry Model 3 - Internal Structure Break,PENDING,SELL_STOP,2026-06-29 14:00:00,False
