signal_time,symbol,timeframe,direction,pending_order_type,trigger_price,stop_loss,setup_score,entry_model,filled
2026-06-30 02:00:00,USDCAD,M15,SELL,SELL_STOP,1.42132,1.4238,87,Pending Entry Model 3 - Internal Structure Break,False
2026-06-30 04:15:00,USDCAD,M15,SELL,SELL_STOP,1.42291,1.42388,89,Pending Entry Model 3 - Internal Structure Break,True
2026-06-30 05:00:00,USDCAD,M15,SELL,SELL_STOP,1.42298,1.42388,89,Pending Entry Model 3 - Internal Structure Break,True
2026-07-01 03:30:00,USDCAD,M15,BUY,BUY_LIMIT,1.4214,1.42114,89,Pending Supply/Demand Base Retest,True
2026-06-29 14:00:00,USDCAD,M30,SELL,SELL_STOP,1.4202,1.42215,89,Pending Entry Model 3 - Internal Structure Break,True
2026-07-01 01:15:00,AUDUSD,M15,BUY,BUY_LIMIT,0.68913,0.68878,89,Pending Entry Model 2 - LTF Swing Retest,True
2026-06-30 13:15:00,NZDUSD,M15,SELL,SELL_STOP,0.56585,0.5669,86,Pending Entry Model 3 - Internal Structure Break,False
2026-06-30 15:00:00,NZDUSD,H1,SELL,SELL_STOP,0.56581,0.5691,89,Pending Entry Model 3 - Internal Structure Break,False
