symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
AUDUSD,45,1.25,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,SELL,0.71613,0.71773,0.71413,0.71657,timeout,-0.3312,0.0562,9.0,-44.0,0.71646,0.71613,1.7048,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-02,2026-06-02 23:45:00,2026-06-03 06:00:00,SELL,0.71715,0.71875,0.71515,0.71601,timeout,0.6562,0.0562,9.0,114.0,0.7178,0.71715,3.5827,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-03,2026-06-04 01:00:00,2026-06-04 06:00:00,SELL,0.71275,0.71435,0.71075,0.71307,timeout,-0.2562,0.0562,9.0,-32.0,0.71368,0.71275,4.0062,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-04,2026-06-04 23:45:00,2026-06-05 01:00:00,SELL,0.71329,0.71489,0.71129,0.71129,win,1.1937,0.0562,9.0,200.0,0.71358,0.71329,1.7425,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-09,2026-06-09 23:45:00,2026-06-10 06:00:00,BUY,0.70224,0.70064,0.70424,0.70209,timeout,-0.15,0.0562,9.0,-15.0,0.70224,0.70154,2.0896,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-10,2026-06-11 00:15:00,2026-06-11 06:00:00,BUY,0.69994,0.69834,0.70194,0.70052,timeout,0.3063,0.0562,9.0,58.0,0.69994,0.6987,3.9817,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-11,2026-06-12 00:00:00,2026-06-12 06:00:00,SELL,0.70435,0.70595,0.70235,0.70371,timeout,0.3438,0.0562,9.0,64.0,0.70523,0.70435,1.755,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-16,2026-06-16 23:45:00,2026-06-17 06:00:00,SELL,0.70675,0.70835,0.70475,0.70577,timeout,0.5562,0.0562,9.0,98.0,0.70701,0.70675,1.3532,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-17,2026-06-17 23:45:00,2026-06-18 02:45:00,BUY,0.70186,0.70026,0.70386,0.70386,win,1.1937,0.0562,9.0,200.0,0.70186,0.70141,1.127,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-18,2026-06-18 23:45:00,2026-06-19 04:00:00,SELL,0.70134,0.70294,0.69934,0.69934,win,1.1937,0.0562,9.0,200.0,0.70176,0.70134,1.5393,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-23,2026-06-23 23:45:00,2026-06-24 06:00:00,BUY,0.69146,0.68986,0.69346,0.69153,timeout,-0.0125,0.0562,9.0,7.0,0.69146,0.691,2.7288,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-24,2026-06-24 23:45:00,2026-06-25 06:00:00,BUY,0.68989,0.68829,0.69189,0.68949,timeout,-0.3062,0.0562,9.0,-40.0,0.68989,0.68949,1.5819,160.0,0.01,200.0,0.01
AUDUSD,45,1.25,2026-06,2026-06-25,2026-06-25 23:45:00,2026-06-26 02:15:00,SELL,0.69031,0.69191,0.68831,0.68831,win,1.1937,0.0562,9.0,200.0,0.69085,0.69031,2.1236,160.0,0.01,200.0,0.01
