policy,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
dynamic_aggressive,2,0,0,2,0,0.0,0.83,0.417,0.83,6.0
dynamic_balanced,5,0,2,2,1,0.0,0.01,0.002,1.0,3.4
dynamic_capped,2,0,2,0,0,0.0,-2.16,-1.08,0.0,3.5
dynamic_conservative,3,0,1,2,0,0.0,-0.26,-0.085,0.77,2.67
dynamic_score,5,0,2,2,1,0.0,0.01,0.002,1.0,4.6
fixed_current,2,0,0,2,0,0.0,0.83,0.417,0.83,6.0
