release_utc,observed_at_utc,current_lower_pct,current_upper_pct,cut_50_probability_pct,cut_25_probability_pct,hold_probability_pct,hike_25_probability_pct,hike_50_probability_pct,source
2026-07-29T18:00:00+00:00,2026-07-28T21:00:00+00:00,3.50,3.75,0,0,70,30,0,CME FedWatch reconstruction from the prior Fed Funds futures settlement; forensic only
