symbol,timeframe,variant,return_pct,profit_factor,win_rate_pct,equity_dd_pct,trades,sharpe,recovery_factor,score,history_quality,commission,swap,path
btcusd,h4,swing-rr400,28.426099999999998,1.92,34.09,6.24,44,1.56,4.27,33.726099999999995,100%,-21.27,-294.27,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--swing-rr400--stoprr.htm
btcusd,h4,atr-rr400,24.610500000000002,1.94,34.21,7.38,38,1.52,2.98,29.235500000000002,100%,-12.05,-290.64,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--atr-rr400--stoprr.htm
btcusd,h4,atr-rr300,22.703699999999998,1.86,39.53,8.78,43,1.62,2.41,25.528699999999997,100%,-12.7,-261.24,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--atr-rr300--stoprr.htm
btcusd,h4,atr-rr200,18.3035,1.67,46.15,7.47,52,1.8,2.29,20.301,100%,-14.75,-190.05,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--atr-rr200--stoprr.htm
btcusd,h4,swing-rr100,14.5349,1.42,59.52,5.05,84,1.65,2.7,15.7724,100%,-39.19,-114.39,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--swing-rr100--stoprr.htm
btcusd,h4,atr-rr050,10.2025,1.38,74.29,5.44,105,2.14,1.79,10.9925,100%,-29.48,-67.72,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--atr-rr050--stoprr.htm
btcusd,h4,swing-rr150,11.451099999999999,1.32,47.83,6.07,69,1.05,1.66,10.6236,100%,-32.32,-154.64,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--swing-rr150--stoprr.htm
btcusd,h4,swing-rr300,12.115,1.36,32.65,7.66,49,0.8,1.52,10.370000000000003,100%,-21.64,-268.29,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--swing-rr300--stoprr.htm
btcusd,h4,atr-rr150,11.7263,1.41,49.15,8.48,59,1.34,1.29,10.1363,100%,-16.52,-150.06,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--atr-rr150--stoprr.htm
btcusd,h4,atr-rr075,8.9648,1.32,64.63,6.28,82,1.5,1.37,8.204800000000002,100%,-23.52,-90.11,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--atr-rr075--stoprr.htm
btcusd,h4,swing-rr075,8.9065,1.26,63.54,6.44,96,1.4,1.31,7.376499999999999,100%,-41.9,-96.2,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--swing-rr075--stoprr.htm
btcusd,h4,swing-rr200,7.2771,1.18,38.46,7.54,65,0.61,0.88,3.7270999999999996,100%,-34.0,-173.81,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--swing-rr200--stoprr.htm
btcusd,h4,swing-rr050,5.507300000000001,1.17,71.05,5.8,114,1.13,0.86,3.4223000000000003,100%,-48.980000000000004,-77.63,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--swing-rr050--stoprr.htm
btcusd,h4,signal-rr100,5.6502,1.1,53.49,10.18,129,0.83,0.54,-0.569799999999999,100%,-82.98,-97.26,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--signal-rr100--stoprr.htm
btcusd,h4,signal-rr400,6.390900000000001,1.11,22.97,11.19,74,0.36,0.53,-0.7215999999999985,100%,-52.48,-326.33,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--signal-rr400--stoprr.htm
btcusd,h4,atr-rr100,2.9991000000000003,1.1,52.86,8.5,70,0.42,0.34,-2.165899999999999,100%,-20.21,-116.58,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--atr-rr100--stoprr.htm
btcusd,h4,signal-rr050,1.7218,1.04,68.46,6.88,149,0.43,0.25,-2.8232,100%,-103.65,-60.910000000000004,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--signal-rr050--stoprr.htm
btcusd,h4,signal-rr075,3.4809,1.07,59.85,10.41,137,0.64,0.32,-3.306599999999999,100%,-88.22,-83.11,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--signal-rr075--stoprr.htm
btcusd,h4,signal-rr150,2.4791,1.04,41.9,10.71,105,0.27,0.21,-5.018400000000001,100%,-71.12,-148.03,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--signal-rr150--stoprr.htm
btcusd,h4,signal-rr300,1.0145,1.02,26.51,14.07,83,0.07,0.06,-9.303,100%,-58.08,-241.09,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--signal-rr300--stoprr.htm
btcusd,h4,signal-rr200,-4.9609,0.92,32.63,13.64,95,-0.45,-0.34,-16.2159,100%,-65.08,-188.13,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\btcusd--h4--signal-rr200--stoprr.htm
ustec,h4,swing-rr300,29.341100000000004,1.79,42.0,6.78,50,2.54,3.84,33.426100000000005,98%,-29.2,-785.52,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\stoprr\ustec--h4--swing-rr300--stoprr.htm
