symbol,timeframe,variant,return_pct,profit_factor,win_rate_pct,equity_dd_pct,trades,sharpe,recovery_factor,score,history_quality,commission,swap,path
btcusd,h4,longonly,11.451099999999999,1.32,47.83,6.07,69,1.05,1.66,10.6236,100%,-32.32,-154.64,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h4--longonly--screen.htm
btcusd,h4,ema50,9.6175,1.34,47.37,4.93,57,1.32,1.83,9.98,100%,-16.96,-52.59,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h4--ema50--screen.htm
btcusd,h4,markov,9.53,1.22,45.12,5.88,82,1.22,1.54,7.929999999999999,100%,-39.54,-87.59,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h4--markov--screen.htm
btcusd,h4,base,12.565999999999999,1.18,44.53,9.77,128,0.75,1.12,7.413499999999998,100%,-67.36,-152.89,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h4--base--screen.htm
btcusd,h4,range,8.3527,1.13,43.7,11.26,119,0.57,0.65,1.492699999999999,100%,-56.31,-148.07,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h4--range--screen.htm
btcusd,h1,ema50,-9.381499999999999,0.94,39.15,19.71,258,-0.7,-0.45,-25.114000000000004,100%,-249.34,-141.06,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h1--ema50--screen.htm
btcusd,h1,markov,-10.481300000000001,0.93,39.16,19.78,263,-0.67,-0.51,-26.351300000000002,100%,-233.24,-139.61,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h1--markov--screen.htm
btcusd,h1,longonly,-11.573599999999999,0.94,39.63,26.22,323,-0.68,-0.4,-32.1786,100%,-318.83,-294.63,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h1--longonly--screen.htm
btcusd,h1,range,-15.662400000000002,0.93,39.33,29.21,445,-0.66,-0.52,-38.5999,100%,-374.29,-186.72,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h1--range--screen.htm
btcusd,h1,base,-32.2398,0.88,38.2,42.43,555,-1.25,-0.72,-65.88730000000001,100%,-491.72,-248.3,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--h1--base--screen.htm
btcusd,m15,longonly,-74.158,0.85,37.15,74.69,1303,-3.57,-0.97,-133.4605,100%,-1838.7,-385.11,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--m15--longonly--screen.htm
btcusd,m15,ema50,-74.7157,0.79,36.93,75.84,1205,-4.19,-0.97,-135.7907,100%,-1625.98,-168.96,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--m15--ema50--screen.htm
btcusd,m15,markov,-75.4309,0.82,36.5,78.05,1241,-4.71,-0.88,-138.12339999999998,100%,-1739.51,-193.74,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--m15--markov--screen.htm
btcusd,m15,range,-82.02649999999998,0.85,37.64,82.47,1950,-3.2,-0.97,-146.97899999999998,100%,-2181.12,-277.7,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--m15--range--screen.htm
btcusd,m15,base,-85.1054,0.86,38.09,85.29,2447,-2.95,-0.99,-151.9479,100%,-2604.47,-272.83,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\btcusd--m15--base--screen.htm
ustec,h4,longonly,6.555599999999999,1.19,48.28,5.43,58,0.9,1.14,4.833099999999999,98%,-29.07,-469.27,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\ustec--h4--longonly--screen.htm
ustec,h4,range,3.1069,1.06,44.05,9.11,84,0.32,0.31,-2.965599999999999,98%,-36.98,-448.8,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\ustec--h4--range--screen.htm
ustec,h4,base,0.122,1.0,42.55,13.08,94,0.01,0.01,-9.683,98%,-40.089999999999996,-451.82,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\ustec--h4--base--screen.htm
ustec,h4,ema50,-3.689,0.83,38.24,7.88,34,-1.02,-0.45,-12.109,98%,-11.72,-172.18,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\ustec--h4--ema50--screen.htm
ustec,h4,markov,-5.7974,0.83,37.74,12.05,53,-0.98,-0.45,-17.0249,98%,-20.22,-239.29,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\ustec--h4--markov--screen.htm
ustec,h1,markov,-18.5835,0.82,36.36,20.55,176,-2.73,-0.89,-37.16100000000001,98%,-188.85,-200.19,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\ustec--h1--markov--screen.htm
ustec,h1,ema50,-17.3241,0.78,36.22,24.25,127,-2.8,-0.7,-39.1116,98%,-105.74,-354.67,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\ustec--h1--ema50--screen.htm
ustec,h1,range,-15.1315,0.91,39.5,30.51,281,-1.03,-0.42,-39.429,98%,-271.4,-695.69,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\screen\ustec--h1--range--screen.htm
