symbol,period,return_pct,profit_factor,win_rate_pct,equity_dd_pct,trades,sharpe,recovery_factor,commission,swap
ustec,baseline_locked,7.733,1.27,47.06,8.09,51,1.43,0.89,-15.58,-157.82
ustec,optimized_locked,6.0402,1.29,33.33,10.03,27,1.1,0.55,-9.38,-254.48
ustec,optimized_full,37.0727,1.58,38.96,10.06,77,2.05,2.6,-41.34,-1115.17
btcusd,baseline_locked,-14.9045,0.72,32.56,21.31,86,-2.12,-0.65,-30.81,-41.35
btcusd,optimized_locked,-9.0407,0.56,38.46,14.1,39,-2.11,-0.61,-13.35,-70.36
btcusd,optimized_full,17.771800000000002,1.35,43.43,14.3,99,0.88,0.9,-49.78,-288.79
xauusd,baseline_locked,16.9391,1.93,57.14,3.05,49,4.24,4.64,-4.87,-51.06
xauusd,optimized_locked,16.1025,2.74,48.0,3.07,25,5.35,4.43,-2.97,-74.84
xauusd,optimized_full,63.851499999999994,2.47,46.15,6.11,91,4.16,7.89,-31.94,-823.78
