symbol,timeframe,variant,return_pct,profit_factor,win_rate_pct,equity_dd_pct,trades,sharpe,recovery_factor,score,history_quality,commission,swap,path
ethusd,h4,swing-rr200,1.8925999999999998,1.04,35.14,8.11,74,0.2,0.22,-3.6898999999999993,100%,-63.63,-78.36,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--swing-rr200--stoprr.htm
ethusd,h4,atr-rr100,0.5224000000000001,1.01,51.32,7.35,76,0.08,0.07,-4.850099999999999,100%,-46.19,-61.12,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--atr-rr100--stoprr.htm
ethusd,h4,atr-rr400,1.8147999999999997,1.05,21.74,10.1,46,0.16,0.17,-5.180199999999999,100%,-28.68,-104.61,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--atr-rr400--stoprr.htm
ethusd,h4,swing-rr400,0.2722,1.01,21.05,11.49,57,0.02,0.02,-8.2353,100%,-50.11,-110.1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--swing-rr400--stoprr.htm
ethusd,h4,atr-rr300,1.0297,1.03,26.53,13.17,49,0.09,0.07,-8.502799999999999,100%,-31.05,-98.96,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--atr-rr300--stoprr.htm
ethusd,h4,swing-rr300,0.6885,1.01,26.23,12.86,61,0.06,0.05,-8.8265,100%,-52.39,-98.45,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--swing-rr300--stoprr.htm
ethusd,h4,atr-rr150,-1.5238999999999998,0.96,40.0,11.09,60,-0.18,-0.13,-10.331399999999999,100%,-36.76,-80.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--atr-rr150--stoprr.htm
ethusd,h4,atr-rr075,-4.2508,0.89,55.17,6.43,87,-0.78,-0.66,-10.5633,100%,-51.66,-48.84,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--atr-rr075--stoprr.htm
ethusd,h4,atr-rr200,-2.6522000000000006,0.93,32.73,13.12,55,-0.29,-0.19,-13.3372,100%,-33.9,-84.24,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--atr-rr200--stoprr.htm
ethusd,h4,signal-rr300,-0.41859999999999997,0.99,25.84,19.03,89,-0.03,-0.02,-14.8061,100%,-120.79,-99.79,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-stoprr\ethusd--h4--signal-rr300--stoprr.htm
