starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,359.53,59.53,19.84,83,37,46,44.58,5.42,0.0653,0.0215,38.41,US30
300.0,348.93,48.93,16.31,21,9,12,42.86,3.8,0.181,0.0001,14.26,XAUUSD
