starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,month,symbol
300.0,257.21,-42.79,-14.26,3,0,3,0.0,-3.0,-1.0001,0.0001,14.26,2026-01,XAUUSD
300.0,360.09,60.09,20.03,4,1,3,25.0,5.0,1.2499,0.0001,14.26,2026-02,XAUUSD
300.0,360.08,60.08,20.03,4,1,3,25.0,5.0,1.2498,0.0002,14.27,2026-03,XAUUSD
300.0,322.78,22.78,7.59,4,1,3,25.0,2.1,0.5247,0.0002,14.27,2026-04,XAUUSD
300.0,403.1,103.1,34.37,5,2,3,40.0,7.39,1.4777,0.0003,9.75,2026-05,XAUUSD
300.0,270.74,-29.26,-9.75,2,0,2,0.0,-2.0,-1.0002,0.0002,9.75,2026-06,XAUUSD
