starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,359.01,59.01,19.67,26,11,15,42.31,4.41,0.1696,0.0192,21.75,M15
300.0,276.78,-23.22,-7.74,16,4,12,25.0,-1.32,-0.0824,0.0138,19.39,M30
