symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
US30,M30,2026-05,2026-05-27 12:00:00,2026-05-27 14:00:00,SELL,50647.1,50791.38422,50358.53155,50791.38422,SL,-1.0159,0.0159,23.0,100,50661.9,50687.0,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 2.48 ATR; lot sizing must preserve the configured dollar-risk cap.,-15.24,284.76
US30,M15,2026-05,2026-05-28 08:15:00,2026-05-28 08:45:00,BUY,50649.7,50591.41194,50766.27612,50661.5,SMART_EXIT,0.1664,0.036,21.0,100,50629.5,50632.1,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.63 ATR; lot sizing must preserve the configured dollar-risk cap.,2.37,287.13
US30,M15,2026-05,2026-05-29 18:15:00,2026-05-29 19:15:00,SELL,51013.2,51138.0424,50763.51521,51107.7,SMART_EXIT,-0.7738,0.0168,21.0,97,51016.0,51021.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 2.13 ATR; lot sizing must preserve the configured dollar-risk cap.,-11.11,276.02
US30,M15,2026-06,2026-06-01 23:45:00,2026-06-02 00:00:00,BUY,50971.4,50919.51071,51075.17857,50919.51071,SL,-1.0443,0.0443,23.0,98,50952.8,50953.0,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.50 ATR; lot sizing must preserve the configured dollar-risk cap.,-14.41,261.61
US30,M15,2026-06,2026-06-02 14:00:00,2026-06-02 23:00:00,BUY,51007.5,50686.125,51650.25,51336.4,SMART_EXIT,1.0169,0.0065,21.0,100,50941.6,50952.9,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 3.50 ATR; lot sizing must preserve the configured dollar-risk cap.,13.3,274.91
US30,M15,2026-06,2026-06-03 13:30:00,2026-06-03 20:30:00,SELL,51147.1,51348.2,50744.9,50744.9,TP,1.9896,0.0104,21.0,100,51240.6,51243.8,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 3.50 ATR; lot sizing must preserve the configured dollar-risk cap.,27.35,302.26
XAUUSD,M30,2026-06,2026-06-08 02:00:00,2026-06-08 06:00:00,SELL,4314.761,4347.73136,4248.82028,4305.97,SMART_EXIT,0.2666,0.0001,260.0,100,4329.822,4332.843,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.97 ATR; lot sizing must preserve the configured dollar-risk cap.,4.03,306.29
US30,M30,2026-06,2026-06-10 12:30:00,2026-06-10 17:30:00,SELL,50690.4,50944.78597,50181.62807,50181.62807,TP,1.9921,0.0079,20.0,99,50709.5,50758.1,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 2.22 ATR; lot sizing must preserve the configured dollar-risk cap.,30.51,336.8
US30,M30,2026-06,2026-06-11 12:00:00,2026-06-11 14:00:00,BUY,50239.1,50111.01276,50495.27448,50239.1,TRAIL,-0.0164,0.0164,21.0,99,50189.7,50208.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 1.58 ATR; lot sizing must preserve the configured dollar-risk cap.,-0.28,336.52
US30,M15,2026-06,2026-06-12 11:15:00,2026-06-12 13:00:00,SELL,51253.4,51452.97842,50854.24316,51178.6,SMART_EXIT,0.3643,0.0105,21.0,100,51260.6,51272.6,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.; Dynamic stop widened to 2.33 ATR; lot sizing must preserve the configured dollar-risk cap.,6.13,342.65
