logical_symbol,broker_symbol,side,signal_time,entry_time,exit_time,entry,sl,tp1,tp2,final_tp,target_multiple,exit_price,result,r_multiple,risk_per_lot,bull_pct,bear_pct,bias,atr,spread,entry_time_iso,exit_time_iso,lot,risk_budget,actual_risk,pnl,balance_before,balance_after
BTCUSD,BTCUSDm,SELL,1779451200,1779451200,1779522600,77347.59,78383.39,76311.79,75275.98,74240.18,3,74240.18,win,2.0,1035.8,28.57,57.14,MILD BEAR,690.54,14.0,2026-05-22T12:00:00Z,2026-05-23T07:50:00Z,0.04,45.0,41.43,82.86,300.0,382.86
BTCUSD,BTCUSDm,SELL,1779825600,1779825600,1780314900,75921.84,77162.16,74681.52,73441.19,72200.87,3,72200.87,win,2.0,1240.32,14.29,71.43,STRONG BEAR,826.88,14.0,2026-05-26T20:00:00Z,2026-06-01T11:55:00Z,0.04,57.43,49.61,99.23,382.86,482.09
BTCUSD,BTCUSDm,BUY,1780934400,1780934400,1781014500,63750.4,61747.24,65753.56,67756.72,69759.88,3,61747.24,loss,-1.0,2003.16,100.0,0.0,STRONG BULL,1335.44,10.0,2026-06-08T16:00:00Z,2026-06-09T14:15:00Z,0.03,72.31,60.09,-60.09,482.09,421.99
BTCUSD,BTCUSDm,BUY,1781193600,1781193600,1781724900,62692.33,61112.61,64272.05,65851.76,67431.48,3,64272.05,trail_stop,1.0,1579.72,57.14,28.57,MILD BULL,1053.14,10.0,2026-06-11T16:00:00Z,2026-06-17T19:35:00Z,0.04,63.3,63.19,63.19,421.99,485.18
