time,z,beta,mean,sd,atr,low,high,signal_spread,mean_log_b
1767326400,-1.5231624898710732,1.0,4.2272566056164536,0.09137224163123107,0.016079553324802123,4.043997973009147,4.113766140806036,4.088081834548326,4.135530949214775
1767340800,-1.5839147302109282,1.0,4.224839985702755,0.09092956012250067,0.014635709810832256,4.043997973009147,4.113766140806036,4.080815316013126,4.13847080540556
1767355200,-1.5639877080359093,1.0,4.222436174321935,0.09063773664082277,0.01399470059710138,4.043997973009147,4.113766140806036,4.080679868331492,4.141360520351853
1767369600,-1.450212113076742,1.0,4.220031635831611,0.09028323986784392,0.013068641128118548,4.080679868331492,4.113766140806036,4.089101787767451,4.1442225597312445
1767384000,-1.3821422966746983,1.0,4.217684639407492,0.08975001156410052,0.012928288248071176,4.080679868331492,4.113766140806036,4.093637352297705,4.1469439477769
1767585600,-1.641003346325236,1.0,4.215362277437532,0.08908134417182734,0.011645025898962531,4.080679868331492,4.113766140806036,4.069179493556414,4.149607840134965
1767600000,-1.6109045902436767,1.0,4.212802234447185,0.08853536868012295,0.013097632878751193,4.069179493556414,4.113766140806036,4.070180202641459,4.152675461677713
1767614400,-1.491211211028666,1.0,4.210300186930738,0.08800360514972136,0.012936851399554186,4.069179493556414,4.113766140806036,4.079068224320533,4.1557037853040555
1767628800,-1.7551903395448534,1.0,4.207920968153554,0.087400604356571,0.012110078727919391,4.069179493556414,4.093637352297705,4.054516271716519,4.158544019653848
1767643200,-1.5982199912548045,1.0,4.2053781583098635,0.08709147387075186,0.013449412177235371,4.054516271716519,4.093637352297705,4.066186823701782,4.1616157600139845
1767672000,-1.9131874441185353,1.0,4.202954665486468,0.08661365521088944,0.010325952851083604,4.054516271716519,4.093637352297705,4.037246507847782,4.164526199707691
1767686400,-1.7988221530585309,1.0,4.200358061339405,0.08656049155469239,0.011970383028840967,4.037246507847782,4.093637352297705,4.044651131551189,4.167670495130447
1767700800,-1.7964814246275305,1.0,4.1979095537787146,0.08649762118939068,0.012461213245675904,4.037246507847782,4.093637352297705,4.0425181840375055,4.170656003888249
1767715200,-2.016896982509298,1.0,4.195413449496867,0.08633565531455377,0.012589326779939165,4.037246507847782,4.079068224320533,4.02128332680998,4.173725500604256
1767729600,-1.9448108048150647,1.0,4.192850806494497,0.08659763915993576,0.012594685345290037,4.02128332680998,4.079068224320533,4.024434782184778,4.176864208400336
1767758400,-1.9598481137223953,1.0,4.19026232718941,0.086641242232884,0.010985195996510568,4.02128332680998,4.079068224320533,4.0204586520287275,4.180039076621897
1767772800,-1.910352697136856,1.0,4.187614592903231,0.08661143566103016,0.010750168255142713,4.0204586520287275,4.066186823701782,4.022156203185287,4.183260320875378
1767787200,-1.7680338579239496,1.0,4.184983702472498,0.08648272764258545,0.010861747074780239,4.0204586520287275,4.066186823701782,4.032079311874791,4.186392078371921
1767801600,-1.4972238306669996,1.0,4.182492518159567,0.08625841588925387,0.010968974878604916,4.0204586520287275,4.044651131551189,4.053344362294591,4.189377856619014
1767816000,-1.6351628618722327,1.0,4.1803605231537375,0.08605140213515992,0.012163938156429577,4.0204586520287275,4.053344362294591,4.039652466170291,4.191948073425841
1767844800,-1.5859881642116886,1.0,4.17828844288155,0.08622120933411447,0.011394940826644464,4.0204586520287275,4.053344362294591,4.041542625373626,4.1944110272191555
