kind,server_epoch,ny_day,side,high,low,poc,vah,val,requested_entry,stop,target,lots,planned_cash_risk,cutoff_epoch
profile,1632144600,20210920,0,1761.22,1741.858,1757.287,1760.212,1751.136,0.0,0.0,0.0,0.0,0.0,1632166200
entry,1632147300,20210920,1,1761.22,1741.858,1757.287,1760.212,1751.136,1760.32,1751.135,1774.097,0.11,101.035,1632166200
timed_exit,1632166200,20210920,0,1761.22,1741.858,1757.287,1760.212,1751.136,0.0,0.0,0.0,0.0,0.0,1632166200
profile,1632231000,20210921,0,1775.037,1757.906,1761.386,1767.542,1759.69,0.0,0.0,0.0,0.0,0.0,1632252600
entry,1632231300,20210921,1,1775.037,1757.906,1761.386,1767.542,1759.69,1773.037,1759.689,1793.059,0.08,106.78399999999999,1632252600
timed_exit,1632252600,20210921,0,1775.037,1757.906,1761.386,1767.542,1759.69,0.0,0.0,0.0,0.0,0.0,1632252600
profile,1632317400,20210922,0,1780.292,1771.481,1775.015,1777.447,1772.858,0.0,0.0,0.0,0.0,0.0,1632339000
profile,1632403800,20210923,0,1776.566,1753.992,1763.045,1771.393,1760.811,0.0,0.0,0.0,0.0,0.0,1632425400
entry,1632404100,20210923,-1,1776.566,1753.992,1763.045,1771.393,1760.811,1754.987,1771.394,1730.377,0.07,114.84900000000002,1632425400
timed_exit,1632425400,20210923,0,1776.566,1753.992,1763.045,1771.393,1760.811,0.0,0.0,0.0,0.0,0.0,1632425400
profile,1632490200,20210924,0,1757.598,1741.275,1755.133,1756.238,1748.076,0.0,0.0,0.0,0.0,0.0,1632511800
entry,1632490500,20210924,-1,1757.598,1741.275,1755.133,1756.238,1748.076,1744.09,1756.239,1725.866,0.09,109.34100000000001,1632511800
timed_exit,1632511800,20210924,0,1757.598,1741.275,1755.133,1756.238,1748.076,0.0,0.0,0.0,0.0,0.0,1632511800
profile,1632749400,20210927,0,1760.832,1744.846,1749.425,1757.502,1747.51,0.0,0.0,0.0,0.0,0.0,1632771000
profile,1632835800,20210928,0,1754.448,1728.106,1743.061,1748.411,1731.948,0.0,0.0,0.0,0.0,0.0,1632857400
entry,1632837000,20210928,-1,1754.448,1728.106,1743.061,1748.411,1731.948,1730.988,1748.412,1704.852,0.06,104.544,1632857400
timed_exit,1632857400,20210928,0,1754.448,1728.106,1743.061,1748.411,1731.948,0.0,0.0,0.0,0.0,0.0,1632857400
profile,1632922200,20210929,0,1745.51,1733.327,1738.467,1742.084,1736.5,0.0,0.0,0.0,0.0,0.0,1632943800
entry,1632924300,20210929,-1,1745.51,1733.327,1738.467,1742.084,1736.5,1735.218,1742.085,1724.918,0.15,103.00500000000001,1632943800
profile,1633008600,20210930,0,1741.531,1722.249,1732.593,1733.899,1727.27,0.0,0.0,0.0,0.0,0.0,1633030200
entry,1633008900,20210930,1,1741.531,1722.249,1732.593,1733.899,1727.27,1742.334,1727.269,1764.932,0.07,105.45500000000001,1633030200
timed_exit,1633030200,20210930,0,1741.531,1722.249,1732.593,1733.899,1727.27,0.0,0.0,0.0,0.0,0.0,1633030200
profile,1633095000,20211001,0,1759.792,1749.722,1754.705,1756.121,1752.449,0.0,0.0,0.0,0.0,0.0,1633116600
entry,1633095300,20211001,1,1759.792,1749.722,1754.705,1756.121,1752.449,1758.282,1752.448,1767.033,0.18,105.01199999999999,1633116600
timed_exit,1633116600,20211001,0,1759.792,1749.722,1754.705,1756.121,1752.449,0.0,0.0,0.0,0.0,0.0,1633116600
profile,1633354200,20211004,0,1765.694,1747.713,1764.102,1765.694,1752.77,0.0,0.0,0.0,0.0,0.0,1633375800
entry,1633354500,20211004,-1,1765.694,1747.713,1764.102,1765.694,1752.77,1748.691,1765.695,1723.185,0.07,119.02800000000002,1633375800
profile,1633440600,20211005,0,1769.384,1751.337,1757.823,1761.3,1754.533,0.0,0.0,0.0,0.0,0.0,1633462200
entry,1633440900,20211005,-1,1769.384,1751.337,1757.823,1761.3,1754.533,1754.337,1761.301,1743.891,0.15,104.46,1633462200
profile,1633527000,20211006,0,1761.275,1745.897,1755.108,1760.314,1751.023,0.0,0.0,0.0,0.0,0.0,1633548600
entry,1633530900,20211006,1,1761.275,1745.897,1755.108,1760.314,1751.023,1760.646,1751.022,1775.082,0.11,105.864,1633548600
timed_exit,1633548600,20211006,0,1761.275,1745.897,1755.108,1760.314,1751.023,0.0,0.0,0.0,0.0,0.0,1633548600
profile,1633613400,20211007,0,1766.929,1751.973,1760.464,1763.813,1757.426,0.0,0.0,0.0,0.0,0.0,1633635000
entry,1633613700,20211007,-1,1766.929,1751.973,1760.464,1763.813,1757.426,1756.023,1763.814,1744.336,0.13,101.283,1633635000
timed_exit,1633635000,20211007,0,1766.929,1751.973,1760.464,1763.813,1757.426,0.0,0.0,0.0,0.0,0.0,1633635000
profile,1633699800,20211008,0,1781.33,1753.357,1759.622,1764.43,1753.357,0.0,0.0,0.0,0.0,0.0,1633721400
entry,1633700100,20211008,1,1781.33,1753.357,1759.622,1764.43,1753.357,1777.256,1753.356,1813.106,0.05,119.5,1633721400
timed_exit,1633721400,20211008,0,1781.33,1753.357,1759.622,1764.43,1753.357,0.0,0.0,0.0,0.0,0.0,1633721400
profile,1633959000,20211011,0,1760.985,1750.166,1755.181,1757.717,1753.547,0.0,0.0,0.0,0.0,0.0,1633980600
entry,1633959600,20211011,1,1760.985,1750.166,1755.181,1757.717,1753.547,1758.032,1753.546,1764.761,0.23,103.17800000000001,1633980600
timed_exit,1633980600,20211011,0,1760.985,1750.166,1755.181,1757.717,1753.547,0.0,0.0,0.0,0.0,0.0,1633980600
profile,1634045400,20211012,0,1764.971,1750.67,1757.746,1762.588,1756.629,0.0,0.0,0.0,0.0,0.0,1634067000
entry,1634046600,20211012,1,1764.971,1750.67,1757.746,1762.588,1756.629,1766.488,1756.628,1781.278,0.11,108.46,1634067000
timed_exit,1634067000,20211012,0,1764.971,1750.67,1757.746,1762.588,1756.629,0.0,0.0,0.0,0.0,0.0,1634067000
