strategy,side,entry_time,entry,stop,target,volume,risk_cash,exit_time,exit,pnl,exit_reason,spread_cost,slippage_cost,mae,mfe,holding_minutes,metadata
A_RUNNER,SELL,2026-02-12 14:30:00+00:00,25282.3,25289.2,,0.5,25.0,2026-02-12 14:30:00+00:00,25290.2,-3.9500000000007276,stop,0.85,0.5,6.900000000001455,0.0,0.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-02-12 15:41:00+00:00,25324.2,25425.2,25025.2,0.5,50.0,2026-02-12 17:41:00+00:00,25026.2,149.0,target,0.85,0.5,15.849999999998545,308.8500000000022,120.0,"{'pending_minutes': 41.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-02-13 14:30:00+00:00,24631.55,24681.55,24531.55,0.5,25.0,2026-02-13 15:30:00+00:00,24682.55,-25.5,stop,0.85,0.5,116.30000000000291,83.09999999999854,60.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-13 14:30:00+00:00,24631.55,24657.85,,0.5,25.0,2026-02-13 14:56:00+00:00,24658.85,-13.649999999999636,stop,0.85,0.5,29.700000000000728,13.799999999999272,26.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-02-13 15:30:00+00:00,24670.15,24771.15,24371.15,0.51,51.0,2026-02-13 16:48:00+00:00,24772.15,-52.02,stop,0.867,0.51,105.59999999999854,164.3000000000029,78.0,"{'pending_minutes': 30.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-02-17 14:30:00+00:00,24549.65,24599.65,24449.65,0.5,25.0,2026-02-17 15:51:00+00:00,24600.65,-25.5,stop,0.85,0.5,77.39999999999782,98.10000000000218,81.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-17 14:30:00+00:00,24549.65,24543.15,,0.49,24.5,2026-02-17 15:23:00+00:00,24544.15,2.695,stop,0.833,0.49,4.899999999997817,98.10000000000218,53.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-02-17 15:50:00+00:00,24565.25,24666.25,24266.25,0.5,50.0,2026-02-17 16:34:00+00:00,24667.25,-51.0,stop,0.85,0.5,128.39999999999782,53.89999999999782,44.0,"{'pending_minutes': 50.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-02-18 14:30:00+00:00,24834.25,24884.25,24734.25,0.5,25.0,2026-02-18 16:30:00+00:00,24735.25,49.5,target,0.85,0.5,21.400000000001455,147.0,120.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-18 14:30:00+00:00,24834.25,24834.5,,0.49,24.5,2026-02-18 15:27:00+00:00,24835.5,-0.6125,stop,0.833,0.49,4.0,54.70000000000073,57.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-02-18 15:00:00+00:00,24822.6,24897.05,24710.92,0.66,49.137000000000484,2026-02-18 16:30:00+00:00,24711.92,73.0488000000002,target,1.122,0.66,33.05000000000291,135.34999999999854,90.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-02-19 14:30:00+00:00,24811.45,24861.45,24711.45,0.5,25.0,2026-02-19 16:36:00+00:00,24712.45,49.5,target,0.85,0.5,18.200000000000728,114.40000000000146,126.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-19 14:30:00+00:00,24811.45,24811.35,,0.49,24.5,2026-02-19 15:37:00+00:00,24812.35,-0.4409999999989304,stop,0.833,0.49,18.200000000000728,77.20000000000073,67.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-02-19 16:57:00+00:00,24849.8,24950.8,24550.8,0.5,50.0,2026-02-19 20:55:00+00:00,24748.45,50.67499999999927,time_exit,0.4,0.5,42.900000000001455,166.04999999999927,238.0,"{'pending_minutes': 117.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-02-20 14:30:00+00:00,24745.75,24795.75,24645.75,0.5,25.0,2026-02-20 15:29:00+00:00,24796.75,-25.5,stop,0.85,0.5,59.10000000000218,14.299999999999272,59.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-20 14:30:00+00:00,24745.75,24771.2,,0.49,24.5,2026-02-20 15:02:00+00:00,24772.2,-12.960500000000357,stop,0.833,0.49,25.650000000001455,14.299999999999272,32.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-02-20 15:00:00+00:00,24766.3,24925.4,24527.65,0.31,49.32100000000067,2026-02-20 17:01:00+00:00,24926.4,-49.631000000000675,stop,0.527,0.31,247.95000000000073,145.65000000000146,121.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-02-23 14:30:00+00:00,24851.4,24901.4,24751.4,0.5,25.0,2026-02-23 16:14:00+00:00,24902.4,-25.5,stop,0.85,0.5,53.79999999999927,23.049999999999272,104.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-23 14:30:00+00:00,24851.4,24866.25,,0.49,24.5,2026-02-23 14:45:00+00:00,24867.25,-7.7664999999992865,stop,0.833,0.49,15.450000000000728,23.049999999999272,15.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-02-23 16:14:00+00:00,24896.15,24997.15,24597.15,0.5,50.0,2026-02-23 20:55:00+00:00,24685.5,105.32500000000073,time_exit,0.85,0.5,86.49999999999636,284.6000000000022,281.0,"{'pending_minutes': 74.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-02-24 14:30:00+00:00,24786.65,24836.65,24686.65,0.5,25.0,2026-02-24 15:55:00+00:00,24837.65,-25.5,stop,0.85,0.5,53.599999999998545,41.29999999999927,85.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-24 14:30:00+00:00,24786.65,24788.05,,0.49,24.5,2026-02-24 15:19:00+00:00,24789.05,-1.1759999999989303,stop,0.833,0.49,9.399999999997817,41.29999999999927,49.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-02-25 14:30:00+00:00,25080.8,25130.8,24980.8,0.5,25.0,2026-02-25 16:30:00+00:00,25131.8,-25.5,stop,0.85,0.5,88.25,6.75,120.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-25 14:30:00+00:00,25080.8,25097.05,,0.49,24.5,2026-02-25 15:06:00+00:00,25098.05,-8.4525,stop,0.833,0.49,16.350000000002183,6.75,36.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-02-25 15:00:00+00:00,25086.55,25099.35,25067.35,3.9,49.91999999999716,2026-02-25 15:14:00+00:00,25100.35,-53.81999999999716,stop,6.63,3.9,15.200000000000728,2.25,14.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-02-26 14:30:00+00:00,25336.85,25386.85,25236.85,0.5,25.0,2026-02-26 16:31:00+00:00,25237.85,49.5,target,0.85,0.5,30.700000000000728,103.39999999999782,121.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-26 14:30:00+00:00,25336.85,25341.05,,0.49,24.5,2026-02-26 14:30:00+00:00,25342.05,-2.5480000000003566,stop,0.833,0.49,4.30000000000291,0.5999999999985448,0.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-02-27 14:30:00+00:00,24930.2,24980.2,24830.2,0.5,25.0,2026-02-27 15:30:00+00:00,24831.2,49.5,target,0.85,0.5,14.900000000001455,139.34999999999854,60.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-02-27 14:30:00+00:00,24930.2,24837.45,,0.49,24.5,2026-02-27 16:32:00+00:00,24838.45,44.957499999999996,stop,0.833,0.49,14.900000000001455,174.65000000000146,122.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-03-02 14:30:00+00:00,24593.35,24643.35,24493.35,0.5,25.0,2026-03-02 15:21:00+00:00,24644.35,-25.5,stop,0.85,0.5,78.20000000000073,21.399999999997817,51.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-02 14:30:00+00:00,24593.35,24622.95,,0.5,25.0,2026-03-02 14:47:00+00:00,24623.95,-15.300000000001091,stop,0.85,0.5,32.70000000000073,1.6999999999970896,17.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-03-02 15:21:00+00:00,24638.85,24739.85,24339.85,0.51,51.0,2026-03-02 16:32:00+00:00,24740.85,-52.02,stop,0.867,0.51,105.60000000000218,80.99999999999636,71.0,"{'pending_minutes': 21.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-03-03 14:30:00+00:00,24532.95,24582.95,24432.95,0.5,25.0,2026-03-03 15:48:00+00:00,24433.95,49.5,target,0.85,0.5,37.20000000000073,102.5,78.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-03 14:30:00+00:00,24532.95,24565.05,,0.49,24.5,2026-03-03 14:49:00+00:00,24566.05,-16.218999999999287,stop,0.833,0.49,37.20000000000073,17.900000000001455,19.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-03-04 14:30:00+00:00,24696.65,24746.65,24596.65,0.5,25.0,2026-03-04 14:40:00+00:00,24747.65,-25.5,stop,0.85,0.5,55.70000000000073,10.100000000002183,10.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-04 14:30:00+00:00,24696.65,24746.65,,0.49,24.5,2026-03-04 14:40:00+00:00,24747.65,-24.99,stop,0.833,0.49,55.70000000000073,10.100000000002183,10.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-04 15:00:00+00:00,24765.25,24860.85,24621.85,0.52,49.71199999999924,2026-03-04 15:10:00+00:00,24861.85,-50.231999999999246,stop,0.884,0.52,123.10000000000218,3.7000000000007276,10.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-05 14:30:00+00:00,25082.35,25132.35,24982.35,0.5,25.0,2026-03-05 15:35:00+00:00,24983.35,49.5,target,0.85,0.5,8.900000000001455,110.89999999999782,65.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-05 14:30:00+00:00,25082.35,25015.35,,0.49,24.5,2026-03-05 16:30:00+00:00,25016.35,32.339999999999996,stop,0.833,0.49,8.900000000001455,152.79999999999927,120.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-03-05 16:38:00+00:00,25082.75,25183.75,24783.75,0.51,51.0,2026-03-05 19:49:00+00:00,24784.75,151.98,target,0.40800000000000003,0.51,90.09999999999854,306.90000000000146,191.0,"{'pending_minutes': 98.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-03-06 14:30:00+00:00,24826.65,24876.65,24726.65,0.5,25.0,2026-03-06 15:30:00+00:00,24727.65,49.5,target,0.85,0.5,20.5,117.90000000000146,60.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-06 14:30:00+00:00,24826.65,24830.15,,0.49,24.5,2026-03-06 15:11:00+00:00,24831.15,-2.205,stop,0.833,0.49,5.200000000000728,50.70000000000073,41.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-03-09 13:30:00+00:00,24354.75,24404.75,24254.75,0.51,25.5,2026-03-09 15:05:00+00:00,24405.75,-26.01,stop,0.867,0.51,56.20000000000073,29.399999999997817,95.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-09 13:30:00+00:00,24354.75,24391.15,,0.49,24.5,2026-03-09 14:35:00+00:00,24392.15,-18.32600000000071,stop,0.833,0.49,40.10000000000218,29.399999999997817,65.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-03-09 14:37:00+00:00,24395.45,24496.45,24096.45,0.51,51.0,2026-03-09 16:31:00+00:00,24497.45,-52.02,stop,0.867,0.51,107.34999999999854,67.0,114.0,"{'pending_minutes': 37.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-03-10 13:30:00+00:00,25050.35,25100.35,24950.35,0.51,25.5,2026-03-10 14:43:00+00:00,24951.35,50.49,target,0.867,0.51,29.900000000001455,101.79999999999927,73.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-10 13:30:00+00:00,25050.35,25066.05,,0.49,24.5,2026-03-10 14:04:00+00:00,25067.05,-8.183000000000357,stop,0.833,0.49,28.700000000000728,55.099999999998545,34.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-10 14:00:00+00:00,25035.95,25120.95,24908.45,0.58,49.3,2026-03-10 15:05:00+00:00,24909.45,73.36999999999999,target,0.9859999999999999,0.58,44.29999999999927,144.29999999999927,65.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-11 13:30:00+00:00,24949.15,24999.15,24849.15,0.51,25.5,2026-03-11 13:45:00+00:00,25000.15,-26.01,stop,0.867,0.51,51.0,2.7999999999992724,15.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-11 13:30:00+00:00,24949.15,24960.75,,0.49,24.5,2026-03-11 13:31:00+00:00,24961.75,-6.173999999999287,stop,0.833,0.49,21.0,2.7999999999992724,1.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-03-12 13:30:00+00:00,24864.2,24914.2,24764.2,0.51,25.5,2026-03-12 16:15:00+00:00,24765.2,50.49,target,0.867,0.51,41.849999999998545,110.25,165.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-12 13:30:00+00:00,24864.2,24884.3,,0.49,24.5,2026-03-12 14:36:00+00:00,24885.3,-10.338999999999286,stop,0.833,0.49,39.95000000000073,38.25,66.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-03-13 13:30:00+00:00,24566.0,24616.0,24466.0,0.51,25.5,2026-03-13 14:01:00+00:00,24617.0,-26.01,stop,0.867,0.51,52.54999999999927,13.849999999998545,31.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-13 13:30:00+00:00,24566.0,24596.65,,0.49,24.5,2026-03-13 13:50:00+00:00,24597.65,-15.508500000000712,stop,0.833,0.49,39.45000000000073,13.849999999998545,20.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-13 14:00:00+00:00,24596.85,24611.35,24575.1,3.43,49.735,2026-03-13 14:00:00+00:00,24612.35,-53.165,stop,5.831,3.43,18.80000000000291,0.0,0.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-16 13:30:00+00:00,24556.55,24606.55,24456.55,0.51,25.5,2026-03-16 14:36:00+00:00,24607.55,-26.01,stop,0.867,0.51,55.20000000000073,13.899999999997817,66.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-16 13:30:00+00:00,24556.55,24569.65,,0.49,24.5,2026-03-16 13:42:00+00:00,24570.65,-6.909000000001069,stop,0.833,0.49,27.5,13.899999999997817,12.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-16 14:00:00+00:00,24586.45,24601.35,24564.1,3.32,49.46799999999275,2026-03-16 14:36:00+00:00,24602.35,-52.78799999999275,stop,5.643999999999999,3.32,25.299999999999272,22.299999999999272,36.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-17 13:30:00+00:00,24579.45,24629.45,24479.45,0.51,25.5,2026-03-17 14:25:00+00:00,24630.45,-26.01,stop,0.867,0.51,53.900000000001455,2.2000000000007276,55.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-17 13:30:00+00:00,24579.45,24606.3,,0.49,24.5,2026-03-17 13:57:00+00:00,24607.3,-13.646499999999287,stop,0.833,0.49,27.900000000001455,2.2000000000007276,27.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-17 14:00:00+00:00,24604.85,24629.05,24568.55,2.03,49.126000000001476,2026-03-17 14:25:00+00:00,24630.05,-51.15600000000147,stop,3.4509999999999996,2.03,28.500000000003638,11.799999999999272,25.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-18 13:30:00+00:00,24957.95,25007.95,24857.95,0.51,25.5,2026-03-18 15:03:00+00:00,24858.95,50.49,target,0.867,0.51,11.0,104.29999999999927,93.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-18 13:30:00+00:00,24957.95,24707.05,,0.49,24.5,2026-03-18 16:27:00+00:00,24708.05,122.4510000000007,stop,0.833,0.49,11.0,320.7000000000007,177.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-03-19 13:30:00+00:00,24380.75,24430.75,24280.75,0.51,25.5,2026-03-19 15:02:00+00:00,24281.75,50.49,target,0.867,0.51,14.0,110.59999999999854,92.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-19 13:30:00+00:00,24380.75,24334.15,,0.5,25.0,2026-03-19 15:07:00+00:00,24335.15,22.799999999999272,stop,0.85,0.5,14.0,123.29999999999927,97.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-19 14:00:00+00:00,24365.75,24441.25,24252.5,0.64,48.32,2026-03-19 15:26:00+00:00,24253.5,71.84,target,1.088,0.64,24.900000000001455,120.29999999999927,86.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-20 13:30:00+00:00,24143.65,24193.65,24043.65,0.51,25.5,2026-03-20 13:37:00+00:00,24194.65,-26.01,stop,0.867,0.51,54.099999999998545,0.0,7.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-20 13:30:00+00:00,24143.65,24193.65,,0.5,25.0,2026-03-20 13:37:00+00:00,24194.65,-25.5,stop,0.85,0.5,54.099999999998545,0.0,7.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-03-20 14:05:00+00:00,24237.65,24338.65,23938.65,0.51,51.0,2026-03-20 19:55:00+00:00,24065.3,87.89850000000112,time_exit,0.867,0.51,73.29999999999927,222.00000000000364,350.0,"{'pending_minutes': 5.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-03-23 13:30:00+00:00,23639.25,23689.25,23539.25,0.51,25.5,2026-03-23 13:50:00+00:00,23690.25,-26.01,stop,0.867,0.51,76.70000000000073,33.20000000000073,20.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-23 13:30:00+00:00,23639.25,23689.25,,0.5,25.0,2026-03-23 13:50:00+00:00,23690.25,-25.5,stop,0.85,0.5,76.70000000000073,33.20000000000073,20.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-23 14:00:00+00:00,23670.45,23823.85,23440.35,0.32,49.087999999999305,2026-03-23 14:05:00+00:00,23824.85,-49.407999999999305,stop,0.544,0.32,479.7000000000007,3.7999999999992724,5.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-24 13:30:00+00:00,24173.55,24223.55,24073.55,0.51,25.5,2026-03-24 15:37:00+00:00,24074.55,50.49,target,0.867,0.51,42.60000000000218,109.79999999999927,127.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-24 13:30:00+00:00,24173.55,24200.15,,0.49,24.5,2026-03-24 14:48:00+00:00,24201.15,-13.524000000001068,stop,0.833,0.49,42.60000000000218,20.19999999999709,78.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-03-25 13:30:00+00:00,24231.55,24281.55,24131.55,0.51,25.5,2026-03-25 14:23:00+00:00,24282.55,-26.01,stop,0.867,0.51,53.70000000000073,13.799999999999272,53.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-25 13:30:00+00:00,24231.55,24253.15,,0.49,24.5,2026-03-25 14:01:00+00:00,24254.15,-11.07400000000107,stop,0.833,0.49,30.100000000002183,13.799999999999272,31.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-25 14:00:00+00:00,24236.05,24325.55,24101.8,0.54,48.330000000000005,2026-03-25 15:07:00+00:00,24326.55,-48.870000000000005,stop,0.918,0.54,92.80000000000291,3.6999999999970896,67.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-26 13:30:00+00:00,23986.55,24036.55,23886.55,0.51,25.5,2026-03-26 15:01:00+00:00,23887.55,50.49,target,0.867,0.51,8.900000000001455,103.89999999999782,91.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-26 13:30:00+00:00,23986.55,23995.35,,0.49,24.5,2026-03-26 13:32:00+00:00,23996.35,-4.801999999999643,stop,0.833,0.49,8.900000000001455,4.099999999998545,2.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-26 14:00:00+00:00,23969.25,24178.3,23655.68,0.23,48.081499999999835,2026-03-26 19:55:00+00:00,23787.05,41.90600000000017,time_exit,0.391,0.23,62.75,204.20000000000073,355.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-27 13:30:00+00:00,23534.95,23584.95,23434.95,0.51,25.5,2026-03-27 14:01:00+00:00,23435.95,50.49,target,0.867,0.51,14.099999999998545,105.90000000000146,31.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-27 13:30:00+00:00,23534.95,23462.55,,0.49,24.5,2026-03-27 14:30:00+00:00,23463.55,34.986000000000715,stop,0.833,0.49,14.099999999998545,115.70000000000073,60.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-03-30 13:30:00+00:00,23223.55,23273.55,23123.55,0.51,25.5,2026-03-30 14:18:00+00:00,23274.55,-26.01,stop,0.867,0.51,50.400000000001455,28.0,48.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-30 13:30:00+00:00,23223.55,23235.85,,0.49,24.5,2026-03-30 13:50:00+00:00,23236.85,-6.516999999999643,stop,0.833,0.49,13.0,28.0,20.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-30 14:00:00+00:00,23230.25,23272.15,23167.4,1.17,49.0230000000017,2026-03-30 14:18:00+00:00,23273.15,-50.193000000001696,stop,1.9889999999999999,1.17,43.70000000000073,1.7000000000007276,18.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-03-31 13:30:00+00:00,23131.45,23181.45,23031.45,0.51,25.5,2026-03-31 14:11:00+00:00,23182.45,-26.01,stop,0.867,0.51,85.20000000000073,73.79999999999927,41.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-03-31 13:30:00+00:00,23131.45,23140.35,,0.49,24.5,2026-03-31 14:11:00+00:00,23141.35,-4.850999999998931,stop,0.833,0.49,85.20000000000073,73.79999999999927,41.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-03-31 14:00:00+00:00,23105.55,23209.85,22949.1,0.46,47.97799999999967,2026-03-31 14:11:00+00:00,23210.85,-48.43799999999967,stop,0.782,0.46,111.10000000000218,22.799999999999272,11.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-01 13:30:00+00:00,23884.45,23934.45,23784.45,0.51,25.5,2026-04-01 13:46:00+00:00,23935.45,-26.01,stop,0.867,0.51,57.79999999999927,0.7999999999992724,16.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-01 13:30:00+00:00,23884.45,23907.15,,0.49,24.5,2026-04-01 13:40:00+00:00,23908.15,-11.613000000000357,stop,0.833,0.49,24.200000000000728,0.7999999999992724,10.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-04-01 14:00:00+00:00,23944.85,23999.85,23862.35,0.88,48.4,2026-04-01 14:38:00+00:00,24000.85,-49.28,stop,1.496,0.88,59.20000000000073,1.6999999999970896,38.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-02 13:30:00+00:00,23601.95,23651.95,23501.95,0.51,25.5,2026-04-02 15:00:00+00:00,23502.95,50.49,target,0.867,0.51,43.599999999998545,102.90000000000146,90.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-02 13:30:00+00:00,23601.95,23640.75,,0.49,24.5,2026-04-02 13:58:00+00:00,23641.75,-19.501999999999644,stop,0.833,0.49,41.0,2.7999999999992724,28.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-04-02 14:00:00+00:00,23633.35,23705.7,23524.82,0.66,47.75100000000144,2026-04-02 14:58:00+00:00,23525.82,70.96979999999924,target,1.122,0.66,12.200000000000728,112.69999999999709,58.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-06 13:30:00+00:00,24169.65,24219.65,24069.65,0.51,25.5,2026-04-06 16:51:00+00:00,24220.65,-26.01,stop,0.867,0.51,65.89999999999782,94.20000000000073,201.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
