strategy,side,entry_time,entry,stop,target,volume,risk_cash,exit_time,exit,pnl,exit_reason,spread_cost,slippage_cost,mae,mfe,holding_minutes,metadata
A_RUNNER,SELL,2026-04-06 13:30:00+00:00,24169.65,24143.35,,0.49,24.5,2026-04-06 14:51:00+00:00,24144.35,12.397000000001427,stop,0.833,0.49,15.700000000000728,69.5,81.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-04-07 13:30:00+00:00,24177.05,24227.05,24077.05,0.51,25.5,2026-04-07 13:48:00+00:00,24078.05,50.49,target,0.867,0.51,5.200000000000728,109.0,18.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-07 13:30:00+00:00,24177.05,24059.65,,0.49,24.5,2026-04-07 15:06:00+00:00,24060.65,57.03599999999893,stop,0.833,0.49,5.200000000000728,211.6999999999971,96.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-04-07 14:26:00+00:00,24082.85,24183.85,23783.85,0.52,52.0,2026-04-07 18:05:00+00:00,23784.85,154.96,target,0.884,0.52,50.150000000001455,307.8999999999978,219.0,"{'pending_minutes': 26.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-04-08 13:30:00+00:00,25049.25,25099.25,24949.25,0.51,25.5,2026-04-08 16:39:00+00:00,24950.25,50.49,target,0.867,0.51,38.70000000000073,104.10000000000218,189.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-08 13:30:00+00:00,25049.25,25057.15,,0.5,25.0,2026-04-08 14:26:00+00:00,25058.15,-4.450000000000728,stop,0.85,0.5,13.900000000001455,37.29999999999927,56.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-04-08 15:06:00+00:00,25082.95,25183.95,24783.95,0.52,52.0,2026-04-08 17:56:00+00:00,24784.95,154.96,target,0.884,0.52,5.0,322.0,170.0,"{'pending_minutes': 66.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-04-09 13:30:00+00:00,24848.55,24898.55,24748.55,0.52,26.0,2026-04-09 16:28:00+00:00,24899.55,-26.52,stop,0.884,0.52,54.400000000001455,42.0,178.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-09 13:30:00+00:00,24848.55,24827.95,,0.5,25.0,2026-04-09 14:34:00+00:00,24828.95,9.799999999999272,stop,0.85,0.5,5.05000000000291,42.0,64.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-04-09 14:40:00+00:00,24860.6,24961.6,24561.6,0.53,53.0,2026-04-09 18:32:00+00:00,24962.6,-54.06,stop,0.901,0.53,112.15000000000146,71.09999999999854,232.0,"{'pending_minutes': 40.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-04-10 13:30:00+00:00,25104.35,25154.35,25004.35,0.51,25.5,2026-04-10 15:29:00+00:00,25155.35,-26.01,stop,0.867,0.51,50.20000000000073,12.549999999999272,119.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-10 13:30:00+00:00,25104.35,25117.85,,0.5,25.0,2026-04-10 13:55:00+00:00,25118.85,-7.25,stop,0.85,0.5,15.200000000000728,12.549999999999272,25.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-04-10 14:00:00+00:00,25105.3,25130.15,25068.02,1.96,48.70600000000428,2026-04-10 14:22:00+00:00,25131.15,-50.666000000004274,stop,3.332,1.96,25.80000000000291,0.0,22.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-13 13:30:00+00:00,24952.8,25002.8,24852.8,0.51,25.5,2026-04-13 14:00:00+00:00,25003.8,-26.01,stop,0.867,0.51,78.25,3.849999999998545,30.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-13 13:30:00+00:00,24952.8,24961.65,,0.5,25.0,2026-04-13 13:46:00+00:00,24962.65,-4.925000000001091,stop,0.85,0.5,10.950000000000728,3.849999999998545,16.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-04-14 13:30:00+00:00,25485.1,25535.1,25385.1,0.51,25.5,2026-04-14 15:30:00+00:00,25536.1,-26.01,stop,0.867,0.51,68.55000000000291,25.249999999996362,120.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-14 13:30:00+00:00,25485.1,25485.3,,0.5,25.0,2026-04-14 14:16:00+00:00,25486.3,-0.6000000000003638,stop,0.85,0.5,3.4500000000007276,25.249999999996362,46.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
A_FIXED,SELL,2026-04-15 13:30:00+00:00,25784.6,25834.6,25684.6,0.51,25.5,2026-04-15 14:13:00+00:00,25835.6,-26.01,stop,0.867,0.51,50.35000000000218,10.799999999999272,43.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-15 13:30:00+00:00,25784.6,25823.3,,0.5,25.0,2026-04-15 13:46:00+00:00,25824.3,-19.850000000000364,stop,0.85,0.5,39.05000000000291,10.799999999999272,16.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-04-15 14:00:00+00:00,25820.6,25893.95,25710.57,0.66,48.411000000001444,2026-04-15 16:40:00+00:00,25894.95,-49.07100000000144,stop,1.122,0.66,76.54999999999927,21.549999999999272,160.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-16 13:30:00+00:00,26270.55,26320.55,26170.55,0.51,25.5,2026-04-16 16:51:00+00:00,26171.55,50.49,target,0.867,0.51,21.75,100.79999999999927,201.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-16 13:30:00+00:00,26270.55,26261.7,,0.49,24.5,2026-04-16 14:50:00+00:00,26262.7,3.846499999999287,stop,0.833,0.49,3.2000000000007276,65.14999999999782,80.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-04-16 14:00:00+00:00,26244.85,26327.2,26121.32,0.58,47.76300000000126,2026-04-16 16:54:00+00:00,26122.32,71.06739999999932,target,0.9859999999999999,0.58,47.45000000000073,124.09999999999854,174.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-17 13:30:00+00:00,26367.65,26417.65,26267.65,0.51,25.5,2026-04-17 15:01:00+00:00,26418.65,-26.01,stop,0.867,0.51,51.099999999998545,15.5,91.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-17 13:30:00+00:00,26367.65,26377.6,,0.5,25.0,2026-04-17 14:01:00+00:00,26378.6,-5.474999999998545,stop,0.85,0.5,14.450000000000728,15.5,31.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-04-17 14:00:00+00:00,26370.35,26392.45,26337.2,2.19,48.399000000004776,2026-04-17 14:21:00+00:00,26393.45,-50.58900000000478,stop,3.723,2.19,23.450000000000728,1.249999999996362,21.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-20 13:30:00+00:00,26551.85,26601.85,26451.85,0.51,25.5,2026-04-20 15:48:00+00:00,26602.85,-26.01,stop,0.867,0.51,50.45000000000073,26.899999999997817,138.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-20 13:30:00+00:00,26551.85,26550.65,,0.49,24.5,2026-04-20 14:15:00+00:00,26551.65,0.09799999999857391,stop,0.833,0.49,4.600000000002183,26.899999999997817,45.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-04-20 14:00:00+00:00,26543.85,26575.95,26495.7,1.5,48.150000000003274,2026-04-20 15:43:00+00:00,26576.95,-49.650000000003274,stop,2.55,1.5,40.80000000000291,18.899999999997817,103.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-21 13:30:00+00:00,26690.3,26740.3,26590.3,0.51,25.5,2026-04-21 14:36:00+00:00,26741.3,-26.01,stop,0.867,0.51,54.25,2.0499999999992724,66.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-21 13:30:00+00:00,26690.3,26706.8,,0.49,24.5,2026-04-21 13:38:00+00:00,26707.8,-8.575,stop,0.833,0.49,19.350000000002183,0.0,8.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-04-21 14:00:00+00:00,26715.5,26729.25,26694.88,3.49,47.987500000000004,2026-04-21 14:06:00+00:00,26730.25,-51.477500000000006,stop,5.933,3.49,14.450000000000728,2.5,6.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-22 13:30:00+00:00,26678.75,26728.75,26578.75,0.51,25.5,2026-04-22 15:12:00+00:00,26729.75,-26.01,stop,0.867,0.51,54.70000000000073,23.25,102.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-22 13:30:00+00:00,26678.75,26689.65,,0.49,24.5,2026-04-22 13:34:00+00:00,26690.65,-5.831000000000713,stop,0.833,0.49,15.5,0.0,4.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-04-22 15:12:00+00:00,26722.6,26823.6,26423.6,0.53,53.0,2026-04-22 17:22:00+00:00,26824.6,-54.06,stop,0.901,0.53,103.25,61.349999999998545,130.0,"{'pending_minutes': 72.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-04-23 13:30:00+00:00,26789.55,26839.55,26689.55,0.51,25.5,2026-04-23 14:08:00+00:00,26840.55,-26.01,stop,0.867,0.51,52.150000000001455,1.2999999999992724,38.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-23 13:30:00+00:00,26789.55,26803.85,,0.49,24.5,2026-04-23 13:31:00+00:00,26804.85,-7.496999999999644,stop,0.833,0.49,14.900000000001455,1.2999999999992724,1.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B1,SELL,2026-04-23 14:00:00+00:00,26827.65,26864.95,26771.7,1.28,47.74399999999907,2026-04-23 14:47:00+00:00,26865.95,-49.02399999999907,stop,2.176,1.28,51.70000000000073,34.70000000000073,47.0,"{'walk_forward_fold': 1, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-24 13:30:00+00:00,27039.05,27089.05,26939.05,0.51,25.5,2026-04-24 14:05:00+00:00,27090.05,-26.01,stop,0.867,0.51,53.30000000000291,10.549999999999272,35.0,"{'walk_forward_fold': 1, 'selected_variant': 'baseline_50_100'}"
A_RUNNER,SELL,2026-04-24 13:30:00+00:00,27039.05,27045.75,,0.49,24.5,2026-04-24 13:32:00+00:00,27046.75,-3.7730000000003563,stop,0.833,0.49,6.900000000001455,7.19999999999709,2.0,"{'walk_forward_fold': 1, 'selected_variant': 'previous_two_m15'}"
B2,SELL,2026-04-24 14:04:00+00:00,27078.05,27179.05,26779.05,0.53,53.0,2026-04-24 14:22:00+00:00,27180.05,-54.06,stop,0.901,0.53,105.60000000000218,39.099999999998545,18.0,"{'pending_minutes': 4.0, 'walk_forward_fold': 1, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-04-27 13:30:00+00:00,27317.4,27377.4,27197.4,0.41,24.599999999999998,2026-04-27 16:47:00+00:00,27198.4,48.79,target,0.697,0.41,49.20000000000073,125.15000000000146,197.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-04-27 13:30:00+00:00,27317.4,27336.25,,0.5,25.0,2026-04-27 13:40:00+00:00,27337.25,-9.924999999999272,stop,0.85,0.5,25.950000000000728,0.0,10.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-04-28 13:30:00+00:00,27133.8,27193.8,27013.8,0.41,24.599999999999998,2026-04-28 14:28:00+00:00,27014.8,48.79,target,0.697,0.41,12.700000000000728,125.64999999999782,58.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-04-28 13:30:00+00:00,27133.8,26979.25,,0.49,24.5,2026-04-28 15:20:00+00:00,26980.25,75.23949999999964,stop,0.833,0.49,12.700000000000728,203.04999999999927,110.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-04-28 14:00:00+00:00,27125.3,27306.45,26853.57,0.27,48.9105000000004,2026-04-28 19:55:00+00:00,26951.35,46.9665000000002,time_exit,0.459,0.27,11.25,249.0,355.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-04-29 13:30:00+00:00,27148.2,27208.2,27028.2,0.42,25.2,2026-04-29 16:30:00+00:00,27029.2,49.98,target,0.714,0.42,8.75,129.0500000000029,180.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-04-29 13:30:00+00:00,27148.2,27147.85,,0.5,25.0,2026-04-29 14:18:00+00:00,27148.85,-0.3249999999989086,stop,0.85,0.5,8.75,25.25,48.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-04-30 13:30:00+00:00,27285.35,27345.35,27165.35,0.42,25.2,2026-04-30 14:28:00+00:00,27346.35,-25.619999999999997,stop,0.714,0.42,68.50000000000364,58.29999999999927,58.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-04-30 13:30:00+00:00,27285.35,27298.35,,0.5,25.0,2026-04-30 13:30:00+00:00,27299.35,-7.0,stop,0.85,0.5,16.000000000003638,3.2999999999992724,0.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B2,SELL,2026-04-30 14:09:00+00:00,27292.85,27393.85,26993.85,0.5,50.0,2026-04-30 15:21:00+00:00,27394.85,-51.0,stop,0.85,0.5,109.00000000000364,25.899999999997817,72.0,"{'pending_minutes': 9.0, 'walk_forward_fold': 2, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-05-01 13:30:00+00:00,27435.7,27495.7,27315.7,0.42,25.2,2026-05-01 15:14:00+00:00,27496.7,-25.619999999999997,stop,0.714,0.42,60.349999999998545,25.799999999999272,104.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-01 13:30:00+00:00,27435.7,27447.15,,0.5,25.0,2026-05-01 14:00:00+00:00,27448.15,-6.225000000000364,stop,0.85,0.5,11.950000000000728,25.799999999999272,30.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-05-01 14:00:00+00:00,27441.05,27512.75,27333.5,0.7,50.19000000000051,2026-05-01 16:30:00+00:00,27513.75,-50.890000000000505,stop,1.19,0.7,97.0,29.049999999999272,150.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-05-04 13:30:00+00:00,27633.95,27693.95,27513.95,0.42,25.2,2026-05-04 13:32:00+00:00,27694.95,-25.619999999999997,stop,0.714,0.42,103.90000000000146,6.700000000000728,2.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-04 13:30:00+00:00,27633.95,27655.55,,0.5,25.0,2026-05-04 13:32:00+00:00,27656.55,-11.299999999999272,stop,0.85,0.5,103.90000000000146,6.700000000000728,2.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B2,SELL,2026-05-04 15:12:00+00:00,27745.05,27846.05,27446.05,0.49,49.0,2026-05-04 19:55:00+00:00,27591.65,75.16599999999893,time_exit,0.833,0.49,77.79999999999927,245.40000000000146,283.0,"{'pending_minutes': 72.0, 'walk_forward_fold': 2, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-05-05 13:30:00+00:00,27819.85,27879.85,27699.85,0.41,24.599999999999998,2026-05-05 15:15:00+00:00,27880.85,-25.009999999999998,stop,0.697,0.41,69.40000000000146,36.099999999998545,105.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-05 13:30:00+00:00,27819.85,27833.15,,0.5,25.0,2026-05-05 13:34:00+00:00,27834.15,-7.150000000001455,stop,0.85,0.5,22.200000000000728,0.5999999999985448,4.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-05-05 14:00:00+00:00,27814.45,27842.35,27772.6,1.79,49.940999999996095,2026-05-05 15:06:00+00:00,27843.35,-51.730999999996094,stop,3.043,1.79,32.04999999999927,30.700000000000728,66.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-05-06 13:30:00+00:00,28435.05,28495.05,28315.05,0.41,24.599999999999998,2026-05-06 13:53:00+00:00,28496.05,-25.009999999999998,stop,0.697,0.41,61.80000000000291,0.19999999999708962,23.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-06 13:30:00+00:00,28435.05,28446.35,,0.5,25.0,2026-05-06 13:30:00+00:00,28447.35,-6.149999999999636,stop,0.85,0.5,12.80000000000291,0.19999999999708962,0.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-05-07 13:30:00+00:00,28603.55,28663.55,28483.55,0.41,24.599999999999998,2026-05-07 16:40:00+00:00,28664.55,-25.009999999999998,stop,0.697,0.41,61.70000000000073,14.75,190.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-07 13:30:00+00:00,28603.55,28619.45,,0.5,25.0,2026-05-07 13:40:00+00:00,28620.45,-8.450000000000728,stop,0.85,0.5,18.950000000000728,2.599999999998545,10.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-05-08 13:30:00+00:00,28752.55,28812.55,28632.55,0.41,24.599999999999998,2026-05-08 15:30:00+00:00,28813.55,-25.009999999999998,stop,0.697,0.41,67.40000000000146,24.599999999998545,120.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-08 13:30:00+00:00,28752.55,28770.5,,0.5,25.0,2026-05-08 13:39:00+00:00,28771.5,-9.475000000000364,stop,0.85,0.5,18.30000000000291,0.5499999999992724,9.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B2,SELL,2026-05-08 14:51:00+00:00,28796.85,28897.85,28497.85,0.5,50.0,2026-05-08 16:45:00+00:00,28898.85,-51.0,stop,0.85,0.5,138.40000000000146,48.04999999999927,114.0,"{'pending_minutes': 51.0, 'walk_forward_fold': 2, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-05-11 13:30:00+00:00,29203.4,29263.4,29083.4,0.41,24.599999999999998,2026-05-11 14:27:00+00:00,29264.4,-25.009999999999998,stop,0.697,0.41,65.29999999999927,21.150000000001455,57.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-11 13:30:00+00:00,29203.4,29210.75,,0.5,25.0,2026-05-11 14:01:00+00:00,29211.75,-4.174999999999272,stop,0.85,0.5,14.700000000000728,21.150000000001455,31.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-05-12 13:30:00+00:00,29118.15,29178.15,28998.15,0.41,24.599999999999998,2026-05-12 16:43:00+00:00,29179.15,-25.009999999999998,stop,0.697,0.41,60.69999999999709,108.70000000000073,193.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-12 13:30:00+00:00,29118.15,29067.75,,0.5,25.0,2026-05-12 14:39:00+00:00,29068.75,24.700000000000728,stop,0.85,0.5,4.700000000000728,89.20000000000073,69.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-05-12 14:00:00+00:00,29101.85,29234.05,28903.55,0.37,48.91400000000027,2026-05-12 17:33:00+00:00,28904.55,73.00099999999973,target,0.629,0.37,88.79999999999927,199.59999999999854,213.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-05-13 13:30:00+00:00,29281.3,29341.3,29161.3,0.41,24.599999999999998,2026-05-13 15:33:00+00:00,29162.3,48.79,target,0.697,0.41,17.30000000000291,124.84999999999854,123.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-13 13:30:00+00:00,29281.3,29278.55,,0.5,25.0,2026-05-13 14:33:00+00:00,29279.55,0.875,stop,0.85,0.5,12.80000000000291,35.0,63.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-05-14 13:30:00+00:00,29441.75,29501.75,29321.75,0.41,24.599999999999998,2026-05-14 16:41:00+00:00,29502.75,-25.009999999999998,stop,0.697,0.41,63.099999999998545,97.29999999999927,191.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-14 13:30:00+00:00,29441.75,29455.55,,0.5,25.0,2026-05-14 13:54:00+00:00,29456.55,-7.399999999999636,stop,0.85,0.5,20.600000000002183,30.950000000000728,24.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-05-14 14:00:00+00:00,29436.65,29536.8,29286.42,0.5,50.07499999999891,2026-05-14 16:45:00+00:00,29537.8,-50.57499999999891,stop,0.85,0.5,131.09999999999854,92.20000000000073,165.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-05-15 13:30:00+00:00,29170.85,29230.85,29050.85,0.41,24.599999999999998,2026-05-15 13:47:00+00:00,29231.85,-25.009999999999998,stop,0.697,0.41,66.00000000000364,23.799999999999272,17.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-05-15 13:30:00+00:00,29170.85,29211.25,,0.5,25.0,2026-05-15 13:46:00+00:00,29212.25,-20.700000000000728,stop,0.85,0.5,51.00000000000364,23.799999999999272,16.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-05-15 14:00:00+00:00,29227.45,29464.2,28872.32,0.21,49.7175,2026-05-15 19:55:00+00:00,29212.35,3.171000000000458,time_exit,0.357,0.21,53.5,238.10000000000218,355.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
