fold,strategy,train_start,train_end,test_start,test_end,selected,changes,train_trades,train_pf,train_dd_pct,oos_trades,oos_pf,oos_net,oos_dd_pct
1,A_FIXED,2025-07-30,2026-01-25,2026-01-26,2026-04-25,baseline_50_100,{},121,0.8805379294574976,3.8285191184275043,63,1.1885155481351182,189.69000000000005,2.26485782413277
1,A_RUNNER,2025-07-30,2026-01-25,2026-01-26,2026-04-25,previous_two_m15,{'a_runner_method': 'previous_two_m15'},121,0.4668136280639978,3.5639749999999366,63,0.934154066720072,-29.302000000000792,1.1231783731861684
1,B1,2025-07-30,2026-01-25,2026-01-26,2026-04-25,london_1.5R,{'b1_rr': 1.5},48,0.6725281805957994,5.454605999999966,26,0.49673133021941535,-482.1105000000069,5.258760262144285
1,B2,2025-07-30,2026-01-25,2026-01-26,2026-04-25,baseline_3R,{'b2_rr': 3.0},20,2.5838728749113464,1.847280280615411,19,2.1450897323342693,560.8535000000008,1.5124451490336226
2,A_FIXED,2025-10-28,2026-04-25,2026-04-26,2026-07-24,wide_60_120,"{'a_stop_pips': 60.0, 'a_target_pips': 120.0}",121,1.0721421257140753,3.370287266828715,61,0.75073678393811,-270.6499999999999,5.276243747265352
2,A_RUNNER,2025-10-28,2026-04-25,2026-04-26,2026-07-24,prev_m15_buffer5,{'a_trail_buffer_pips': 5.0},121,0.7102603315227851,3.4618099999999687,61,0.5579471081430524,-198.9795000000007,2.625789785306775
2,B1,2025-10-28,2026-04-25,2026-04-26,2026-07-24,london_1.5R,{'b1_rr': 1.5},48,0.5998773851196483,7.498639723196848,25,0.5795610981634121,-344.6549999999903,6.420216490221025
2,B2,2025-10-28,2026-04-25,2026-04-26,2026-07-24,baseline_3R,{'b2_rr': 3.0},34,2.1782860573812033,1.838823350424971,14,1.2315657569334024,104.87149999999934,2.991570570559197
