starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,403.76,103.76,34.59,44,8,36,18.18,14.07,0.3197,0.0002,41.47,XAUUSD
