time,event,detail,basket,legs,first_entry,quote,trigger,lots,fill,bid,ask,balance,equity,margin,free_margin,margin_level,day,day_start_balance,daily_cash_pnl,total_lots,positions
2025.09.08 13:45:37,buy_request,first leg,12,0,0.0,3633.649,3633.649,0.02,0.0,3633.612,3633.649,3277.8,3277.8,0.0,3277.8,0.0,20250908,3159.29,118.51000000000022,0.0,0
2025.09.08 13:45:37,buy_filled,filled,12,1,3633.649,3633.649,3633.649,0.02,3633.649,3633.612,3633.649,3277.69,3277.61,3.63,3273.98,90292.28650137741,20250908,3159.29,118.40000000000009,0.02,1
2025.09.08 15:01:38,exit_trigger,single leg plus price step,12,1,3633.649,3643.666,3643.649,0.0,0.0,3643.666,3643.703,3277.69,3297.72,3.63,3294.09,90846.28099173553,20250908,3159.29,118.40000000000009,0.02,1
2025.09.08 15:01:38,basket_closed,net basket cash=19.92,12,1,3633.649,0.0,0.0,0.0,0.0,3643.666,3643.703,3297.72,3297.72,0.0,3297.72,0.0,20250908,3159.29,138.42999999999984,0.0,0
2025.09.08 15:01:38,buy_request,first leg,13,0,0.0,3643.729,3643.729,0.02,0.0,3643.692,3643.729,3297.72,3297.72,0.0,3297.72,0.0,20250908,3159.29,138.42999999999984,0.0,0
2025.09.08 15:01:38,buy_filled,filled,13,1,3643.729,3643.729,3643.729,0.02,3643.729,3643.692,3643.729,3297.61,3297.53,3.64,3293.89,90591.48351648351,20250908,3159.29,138.32000000000016,0.02,1
2025.09.08 15:39:03,buy_request,doubling rung,13,1,3643.729,3633.707,3633.729,0.04,0.0,3633.67,3633.707,3297.61,3277.49,3.64,3273.85,90040.93406593407,20250908,3159.29,138.32000000000016,0.02,1
2025.09.08 15:39:03,buy_filled,filled,13,2,3643.729,3633.707,3633.729,0.04,3633.707,3633.67,3633.707,3297.39,3277.12,10.91,3266.21,30037.763519706692,20250908,3159.29,138.0999999999999,0.06,2
2025.09.09 00:00:00,day_end,end of last observed broker day,13,2,3643.729,0.0,0.0,0.0,0.0,3635.103,3635.14,3297.39,3282.51,10.91,3271.6,30087.167736022002,20250908,3159.29,138.0999999999999,0.06,2
2025.09.09 00:00:00,day_start,net cash target resets at broker midnight,13,2,3643.729,0.0,0.0,0.0,0.0,3635.103,3635.14,3297.39,3282.51,10.91,3271.6,30087.167736022002,20250909,3297.39,0.0,0.06,2
2025.09.09 01:20:42,exit_trigger,all legs at original entry,13,2,3643.729,3643.731,3643.729,0.0,0.0,3643.731,3643.768,3297.39,3334.27,10.91,3323.36,30561.59486709441,20250909,3297.39,0.0,0.06,2
2025.09.09 01:20:42,basket_closed,net basket cash=36.55,13,2,3643.729,0.0,0.0,0.0,0.0,3643.731,3643.768,3334.27,3334.27,0.0,3334.27,0.0,20250909,3297.39,36.88000000000011,0.0,0
2025.09.09 01:20:42,buy_request,first leg,14,0,0.0,3643.794,3643.794,0.02,0.0,3643.757,3643.794,3334.27,3334.27,0.0,3334.27,0.0,20250909,3297.39,36.88000000000011,0.0,0
2025.09.09 01:20:42,buy_filled,filled,14,1,3643.794,3643.794,3643.794,0.02,3643.794,3643.757,3643.794,3334.16,3334.08,3.64,3330.44,91595.60439560439,20250909,3297.39,36.76999999999998,0.02,1
2025.09.09 02:25:41,exit_trigger,single leg plus price step,14,1,3643.794,3653.795,3653.794,0.0,0.0,3653.795,3653.832,3334.16,3354.16,3.64,3350.52,92147.25274725274,20250909,3297.39,36.76999999999998,0.02,1
2025.09.09 02:25:41,basket_closed,net basket cash=19.89,14,1,3643.794,0.0,0.0,0.0,0.0,3653.795,3653.832,3354.16,3354.16,0.0,3354.16,0.0,20250909,3297.39,56.76999999999998,0.0,0
2025.09.09 02:25:41,buy_request,first leg,15,0,0.0,3653.849,3653.849,0.02,0.0,3653.812,3653.849,3354.16,3354.16,0.0,3354.16,0.0,20250909,3297.39,56.76999999999998,0.0,0
2025.09.09 02:25:41,buy_filled,filled,15,1,3653.849,3653.849,3653.849,0.02,3653.849,3653.812,3653.849,3354.05,3353.97,3.65,3350.32,91889.58904109588,20250909,3297.39,56.66000000000031,0.02,1
2025.09.09 03:37:30,buy_request,doubling rung,15,1,3653.849,3643.826,3643.849,0.04,0.0,3643.789,3643.826,3354.05,3333.93,3.65,3330.28,91340.54794520549,20250909,3297.39,56.66000000000031,0.02,1
2025.09.09 03:37:30,buy_filled,filled,15,2,3653.849,3643.826,3643.849,0.04,3643.826,3643.789,3643.826,3353.83,3333.57,10.94,3322.63,30471.389396709328,20250909,3297.39,56.440000000000055,0.06,2
2025.09.09 04:39:38,exit_trigger,all legs at original entry,15,2,3653.849,3653.886,3653.849,0.0,0.0,3653.886,3653.923,3353.83,3394.14,10.94,3383.2,31025.045703839125,20250909,3297.39,56.440000000000055,0.06,2
2025.09.09 04:39:38,basket_closed,net basket cash=39.98,15,2,3653.849,0.0,0.0,0.0,0.0,3653.886,3653.923,3394.14,3394.14,0.0,3394.14,0.0,20250909,3297.39,96.75,0.0,0
2025.09.09 04:39:39,buy_request,first leg,16,0,0.0,3653.969,3653.969,0.02,0.0,3653.932,3653.969,3394.14,3394.14,0.0,3394.14,0.0,20250909,3297.39,96.75,0.0,0
2025.09.09 04:39:39,buy_filled,filled,16,1,3653.969,3653.969,3653.969,0.02,3653.969,3653.932,3653.969,3394.03,3393.95,3.65,3390.3,92984.9315068493,20250909,3297.39,96.64000000000033,0.02,1
2025.09.09 06:05:37,buy_request,doubling rung,16,1,3653.969,3643.966,3643.969,0.04,0.0,3643.929,3643.966,3394.03,3373.95,3.65,3370.3,92436.98630136986,20250909,3297.39,96.64000000000033,0.02,1
2025.09.09 06:05:37,buy_filled,filled,16,2,3653.969,3643.966,3643.969,0.04,3643.966,3643.929,3643.966,3393.81,3373.59,10.94,3362.65,30837.202925045705,20250909,3297.39,96.42000000000007,0.06,2
2025.09.09 09:13:29,exit_trigger,all legs at original entry,16,2,3653.969,3654.0,3653.969,0.0,0.0,3654.0,3654.037,3393.81,3434.01,10.94,3423.07,31389.48811700183,20250909,3297.39,96.42000000000007,0.06,2
2025.09.09 09:13:29,basket_closed,net basket cash=39.87,16,2,3653.969,0.0,0.0,0.0,0.0,3654.0,3654.037,3434.01,3434.01,0.0,3434.01,0.0,20250909,3297.39,136.62000000000035,0.0,0
2025.09.09 09:13:30,buy_request,first leg,17,0,0.0,3654.074,3654.074,0.02,0.0,3654.037,3654.074,3434.01,3434.01,0.0,3434.01,0.0,20250909,3297.39,136.62000000000035,0.0,0
2025.09.09 09:13:30,buy_filled,filled,17,1,3654.074,3654.074,3654.074,0.02,3654.074,3654.037,3654.074,3433.9,3433.82,3.65,3430.17,94077.2602739726,20250909,3297.39,136.51000000000022,0.02,1
2025.09.09 12:40:42,buy_request,doubling rung,17,1,3654.074,3644.053,3644.074,0.04,0.0,3644.016,3644.053,3433.9,3413.78,3.65,3410.13,93528.2191780822,20250909,3297.39,136.51000000000022,0.02,1
2025.09.09 12:40:42,buy_filled,filled,17,2,3654.074,3644.053,3644.074,0.04,3644.053,3644.016,3644.053,3433.68,3413.41,10.94,3402.47,31201.188299817186,20250909,3297.39,136.28999999999996,0.06,2
2025.09.09 13:11:41,exit_trigger,all legs at original entry,17,2,3654.074,3654.077,3654.074,0.0,0.0,3654.077,3654.114,3433.68,3473.78,10.94,3462.84,31753.016453382086,20250909,3297.39,136.28999999999996,0.06,2
2025.09.09 13:11:41,basket_closed,net basket cash=39.77,17,2,3654.074,0.0,0.0,0.0,0.0,3654.077,3654.114,3473.78,3473.78,0.0,3473.78,0.0,20250909,3297.39,176.39000000000033,0.0,0
2025.09.09 13:11:41,buy_request,first leg,18,0,0.0,3654.104,3654.104,0.02,0.0,3654.067,3654.104,3473.78,3473.78,0.0,3473.78,0.0,20250909,3297.39,176.39000000000033,0.0,0
2025.09.09 13:11:41,buy_filled,filled,18,1,3654.104,3654.104,3654.104,0.02,3654.104,3654.067,3654.104,3473.67,3473.59,3.65,3469.94,95166.8493150685,20250909,3297.39,176.2800000000002,0.02,1
2025.09.09 13:35:30,exit_trigger,single leg plus price step,18,1,3654.104,3664.105,3664.104,0.0,0.0,3664.105,3664.142,3473.67,3493.67,3.65,3490.02,95716.98630136986,20250909,3297.39,176.2800000000002,0.02,1
2025.09.09 13:35:30,basket_closed,net basket cash=19.89,18,1,3654.104,0.0,0.0,0.0,0.0,3664.105,3664.142,3493.67,3493.67,0.0,3493.67,0.0,20250909,3297.39,196.2800000000002,0.0,0
2025.09.09 13:35:30,buy_request,first leg,19,0,0.0,3664.152,3664.152,0.02,0.0,3664.115,3664.152,3493.67,3493.67,0.0,3493.67,0.0,20250909,3297.39,196.2800000000002,0.0,0
2025.09.09 13:35:30,buy_filled,filled,19,1,3664.152,3664.152,3664.152,0.02,3664.152,3664.115,3664.152,3493.56,3493.49,3.66,3489.83,95450.54644808742,20250909,3297.39,196.17000000000007,0.02,1
2025.09.09 14:00:40,exit_trigger,single leg plus price step,19,1,3664.152,3674.153,3674.152,0.0,0.0,3674.153,3674.19,3493.56,3513.57,3.66,3509.91,95999.18032786885,20250909,3297.39,196.17000000000007,0.02,1
2025.09.09 14:00:40,basket_closed,net basket cash=19.90,19,1,3664.152,0.0,0.0,0.0,0.0,3674.153,3674.19,3513.57,3513.57,0.0,3513.57,0.0,20250909,3297.39,216.1800000000003,0.0,0
2025.09.09 14:00:40,buy_request,first leg,20,0,0.0,3674.201,3674.201,0.02,0.0,3674.164,3674.201,3513.57,3513.57,0.0,3513.57,0.0,20250909,3297.39,216.1800000000003,0.0,0
2025.09.09 14:00:40,buy_filled,filled,20,1,3674.201,3674.201,3674.201,0.02,3674.201,3674.164,3674.201,3513.46,3513.39,3.67,3509.72,95732.69754768393,20250909,3297.39,216.07000000000016,0.02,1
2025.09.09 14:03:28,buy_request,doubling rung,20,1,3674.201,3664.194,3664.201,0.04,0.0,3664.157,3664.194,3513.46,3493.37,3.67,3489.7,95187.19346049045,20250909,3297.39,216.07000000000016,0.02,1
2025.09.09 14:03:28,buy_filled,filled,20,2,3674.201,3664.194,3664.201,0.04,3664.194,3664.157,3664.194,3513.24,3493.0,11.0,3482.0,31754.545454545456,20250909,3297.39,215.8499999999999,0.06,2
2025.09.09 14:06:30,buy_request,doubling rung,20,2,3674.201,3654.189,3654.201,0.08,0.0,3654.152,3654.189,3513.24,3432.97,11.0,3421.97,31208.81818181818,20250909,3297.39,215.8499999999999,0.06,2
2025.09.09 14:06:30,buy_filled,filled,20,3,3674.201,3654.189,3654.201,0.08,3654.189,3654.152,3654.189,3512.8,3432.24,25.62,3406.62,13396.721311475409,20250909,3297.39,215.4100000000003,0.13999999999999999,3
2025.09.09 14:08:40,buy_request,doubling rung,20,3,3674.201,3644.182,3644.201,0.16,0.0,3644.145,3644.182,3512.8,3292.14,25.62,3266.52,12849.882903981264,20250909,3297.39,215.4100000000003,0.13999999999999999,3
2025.09.09 14:08:40,buy_filled,filled,20,4,3674.201,3644.182,3644.201,0.16,3644.182,3644.145,3644.182,3511.92,3290.67,54.77,3235.9,6008.161402227496,20250909,3297.39,214.5300000000002,0.3,4
2025.09.09 15:15:28,buy_request,doubling rung,20,4,3674.201,3634.182,3634.201,0.32,0.0,3634.145,3634.182,3511.92,2990.67,54.77,2935.9,5460.416286288114,20250909,3297.39,214.5300000000002,0.3,4
2025.09.09 15:15:28,buy_filled,filled,20,5,3674.201,3634.182,3634.201,0.32,3634.182,3634.145,3634.182,3510.16,2987.73,112.92,2874.81,2645.8820403825716,20250909,3297.39,212.76999999999998,0.62,5
2025.09.09 22:29:36,buy_request,doubling rung,20,5,3674.201,3624.194,3624.201,0.64,0.0,3624.157,3624.194,3510.16,2368.47,112.92,2255.55,2097.4760892667373,20250909,3297.39,212.76999999999998,0.62,5
2025.09.09 22:29:36,buy_filled,filled,20,6,3674.201,3624.194,3624.201,0.64,3624.194,3624.157,3624.194,3506.64,2362.58,228.89,2133.69,1032.1901349993445,20250909,3297.39,209.25,1.26,6
2025.09.10 00:00:00,day_end,end of last observed broker day,20,6,3674.201,0.0,0.0,0.0,0.0,3633.623,3633.66,3506.64,3487.9,228.89,3259.01,1523.832408580541,20250909,3297.39,209.25,1.26,6
2025.09.10 00:00:00,day_start,net cash target resets at broker midnight,20,6,3674.201,0.0,0.0,0.0,0.0,3633.623,3633.66,3506.64,3487.9,228.89,3259.01,1523.832408580541,20250910,3506.64,0.0,1.26,6
2025.09.10 09:47:38,equity_double,floating equity at least twice initial; not secured,20,6,3674.201,0.0,0.0,0.0,0.0,3653.592,3653.629,3506.64,6003.99,228.89,5775.1,2623.089693739351,20250910,3506.64,0.0,1.26,6
2025.09.11 00:00:00,day_end,end of last observed broker day,20,6,3674.201,0.0,0.0,0.0,0.0,3644.955,3644.992,3506.64,4713.53,228.89,4484.64,2059.299226702783,20250910,3506.64,0.0,1.26,6
2025.09.11 00:00:00,day_start,net cash target resets at broker midnight,20,6,3674.201,0.0,0.0,0.0,0.0,3644.955,3644.992,3506.64,4713.53,228.89,4484.64,2059.299226702783,20250911,3506.64,0.0,1.26,6
2025.09.11 12:30:15,buy_request,doubling rung,20,6,3674.201,3614.178,3614.201,1.28,0.0,3614.141,3614.178,3506.64,830.96,228.89,602.07,363.03901437371667,20250911,3506.64,0.0,1.26,6
2025.09.11 12:30:15,buy_filled,filled,20,7,3674.201,3614.178,3614.201,1.28,3614.178,3614.141,3614.178,3499.6,819.19,460.2,358.99,178.00738809213388,20250911,3506.64,-7.039999999999964,2.54,7
2025.09.12 00:00:00,day_end,end of last observed broker day,20,7,3674.201,0.0,0.0,0.0,0.0,3631.89,3631.927,3499.6,5191.57,460.2,4731.37,1128.1116905693177,20250911,3506.64,-7.039999999999964,2.54,7
2025.09.12 00:00:00,day_start,net cash target resets at broker midnight,20,7,3674.201,0.0,0.0,0.0,0.0,3631.89,3631.927,3499.6,5191.57,460.2,4731.37,1128.1116905693177,20250912,3499.6,0.0,2.54,7
2025.09.14 22:05:00,day_end,end of last observed broker day,20,7,3674.201,0.0,0.0,0.0,0.0,3644.69,3644.727,3499.6,8306.9,460.2,7846.7,1805.0630160799653,20250912,3499.6,0.0,2.54,7
2025.09.14 22:05:00,day_start,net cash target resets at broker midnight,20,7,3674.201,0.0,0.0,0.0,0.0,3644.69,3644.727,3499.6,8306.9,460.2,7846.7,1805.0630160799653,20250914,3499.6,0.0,2.54,7
2025.09.15 00:00:00,day_end,end of last observed broker day,20,7,3674.201,0.0,0.0,0.0,0.0,3638.317,3638.354,3499.6,6688.16,460.2,6227.96,1453.315949587136,20250914,3499.6,0.0,2.54,7
2025.09.15 00:00:00,day_start,net cash target resets at broker midnight,20,7,3674.201,0.0,0.0,0.0,0.0,3638.317,3638.354,3499.6,6688.16,460.2,6227.96,1453.315949587136,20250915,3499.6,0.0,2.54,7
2025.09.15 15:50:37,exit_trigger,all legs at original entry,20,7,3674.201,3674.207,3674.201,0.0,0.0,3674.207,3674.244,3499.6,15804.22,460.2,15344.02,3434.206866579748,20250915,3499.6,0.0,2.54,7
2025.09.15 15:50:37,basket_closed,net basket cash=12290.65,20,7,3674.201,0.0,0.0,0.0,0.0,3674.207,3674.244,15804.22,15804.22,0.0,15804.22,0.0,20250915,3499.6,12304.619999999999,0.0,0
2025.09.15 15:50:37,closed_double,flat balance at least twice initial; no withdrawals,20,7,3674.201,0.0,0.0,0.0,0.0,3674.207,3674.244,15804.22,15804.22,0.0,15804.22,0.0,20250915,3499.6,12304.619999999999,0.0,0
2025.09.15 15:50:38,daily_target,no further new baskets today,20,0,0.0,0.0,0.0,0.0,0.0,3674.224,3674.261,15804.22,15804.22,0.0,15804.22,0.0,20250915,3499.6,12304.619999999999,0.0,0
