deal,time,time_msc,symbol,position_id,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2023.09.05 00:00:00,1693872000000,,0,2,0,0,0.0,0.0,3000.0,0.0,0.0,0.0,
2,2023.09.05 00:00:00,1693872000001,XAUUSD,2,0,0,3,0.02,1937.713,0.0,-0.11,0.0,0.0,GRID|1|0
3,2023.09.05 13:54:37,1693922077079,XAUUSD,3,0,0,3,0.04,1927.684,0.0,-0.22,0.0,0.0,GRID|1|1
4,2023.09.06 14:36:21,1694010981029,XAUUSD,4,0,0,3,0.08,1917.71,0.0,-0.44,0.0,0.0,GRID|1|2
5,2023.09.12 13:01:39,1694523699205,XAUUSD,5,0,0,3,0.16,1907.706,0.0,-0.88,0.0,0.0,GRID|1|3
6,2023.09.20 13:43:12,1695217392514,XAUUSD,2,1,1,3,0.02,1937.721,0.01,0.0,-16.05,0.0,
7,2023.09.20 13:43:12,1695217392515,XAUUSD,3,1,1,3,0.04,1937.721,40.14,0.0,-32.1,0.0,
8,2023.09.20 13:43:12,1695217392516,XAUUSD,4,1,1,3,0.08,1937.721,160.09,0.0,-59.92,0.0,
9,2023.09.20 13:43:12,1695217392517,XAUUSD,5,1,1,3,0.16,1937.721,480.24,0.0,-68.48,0.0,
10,2023.09.21 00:00:00,1695254400001,XAUUSD,10,0,0,3,0.02,1929.591,0.0,-0.11,0.0,0.0,GRID|2|0
11,2023.09.21 12:04:37,1695297877648,XAUUSD,11,0,0,3,0.04,1919.571,0.0,-0.22,0.0,0.0,GRID|2|1
12,2023.09.26 12:37:23,1695731843506,XAUUSD,12,0,0,3,0.08,1909.567,0.0,-0.44,0.0,0.0,GRID|2|2
13,2023.09.26 18:26:37,1695752797600,XAUUSD,13,0,0,3,0.16,1899.571,0.0,-0.88,0.0,0.0,GRID|2|3
14,2023.09.27 13:26:27,1695821187648,XAUUSD,14,0,0,3,0.32,1889.576,0.0,-1.76,0.0,0.0,GRID|2|4
15,2023.09.27 16:04:33,1695830673871,XAUUSD,15,0,0,3,0.64,1879.59,0.0,-3.52,0.0,0.0,GRID|2|5
16,2023.09.28 14:31:40,1695911500170,XAUUSD,16,0,0,3,1.28,1869.591,0.0,-7.04,0.0,0.0,GRID|2|6
17,2023.09.28 14:59:00,1695913140000,XAUUSD,10,1,1,6,0.02,1865.801,-127.58,0.0,-7.49,0.0,so -42.37% 
18,2023.09.28 14:59:00,1695913140000,XAUUSD,12,1,1,6,0.08,1865.801,-350.13,0.0,-17.12,0.0,so -42.37% 
19,2023.09.28 14:59:00,1695913140000,XAUUSD,14,1,1,6,0.32,1865.801,-760.8,0.0,-51.35,0.0,so -42.37% 
20,2023.09.28 14:59:00,1695913140000,XAUUSD,16,1,1,6,1.28,1865.801,-485.12,0.0,0.0,0.0,so -42.37% 
21,2023.09.28 14:59:00,1695913140000,XAUUSD,15,1,1,0,0.64,1865.801,-882.5,0.0,-102.7,0.0,end of test
22,2023.09.28 14:59:00,1695913140000,XAUUSD,13,1,1,0,0.16,1865.801,-540.32,0.0,-34.24,0.0,end of test
23,2023.09.28 14:59:00,1695913140000,XAUUSD,11,1,1,0,0.04,1865.801,-215.08,0.0,-14.98,0.0,end of test
