deal,time,time_msc,symbol,position_id,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2026.03.05 00:00:00,1772668800000,,0,2,0,0,0.0,0.0,3000.0,0.0,0.0,0.0,
2,2026.03.05 00:00:00,1772668800144,XAUUSD,2,0,0,3,0.02,5165.142,0.0,-0.11,0.0,0.0,GRID|1|0
3,2026.03.05 00:18:20,1772669900627,XAUUSD,2,1,1,3,0.02,5175.166,20.05,0.0,0.0,0.0,
4,2026.03.05 00:18:21,1772669901784,XAUUSD,4,0,0,3,0.02,5175.35,0.0,-0.11,0.0,0.0,GRID|2|0
5,2026.03.05 01:10:36,1772673036359,XAUUSD,4,1,1,3,0.02,5185.528,20.36,0.0,0.0,0.0,
6,2026.03.05 01:10:36,1772673036364,XAUUSD,6,0,0,3,0.02,5185.518,0.0,-0.11,0.0,0.0,GRID|3|0
7,2026.03.05 01:20:11,1772673611952,XAUUSD,7,0,0,3,0.04,5175.507,0.0,-0.22,0.0,0.0,GRID|3|1
8,2026.03.05 02:22:21,1772677341786,XAUUSD,6,1,1,3,0.02,5185.593,0.15,0.0,0.0,0.0,
9,2026.03.05 02:22:21,1772677341787,XAUUSD,7,1,1,3,0.04,5185.593,40.34,0.0,0.0,0.0,
10,2026.03.05 02:22:21,1772677341860,XAUUSD,10,0,0,3,0.02,5185.927,0.0,-0.11,0.0,0.0,GRID|4|0
11,2026.03.05 02:44:48,1772678688422,XAUUSD,11,0,0,3,0.04,5175.87,0.0,-0.22,0.0,0.0,GRID|4|1
12,2026.03.05 02:52:15,1772679135909,XAUUSD,10,1,1,3,0.02,5185.928,0.01,0.0,0.0,0.0,
13,2026.03.05 02:52:15,1772679135910,XAUUSD,11,1,1,3,0.04,5185.928,40.23,0.0,0.0,0.0,
14,2026.03.05 02:52:15,1772679135918,XAUUSD,14,0,0,3,0.02,5186.135,0.0,-0.11,0.0,0.0,GRID|5|0
15,2026.03.05 04:29:10,1772684950548,XAUUSD,15,0,0,3,0.04,5175.947,0.0,-0.22,0.0,0.0,GRID|5|1
16,2026.03.05 05:33:32,1772688812049,XAUUSD,16,0,0,3,0.08,5165.969,0.0,-0.44,0.0,0.0,GRID|5|2
17,2026.03.05 05:56:56,1772690216502,XAUUSD,17,0,0,3,0.16,5156.041,0.0,-0.88,0.0,0.0,GRID|5|3
18,2026.03.05 06:01:34,1772690494420,XAUUSD,18,0,0,3,0.32,5146.087,0.0,-1.76,0.0,0.0,GRID|5|4
19,2026.03.05 06:09:38,1772690978797,XAUUSD,19,0,0,3,0.64,5136.405,0.0,-3.52,0.0,0.0,GRID|5|5
20,2026.03.05 06:12:20,1772691140110,XAUUSD,20,0,0,3,1.28,5125.992,0.0,-7.04,0.0,0.0,GRID|5|6
21,2026.03.05 13:21:00,1772716860067,XAUUSD,14,1,1,6,0.02,5117.213,-137.84,0.0,0.0,0.0,so -238.23% 
22,2026.03.05 13:21:00,1772716860067,XAUUSD,16,1,1,6,0.08,5117.213,-390.05,0.0,0.0,0.0,so -238.23% 
23,2026.03.05 13:21:00,1772716860067,XAUUSD,18,1,1,6,0.32,5117.213,-923.96,0.0,0.0,0.0,so -238.23% 
24,2026.03.05 13:21:00,1772716860067,XAUUSD,20,1,1,6,1.28,5117.213,-1123.72,0.0,0.0,0.0,so -238.23% 
25,2026.03.05 13:21:00,1772716860067,XAUUSD,19,1,1,0,0.64,5117.213,-1228.29,0.0,0.0,0.0,end of test
26,2026.03.05 13:21:00,1772716860067,XAUUSD,17,1,1,0,0.16,5117.213,-621.25,0.0,0.0,0.0,end of test
27,2026.03.05 13:21:00,1772716860067,XAUUSD,15,1,1,0,0.04,5117.213,-234.94,0.0,0.0,0.0,end of test
